trace,level,rho_target,k,metric,policy,wait,gain,gain_lo,gain_hi,red_pct,red_lo,red_hi
primary,0,0.5,7.8,mean,SPJF-reversed,1.3340368535818727,-1.2562479730324185,-1.3636354295874413,-1.1871603770053458,-85.94090568554864,-90.64429007970475,-77.90031145840415
primary,0,0.5,7.8,mean,CAP-G600-reversed,1.2729093811959469,-1.1344182567384888,-1.249023648610618,-1.0722360636781498,-77.6061217772835,-81.96825312645035,-71.48211867129395
primary,0,0.5,7.8,mean,SPJF-random,0.5172183740630972,0.4145228229380985,0.38067655054148697,0.4390528474635461,28.354574536891448,24.489916790918524,30.400700936093255
primary,0,0.5,7.8,mean,CAP-G600-random,0.5380422539229412,0.37286129408056135,0.3474989340982814,0.40483234457775813,25.50256406054747,22.720094207882124,27.171918119892297
primary,0,0.5,7.8,mean,SPJF-top1short,1.136631097516938,-0.8566565339533243,-0.9069803323242013,-0.7924596194772121,-58.62620993064545,-62.93336448215294,-51.150483342474566
primary,0,0.5,7.8,mean,CAP-G600-top1short,1.1120098688729356,-0.8072767800434641,-0.8587875337723494,-0.7561910708521731,-55.24291273435298,-58.816360929707756,-49.05215092999844
primary,1,0.8,5.0,p99dl,FCFS,119.35185892388252,0.0,0.0,0.0,0.0,0.0,0.0
primary,1,0.8,5.0,p99dl,SJF-ref,33.552583387047086,1.0,1.0,1.0,71.77488851831069,66.98128540157963,75.05555531929286
primary,1,0.8,5.0,p99dl,SPJF-M4,44.39447505906233,0.8728131601236118,0.8508763041860739,0.8865171235824466,62.661520199675486,57.414155643315176,66.21293247313558
primary,1,0.8,5.0,p99dl,SPJF-M4refit,44.40678300067808,0.8726476427537708,0.8507545858879706,0.8864443606316673,62.65018845455883,57.38403805360452,66.18852566579166
primary,1,0.8,5.0,p99dl,SPJF-tweedie,43.38931273520004,0.8846750091248878,0.861981667774171,0.8984638268455045,63.511167782216276,58.04359357062159,67.29817474433291
