trace,level,rho_target,k,k_by_overlay,policy,score,family,G,B0_by_overlay,eta,gam_by_overlay,Bmax_by_overlay,Ncap_by_overlay,promise_by_overlay,p99_dl_s,gap_closed,gap_lo,gap_hi,red_pct,red_lo,red_hi,mean_s,mean_gap,mean_gap_lo,mean_gap_hi,p99_all_s,max_excess_s,harm_wf1s_s,max_heavy_s,lw_ex_mean,lw_ex_p50,lw_ex_p90,lw_ex_p99,lw_ex_max,lw_ratio_p99,lw_ratio_max,qw_fired,used_over_allowed,guar_excess_s
primary,1,0.8,5.0,5/5/5/5/5,CAP-G300,tweedie,capped,300.0,75/75/75/75/75,0.5,0/0/0/0/0,720/720/720/720/720,0/0/0/0/0,300.0/300.0/300.0/300.0/300.0,56.12507623970529,0.7358876910054144,0.6932325846156139,0.7584666360897419,52.83947787505118,48.932297054635725,54.79189612764507,2.0734946059013124,0.6518716242634018,0.6201198975480455,0.70421831546635,35.73951636493208,209.82355871796608,113.99054403603076,1166.865580201149,-114.94904518319171,-80.90286441668869,61.82390412896875,150.3158048191071,209.82355871796608,2.211409403383768,3.895029816081576,0.11697743730636818,0.6994118623932203,300.0
primary,1,0.8,5.0,5/5/5/5/5,HYB-G300,tweedie,hybrid,300.0,0/0/0/0/0,0.0,20/20/20/20/20,720/720/720/720/720,0/0/0/0/0,300.0/300.0/300.0/300.0/300.0,54.74953599825518,0.7519024767356315,0.7099462964417714,0.7758730502079106,53.990383056479004,50.186671285267835,55.922663072553945,2.0581257225106375,0.6566645018117312,0.6239022518604469,0.7114977654582009,34.95045763307811,214.121113717556,117.55226849019527,1166.8647864758968,-116.37825894197883,-82.40256657898426,58.511085776835785,150.4897310497388,210.67452082037929,2.196424045057141,4.250999228916538,0.17672827539745856,0.7137370457251867,300.0
primary,1,0.8,5.0,5/5/5/5/5,SKIP-G300,tweedie,skip,300.0,-1/-1/-1/-1/-1,0.0,0/0/0/0/0,0/0/0/0/0,17/17/17/17/17,300.0/300.0/300.0/300.0/300.0,119.20588558301354,0.0018889136984788387,-0.0014751221397333056,0.009357422475396074,0.13196001951163797,-0.10852466030232184,0.620663934572779,4.011972969036596,0.04634555503331918,0.03847465303390969,0.05921818274589067,82.63474721983081,64.15041267871857,58.77666608989239,1023.676089465618,-3.5115437962442515,0.7446019947528839,1.036144931614399,3.361029454767704,64.15041267871857,1.0422241759708246,1.7388953854155524,0.8052834586862737,0.2138347089290619,300.0
primary,1,0.8,5.0,5/5/5/5/5,FIX-G600,tweedie,fixed_eq,600.0,2220/2220/2220/2220/2220,0.0,0/0/0/0/0,2220/2220/2220/2220/2220,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,47.0459130358697,0.8418214321286814,0.8236075586418168,0.8535110868873742,60.43936571587839,55.58822095652594,63.581298230199096,1.5393082931481783,0.8186898915773281,0.8029119628519178,0.8364602232806332,31.776290035218018,512.8666014373302,446.7270012497902,1460.805646583438,-153.61033031415892,-96.7513862028718,-29.470642205476736,424.3663517757429,512.8666014373302,2.3059686700544937,8.91402000874873,0.01114296352538662,0.8547776690622171,600.0
primary,1,0.8,5.0,5/5/5/5/5,FIXSEL-G600,tweedie,fixed,600.0,1226.41/1226.41/1226.41/1226.41/1226.41,0.0,0/0/0/0/0,2220/2220/2220/2220/2220,0/0/0/0/0,401.3/401.3/401.3/401.3/401.3,49.83594162724923,0.8094490539000102,0.7860160024492445,0.823872040921587,58.112544267469005,53.735910255327234,60.57516302770737,1.7797742855826215,0.7436172265209597,0.7232392596606517,0.7786747575262312,33.015277238339216,315.33420933783054,286.48916789889336,1281.6212384812534,-136.1731603973987,-91.13742737174034,-9.96273901700971,247.8076252359599,315.33420933783054,2.272766889508772,5.8866866622790335,0.04768376489930786,0.7858179590582434,401.2815000000001
primary,1,0.8,5.0,5/5/5/5/5,CAP-G600,tweedie,capped,600.0,150/150/150/150/150,0.75,0/0/0/0/0,2220/2220/2220/2220/2220,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,47.43787029907114,0.8371313123365904,0.815477321869613,0.8516021071336434,60.10523046750891,55.135427154982224,63.22569419287741,1.5248476623588139,0.8231340535130267,0.8053442253414886,0.8396054072198641,31.794499618053447,513.833100527525,313.2107554972172,1466.81312931329,-154.4017216576611,-96.69494457393884,-27.745078988298758,399.71008014329504,513.833100527525,2.354344118043916,7.692952652817597,0.01220696583647284,0.8563885008792083,600.0
primary,1,0.8,5.0,5/5/5/5/5,HYB-G600,tweedie,hybrid,600.0,150/150/150/150/150,0.0,20/20/20/20/20,2220/2220/2220/2220/2220,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,47.60956005454089,0.8352373651484013,0.8148696820660417,0.8486830353137002,59.96640788745175,55.04033630974242,63.14302596325518,1.5309760919799889,0.8211578805393689,0.8045915342849894,0.8391202104321557,31.728100710958255,502.9354047328234,110.93304251134396,1466.9249230325222,-154.05837059814593,-96.14707289785147,-25.11627275049684,419.77884231715655,502.9354047328234,2.3347641737658624,8.46856181456437,0.013124805399005578,0.8389584325586807,600.0
primary,1,0.8,5.0,5/5/5/5/5,SKIP-G600,tweedie,skip,600.0,-1/-1/-1/-1/-1,0.0,0/0/0/0/0,0/0/0/0/0,42/42/42/42/42,600.0/600.0/600.0/600.0/600.0,118.66466371178653,0.008205193858935199,-0.0016764062393447754,0.025990688324213963,0.5851867253502744,-0.13278789057750467,1.762467358948441,3.84685469378456,0.0979900103904091,0.08259314564786259,0.12282697778353859,79.6269554744066,97.53764317929743,63.54143303632736,1024.890777006745,-8.481724484850025,1.8118041016161441,2.5247287932038307,7.369314485341294,81.08841425180435,1.086316153715884,1.9838053789712964,0.7402629581167057,0.1625627386321624,600.0
primary,1,0.8,5.0,5/5/5/5/5,FIX-G1200,tweedie,fixed_eq,1200.0,5220/5220/5220/5220/5220,0.0,0/0/0/0/0,5220/5220/5220/5220/5220,0/0/0/0/0,1200.0/1200.0/1200.0/1200.0/1200.0,45.38594195887457,0.861297280063261,0.8419675522968838,0.872934879476611,61.834849959293045,56.72999076387419,65.20712597331779,1.3870010681745417,0.8661497280574924,0.8452974511091994,0.8802068745347337,30.818953871965412,1110.9289231747389,469.25615863502026,2063.6457236409187,-164.67605487226677,-98.17438981123269,-33.21030201472341,213.79534499469273,1110.9289231747389,2.340301651682629,18.955175175365323,0.00209520641653366,0.9257741026456158,1200.0
primary,1,0.8,5.0,5/5/5/5/5,FIXSEL-G1200,tweedie,fixed,1200.0,2537.45/2537.45/2537.45/2537.45/2537.45,0.0,0/0/0/0/0,5220/5220/5220/5220/5220,0/0/0/0/0,663.5/663.5/663.5/663.5/663.5,46.71410476222648,0.8456544294437338,0.826818358519354,0.8579424658685579,60.71498809399715,55.84558783150316,63.87650840300379,1.5030782598954122,0.829968985309476,0.8136456659318655,0.8456322701573931,31.60289836871625,574.1335597932339,469.25615863502026,1524.2159667611122,-156.27641081465737,-97.63785938806832,-31.6756631428003,377.8556206562899,574.1335597932339,2.310992000714182,9.891489346910271,0.00819700959891232,0.8653236066756603,663.49
primary,1,0.8,5.0,5/5/5/5/5,CAP-G1200,tweedie,capped,1200.0,450/450/450/450/450,0.75,0/0/0/0/0,5220/5220/5220/5220/5220,0/0/0/0/0,984.0/984.0/984.0/984.0/984.0,45.23377442136413,0.8630400681509368,0.8430289730627322,0.8753348477495556,61.96078888656839,56.824414280492114,65.39419288619064,1.3610418841229774,0.8742721397071167,0.8523799000746897,0.887771367285557,30.69063827827576,1103.4500291347504,373.7507690936327,2063.626397456974,-166.44696748260668,-98.50982829034328,-32.66860772669314,217.17060040403186,1103.4500291347504,2.357566657910876,11.825275069326745,0.0027346812801686,0.9195416909456252,1200.0
primary,1,0.8,5.0,5/5/5/5/5,HYB-G1200,tweedie,hybrid,1200.0,0/0/0/0/0,0.0,20/20/20/20/20,5220/5220/5220/5220/5220,0/0/0/0/0,1200.0/1200.0/1200.0/1200.0/1200.0,46.68305092360845,0.8458492984024677,0.8251377560584114,0.8597906132679969,60.733789916027945,55.52231371012567,64.15109635110313,1.4048383738504349,0.8605014623979397,0.8349643686888222,0.8737522181027244,30.986283360779304,1101.071521639824,117.55226849019527,2063.640298489481,-163.2581294538724,-99.29936328604818,-30.152889854013903,286.2179747479184,1101.071521639824,2.44019835866694,12.955254011179017,0.09962606440756212,0.91755960136652,1200.0
primary,1,0.8,5.0,5/5/5/5/5,SKIP-G1200,tweedie,skip,1200.0,-1/-1/-1/-1/-1,0.0,0/0/0/0/0,0/0/0/0/0,92/92/92/92/92,1200.0/1200.0/1200.0/1200.0/1200.0,117.45496340714422,0.02253628011908217,0.003864337111400618,0.07391616562924538,1.6101963460656137,0.25780085503621597,4.956863093728744,3.607545561427706,0.17283417783504387,0.14755794061269392,0.21274191193705835,72.89059585589919,133.15637630224228,83.55393613874912,1027.016671270132,-17.50419961304499,3.919323968887329,5.141220190599561,14.166744816452262,100.71760953962804,1.156287722005482,2.516816648585951,0.6609795910806225,0.1109636469185352,1200.0
primary,1,0.8,5.0,5/5/5/5/5,SPJF-reversed,reversed,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,228.11701122015734,-1.2771684866921569,-1.4058654659487537,-1.1618325843017445,-91.48656671776402,-101.42704667311303,-80.57334625699005,7.739285044911578,-1.1181931383574306,-1.2352184134765924,-1.0431965157500513,154.53464026659736,3387.890890568495,3387.890890568495,1989.774632588029,174.2875799321568,46.01151046156883,646.9490772479772,1600.2201084245144,2987.946856617928,11.012450995308846,37.49748277347955,0.0,,inf
primary,1,0.8,5.0,5/5/5/5/5,CAP-G600-reversed,reversed,capped,600.0,150/150/150/150/150,0.75,0/0/0/0/0,2220/2220/2220/2220/2220,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,232.40964169070162,-1.3281494078772251,-1.4320430852973112,-1.2379210200461235,-95.13995240522726,-101.07819991773702,-87.44385235157172,7.055689899534199,-0.9047717615669779,-1.0090017574701033,-0.8412187216508045,164.83853555327664,513.5491398125887,323.4061975479126,1463.396171182394,139.14273924454932,67.95597117543221,452.42371604822586,482.3290996546745,513.5491398125887,5.564958795010455,8.665771197036545,0.3228856028451687,0.8559152330209812,600.0
primary,1,0.8,5.0,5/5/5/5/5,SPJF-random,random,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,78.51716496482531,0.473689335041694,0.410374472694568,0.5423956752778494,34.03898899342043,29.429367407214286,38.02427238915309,2.8723608599599166,0.4022734501924563,0.38157429652067004,0.41355974562912523,46.00968256551029,3319.422709900886,3257.853737767786,3311.210531119257,-81.20334708405593,-78.10769478976727,115.30607687756431,1069.2405999728358,3186.2704506255686,6.686386814424952,40.65340740554363,0.0,,inf
primary,1,0.8,5.0,5/5/5/5/5,CAP-G600-random,random,capped,600.0,150/150/150/150/150,0.75,0/0/0/0/0,2220/2220/2220/2220/2220,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,88.3913394597177,0.35834714776853416,0.2651587392015798,0.4587394692514717,25.762066406005424,19.494295707944335,31.6111827370579,3.271916719703705,0.2777344956199347,0.26020947723208937,0.30720775904933084,50.65852348884947,504.5104741305113,352.30671003460884,1467.3227292224765,-48.524970784018635,-67.33591006249189,323.82550649672777,462.7827641141265,504.5104741305113,4.595720634975984,8.662831432444634,0.1363907094138116,0.8408507902175189,600.0
primary,1,0.8,5.0,5/5/5/5/5,SPJF-top1short,top1short,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,212.5547506447143,-1.0975114738158291,-1.1959033398934733,-0.9570773378117988,-78.5563239297236,-85.54044976172952,-66.69425081936761,6.513800891215416,-0.735291145100198,-0.827622196823471,-0.6754054426499609,127.99597927427303,3292.0640854388475,3181.7069422751665,3101.955496609211,117.68176428013112,19.37409897148609,530.3925251311811,1441.0727941508144,3002.433593556285,9.397109015495182,45.03936805622043,0.0,,inf
primary,1,0.8,5.0,5/5/5/5/5,CAP-G600-top1short,top1short,capped,600.0,150/150/150/150/150,0.75,0/0/0/0/0,2220/2220/2220/2220/2220,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,222.58320296399364,-1.213586447522235,-1.3108912571381275,-1.0851637720032468,-86.91933990947032,-92.75279424500606,-75.7169555359697,6.249042709029058,-0.6525764870808348,-0.731779604378181,-0.6051809689292578,139.4176726202966,516.213046208024,308.4754353016615,1196.0840039402246,107.49238576393284,38.08974204957485,451.24081501625477,481.51637208709116,516.213046208024,5.354484447332752,8.748585953234157,0.28114701183609175,0.8603550770133733,600.0
primary,2,1.0,4.0,4/4/4/4/4,FCFS,-,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,273.4973870696509,0.0,0.0,0.0,0.0,0.0,0.0,10.270035976595123,0.0,0.0,0.0,230.80306737534733,0.0,0.0,1542.7545313090086,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,SJF-ref,svc,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,43.62918621748691,1.0,1.0,1.0,84.0146890760399,79.63688870033363,86.8301502202595,1.6955368990464774,1.0,1.0,1.0,34.91204868160189,4755.4670400470495,1365.9005775153637,5299.532429710031,-222.24801428662622,-113.57748423479498,-51.68603534728288,22.127959813952668,4755.4670400470495,1.261812233261655,50.3630279241545,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,SPJF-M4,M4,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,67.28707011371876,0.896742446805334,0.8720737068559842,0.9133352844014703,75.34455316132384,70.19021660134877,78.54564249195396,2.351909288475506,0.9232748172687524,0.9011937910314922,0.9348212208209656,43.4059726586342,5882.918769383803,551.1003682911396,6264.1391437985,-208.887331300021,-106.40222483575344,-39.75676731050014,175.69998508727585,5882.918769383803,2.2516080271098566,57.99338156826432,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,SPJF-M4refit,M4refit,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,67.35510936126124,0.896442844643698,0.8713174596682386,0.9132301912437584,75.31945408606161,70.12505884203692,78.5300077619382,2.351996571012399,0.9232754975567268,0.9009570825408684,0.934829773048789,43.399912331104304,5896.578557223082,551.0830035507679,6278.301647603512,-208.8965244444476,-106.34702529907227,-39.73835677355528,176.30753012415803,5896.578557223082,2.260623670202157,57.6159638396747,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,SPJF-tweedie,tweedie,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,62.91111044079092,0.9158820766619472,0.8914889377169091,0.9289090378319036,76.95108113155956,71.57005802664963,80.19265064648253,2.2915314740908803,0.9303628356882605,0.9092259879484084,0.9414396681518162,41.76192058455947,5904.51739089191,708.7601395994425,6286.24048127234,-209.97986973729107,-107.00732083916664,-41.43014847815036,167.18396016293792,5904.51739089191,2.203338170799238,78.29953726881918,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,SPJF-tweedie_itr,tweedie_itr,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,63.22927640244393,0.9145229256341055,0.8908982524145495,0.9276707019452808,76.83655034924968,71.46384423213884,80.08452739001123,2.298314796447146,0.9295790072583621,0.9082478496014368,0.9406341680236021,41.84447340258957,5448.904153198004,529.008466809988,6085.5346099585295,-209.76029963292495,-106.97404895275831,-41.36922021843493,168.79999372729867,5448.904153198004,2.1960857077795035,65.0823113343348,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,SPJF-r1s,r1s,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,62.71025308579233,0.9168000398511712,0.8951782193216173,0.9292787904009505,77.02786679129332,71.65050446458433,80.29462838811934,2.3020315789675223,0.9291346711320468,0.9103560511583614,0.9394393612766216,41.6788375695348,5368.155714482069,879.156493678689,5964.365454789251,-209.5611061199705,-107.11127607151866,-41.70112268000841,176.13616641095285,5368.155714482069,2.1765892854769167,34.070890479613034,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,FIX-G300,tweedie,fixed_eq,300.0,600/600/600/600/600,0.0,0/0/0/0/0,600/600/600/600/600,0/0/0/0/0,300.0/300.0/300.0/300.0/300.0,170.13809084102613,0.44955170041597936,0.3630342944093435,0.6180462739350476,37.77002376355664,30.90303972056977,49.92256535482389,5.529451193507176,0.5533841575481676,0.5143476713628085,0.6098256611509066,70.12253229946649,227.89462268352509,208.1596387326717,1692.8863932043314,-114.96478623220574,-80.05854900442064,146.8033398629726,159.7350943813697,227.89462268352509,2.1786411948747446,4.236923888086516,0.2840774021780871,0.7596487422784169,300.0
primary,2,1.0,4.0,4/4/4/4/4,FIXSEL-G300,tweedie,fixed,300.0,329.671/329.671/329.671/329.671/329.671,0.0,0/0/0/0/0,600/600/600/600/600,0/0/0/0/0,232.4/232.4/232.4/232.4/232.4,224.46418794587356,0.2135921475213855,0.14734583215890154,0.3571758339953695,17.94283006290189,12.453925260596263,28.732119163218595,6.399315292027122,0.45190481307411084,0.41231750154951696,0.5094773849806895,106.42736706067642,165.1068316847086,158.4219317138195,1625.2330118119717,-89.8131276892576,-68.34905109852552,82.63392838679253,97.71064949536326,165.1068316847086,1.9278954750329709,3.4930078308462305,0.41563987602577157,0.7103882198528666,232.41775000000007
primary,2,1.0,4.0,4/4/4/4/4,CAP-G300,tweedie,capped,300.0,60/60/60/60/60,0.5,0/0/0/0/0,600/600/600/600/600,0/0/0/0/0,300.0/300.0/300.0/300.0/300.0,164.36956799879803,0.47416246700513315,0.3787760270759244,0.6000696115353799,39.84451397451134,32.37117772546169,48.34453428898023,5.578055778316848,0.5477064610289897,0.5108766080818702,0.6020263788114623,73.97653995656975,228.91484899818897,130.21643282473087,1692.8860283643007,-113.39385235484023,-78.17575968801975,140.649787627943,158.4660084945113,228.91484899818897,2.175775200741646,4.284782224266582,0.28772346865577525,0.7630494966606299,300.0
primary,2,1.0,4.0,4/4/4/4/4,HYB-G300,tweedie,hybrid,300.0,0/0/0/0/0,0.0,16/16/16/16/16,600/600/600/600/600,0/0/0/0/0,300.0/300.0/300.0/300.0/300.0,170.48923540875467,0.4478120239259596,0.3614397387922642,0.6043807871670002,37.626625373791875,30.737996143642107,48.67787227015196,5.549178226043745,0.5510673247104966,0.5117218419324476,0.6073558392805397,72.13886706944561,231.402403652668,145.76778285205364,1692.8823950886726,-114.59225077000697,-79.56510385852307,147.05379282623556,159.83362101712822,231.402403652668,2.181812744346748,4.391211875702643,0.31065549038031365,0.7713413455088933,300.0
primary,2,1.0,4.0,4/4/4/4/4,SKIP-G300,tweedie,skip,300.0,-1/-1/-1/-1/-1,0.0,0/0/0/0/0,0/0/0/0/0,14/14/14/14/14,300.0/300.0/300.0/300.0/300.0,273.145440235549,0.0014472312989813332,-0.0012958768699537235,0.0029899444405048726,0.122641407396473,-0.10911026060691213,0.24636742493479138,10.044839641913063,0.02631314890129314,0.0216710192897806,0.03413100911734448,229.57120154763032,81.28083181381226,81.28083181381226,1543.5620327442884,-2.9426890643005015,0.7556197583675385,1.0526519879698752,3.0810309692919238,64.15041267871857,1.0307542096090447,1.8795058950277703,0.9036397359410275,0.2709361060460408,300.0
primary,2,1.0,4.0,4/4/4/4/4,FIX-G600,tweedie,fixed_eq,600.0,1800/1800/1800/1800/1800,0.0,0/0/0/0/0,1800/1800/1800/1800/1800,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,86.6444722193485,0.8126279170581556,0.776532539845367,0.8508566077358098,68.27633250098472,64.7080032359756,70.62565015956359,3.8666299991375084,0.7470397729719047,0.7229413777818141,0.7848309880975252,49.91644634601475,523.50289298594,520.4699785411358,1992.94093439728,-163.76533784753957,-97.82236106842757,-25.252136744856834,450.59133606852595,523.50289298594,2.2518313677901336,9.21752629365774,0.07202689551883777,0.8725048216432333,600.0
primary,2,1.0,4.0,4/4/4/4/4,FIXSEL-G600,tweedie,fixed,600.0,981.126/981.126/981.126/981.126/981.126,0.0,0/0/0/0/0,1800/1800/1800/1800/1800,0/0/0/0/0,395.3/395.3/395.3/395.3/395.3,116.95972044482933,0.6811302487362096,0.5967094095290134,0.7624421765564743,57.22458849642038,51.006379613570736,61.56867940547691,4.7474190823447815,0.6443531753222754,0.6132210096378724,0.6915762845521304,56.652312833815856,325.3844895362854,292.087305277586,1788.1971170306206,-137.8402612460784,-89.20212914943696,25.61659153342277,248.2727339813784,325.3844895362854,2.263616493535832,6.02902150110698,0.17631918050604484,0.8231715613715426,395.2815000000001
primary,2,1.0,4.0,4/4/4/4/4,CAP-G600,tweedie,capped,600.0,120/120/120/120/120,0.75,0/0/0/0/0,1800/1800/1800/1800/1800,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,89.60696423277301,0.7997175004802166,0.7636131663030309,0.8403695441832958,67.19230993858861,63.46384742280373,69.84207145434637,3.8399183222502105,0.7500800463362653,0.727860104006795,0.786491525340554,50.24658851408961,515.8429459035397,339.0565018504858,1992.967247787863,-164.29114829883483,-97.46965609490871,-24.145222862660873,450.566016331248,515.8429459035397,2.296272881860136,7.945094645266853,0.07135136512251583,0.8597382431725661,600.0
primary,2,1.0,4.0,4/4/4/4/4,HYB-G600,tweedie,hybrid,600.0,120/120/120/120/120,0.0,16/16/16/16/16,1800/1800/1800/1800/1800,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,91.20853965520932,0.7925738021533458,0.7570571485503386,0.8323694795614786,66.59458776694467,62.79127005153823,69.32016609520221,3.869221276563708,0.7466697533176408,0.7262339055801112,0.7801233236617053,51.017877384133655,515.8379331380129,123.41899959743024,1992.9783362671733,-163.51162727922386,-96.23327229619026,-19.493950906693925,450.59426917644595,515.8379331380129,2.289846800931092,8.79334960913779,0.07067660948190374,0.8742838979565671,600.0
primary,2,1.0,4.0,4/4/4/4/4,SKIP-G600,tweedie,skip,600.0,-1/-1/-1/-1/-1,0.0,0/0/0/0/0,0/0/0/0/0,34/34/34/34/34,600.0/600.0/600.0/600.0/600.0,272.93778113186437,0.0023598614033384256,-0.003595706723503994,0.006248931766827065,0.19905459546836882,-0.2921682219896949,0.5251516710179222,9.778923792947472,0.057391701542975224,0.04794616865850969,0.07321594317965839,227.9541948323103,112.44018366932868,82.35174080729485,1544.7400999814272,-6.987665469583843,1.8207865834236145,2.4261717326939105,6.763771161645643,101.5615005493164,1.0696393179425132,2.1245856698100605,0.862486859320305,0.1874003061155478,600.0
primary,2,1.0,4.0,4/4/4/4/4,FIX-G1200,tweedie,fixed_eq,1200.0,4200/4200/4200/4200/4200,0.0,0/0/0/0/0,4200/4200/4200/4200/4200,0/0/0/0/0,1200.0/1200.0/1200.0/1200.0/1200.0,73.06201884463448,0.8717923927438195,0.8463304473261117,0.8927687075598316,73.24632032592245,68.80847723822828,75.85760692505983,3.0545256863180343,0.8414197962077123,0.8280152628332221,0.8589597561579113,45.820730328388535,1116.4943643547597,708.7601395994425,2597.9365658797324,-187.5720920405044,-103.18423592895269,-37.29693739101291,383.51251695049086,1116.4943643547597,2.283194215891915,18.75566840855405,0.0069135184410267,0.9304119702956328,1200.0
primary,2,1.0,4.0,4/4/4/4/4,FIXSEL-G1200,tweedie,fixed,1200.0,2029.96/2029.96/2029.96/2029.96/2029.96,0.0,0/0/0/0/0,4200/4200/4200/4200/4200,0/0/0/0/0,657.5/657.5/657.5/657.5/657.5,83.27749924406446,0.8272318232244533,0.7970213478653515,0.8602680301156509,69.50401296993,65.90546050226865,71.84285577239251,3.699378968293974,0.766546060742394,0.7438127652473626,0.801934976977716,49.01955124628549,578.4405799508095,564.2496187239885,2050.437011562288,-168.6629779551244,-98.9394935041666,-28.671781121790396,507.97907266814263,576.2664569318295,2.2463717779516883,9.785736161838509,0.05715935720086148,0.8797709165931185,657.49
primary,2,1.0,4.0,4/4/4/4/4,CAP-G1200,tweedie,capped,1200.0,360/360/360/360/360,0.75,0/0/0/0/0,4200/4200/4200/4200/4200,0/0/0/0/0,960.0/960.0/960.0/960.0/960.0,73.14714777234971,0.8713620028752546,0.8473804574993751,0.8915422398618463,73.21106008600968,68.70007173972463,75.92094351873416,2.9495863347381754,0.8536476667662709,0.841409481921363,0.8691825331093749,45.690570446074034,1120.429632678628,567.7244538068771,2592.180706035346,-190.56606450632515,-103.67445070445538,-37.53527072414755,334.9441608554734,1120.429632678628,2.328424522928115,12.182500685698228,0.00807623607900968,0.9336913605655232,1200.0
primary,2,1.0,4.0,4/4/4/4/4,HYB-G1200,tweedie,hybrid,1200.0,0/0/0/0/0,0.0,16/16/16/16/16,4200/4200/4200/4200/4200,0/0/0/0/0,1200.0/1200.0/1200.0/1200.0/1200.0,83.09977269597388,0.8279108031870681,0.7986296560182221,0.8553022630581808,69.56251524038862,65.04627017162542,72.56708244623584,3.139815536344824,0.8315940602059962,0.8200863075111574,0.8450817167203003,48.164885407783125,1110.6398520320654,145.76778285205364,2591.43170543015,-185.01799044398106,-101.292280799523,-31.470527361929392,443.5609594433754,1110.6398520320654,2.386670128434175,13.559105370342818,0.061767593731458015,0.9255332100267212,1200.0
primary,2,1.0,4.0,4/4/4/4/4,SKIP-G1200,tweedie,skip,1200.0,-1/-1/-1/-1/-1,0.0,0/0/0/0/0,0/0/0/0/0,74/74/74/74/74,1200.0/1200.0/1200.0/1200.0/1200.0,273.06262844104424,0.001784458739037644,-0.008741336896900017,0.013149874170818886,0.15095858847303334,-0.7305314411852191,1.088564834989665,9.354048074478886,0.10704241300226106,0.09073774761457865,0.13404463177567252,224.23688967755456,144.5265610665083,105.0330861657858,1547.4760133177042,-14.463863328169605,3.9312350556254385,5.034962671995163,13.003264612108467,129.90167392790318,1.1336425014436948,3.1394542718710063,0.8069303080129107,0.1204388008887569,1200.0
primary,2,1.0,4.0,4/4/4/4/4,SPJF-reversed,reversed,-,-1.0,-1/-1/-1/-1/-1,-1.0,-1/-1/-1/-1/-1,0/0/0/0/0,0/0/0/0/0,inf/inf/inf/inf/inf,557.4412513978783,-1.2348715953420173,-1.3834923472708578,-1.050980588552114,-103.74753671588985,-112.3814416623434,-88.72363983315293,18.8895240889842,-1.0052546935861766,-1.0865624345849054,-0.9338565349900069,421.5357248077697,6295.652136847377,5248.835615858436,2654.8303687423468,192.60227041370058,41.551568259298804,722.8326191965492,2280.806930739314,5797.28560179472,11.542505025106989,62.62591445566164,0.0,,inf
primary,2,1.0,4.0,4/4/4/4/4,CAP-G600-reversed,reversed,capped,600.0,120/120/120/120/120,0.75,0/0/0/0/0,1800/1800/1800/1800/1800,0/0/0/0/0,600.0/600.0/600.0/600.0/600.0,546.4787003327924,-1.1870525578016466,-1.2726253471508826,-0.9614085165557934,-99.73357115095361,-103.82465056904155,-82.9205064456715,16.686693580143846,-0.7486144530140717,-0.8187900505375143,-0.6926459087449177,452.00158066160265,534.7906139194965,309.09703855216503,1994.3181286007168,142.8949286889734,72.92164596319199,459.58892181545497,488.9756916986629,534.7906139194965,5.733015664458946,9.296502270309452,0.44230731530748607,0.8913176898658276,600.0
