policy,family,worst_gap,worst_harm,worst_promise,mean_gap,n_cells,max_used,lw_ex_p99,lw_ex_max,lw_ratio_max,B0_base,eta,gam_base
CAPG-G1200-B30-e0,capped,-0.010259460072518415,71.31791223585606,172.5,0.13076054882158425,15,0.5091464305325021,15.857784608602536,69.81109173595905,2.1274661502762533,30.0,0.0,0.0
CAPG-G300-B30-e0,capped,-0.010259460072518415,71.31791223585606,172.5,0.13076054882158425,15,0.5091464305325021,15.857784608602536,69.81109173595905,2.1274661502762533,30.0,0.0,0.0
CAPG-G600-B30-e0,capped,-0.010259460072518415,71.31791223585606,172.5,0.13076054882158425,15,0.5091464305325021,15.857784608602536,69.81109173595905,2.1274661502762533,30.0,0.0,0.0
CAPG-G1200-B30-e0.25,capped,0.27984642634488954,101.64403854310513,230.0,0.47476659280867506,15,0.7755533815578841,254.3736527416104,547.5729761123657,2.8042161021919685,30.0,0.25,0.0
CAPG-G300-B30-e0.25,capped,0.2468671535033837,101.64403854310513,230.0,0.45995171247609085,15,0.7331751951575279,152.22006203234196,219.9525585472584,2.8042161021919685,30.0,0.25,0.0
CAPG-G600-B30-e0.25,capped,0.27984642634488954,101.64403854310513,230.0,0.47470511999488013,15,0.8147836512078842,255.3942002865672,488.8701907247305,2.8042161021919685,30.0,0.25,0.0
CAPG-G1200-B30-e0.5,capped,0.6102826969959118,122.74050185084344,345.0,0.6801268591875346,15,0.9103912413368622,303.48096722215445,1092.4694896042347,3.9037777145270502,30.0,0.5,0.0
CAPG-G300-B30-e0.5,capped,0.41024297155692135,122.74050185084344,300.0,0.5977697448198155,15,0.758712367862463,158.16200047373778,227.6137103587389,3.90377771452705,30.0,0.5,0.0
CAPG-G600-B30-e0.5,capped,0.5858349670660549,122.74050185084344,345.0,0.6714870135666752,15,0.8809251718471448,420.6302839733664,528.5551031082869,3.9037777145270502,30.0,0.5,0.0
CAPG-G1200-B30-e0.75,capped,0.7184274801302445,216.8147185742855,690.0,0.7804676156002363,15,0.9250478609651328,291.85191911742123,1110.0574331581593,6.991298350097487,30.0,0.75,0.0
CAPG-G300-B30-e0.75,capped,0.4009140460553462,212.0439104884863,300.0,0.631560220760829,15,0.7880653869112333,159.0184528529644,236.41961607337,4.426442388269875,30.0,0.75,0.0
CAPG-G600-B30-e0.75,capped,0.7171861242960144,216.8147185742855,600.0,0.7607373101833684,15,0.8568000619361797,450.1336213946343,514.0800371617079,6.991298350097487,30.0,0.75,0.0
CAPG-G1200-B30-e0.9,capped,0.723258925803582,358.92071129381657,1200.0,0.8017771367920409,15,0.924047735730807,273.2559633451698,1108.8572828769684,15.34459179395774,30.0,0.9,0.0
CAPG-G300-B30-e0.9,capped,0.3718736818307276,212.0439104884863,300.0,0.6240971220707513,15,0.7880653869112333,159.18009965360167,236.41961607337,4.705043241100704,30.0,0.9,0.0
CAPG-G600-B30-e0.9,capped,0.7210239875060425,358.92071129381657,600.0,0.775122564520006,15,0.8567153809467951,450.3052702248097,514.0292285680771,9.018080558710324,30.0,0.9,0.0
CAPG-G1200-B30-e0.95,capped,0.7270448010421839,547.1136269271374,1200.0,0.8045599007986322,15,0.9246384669219454,282.9263840955483,1105.1092856824398,18.969982752304528,30.0,0.95,0.0
CAPG-G300-B30-e0.95,capped,0.36931054647286055,212.0439104884863,300.0,0.6234833994846494,15,0.7880653869112333,159.16916182249787,236.41961607337,4.705043241100704,30.0,0.95,0.0
CAPG-G600-B30-e0.95,capped,0.7234336479204436,483.9248276352882,600.0,0.7779538163770033,15,0.8567153809467951,450.3209715038538,514.0292285680771,9.041937505702291,30.0,0.95,0.0
CAPG-G1200-B60-e0,capped,-0.012862931181209507,96.27659252285956,180.0,0.1876945437225463,15,0.5779388825098674,31.342465717792603,95.35991561412813,2.3938051172761674,60.0,0.0,0.0
CAPG-G300-B60-e0,capped,-0.012862931181209507,96.27659252285956,180.0,0.1876945437225463,15,0.5779388825098674,31.342465717792603,95.35991561412813,2.3938051172761674,60.0,0.0,0.0
CAPG-G600-B60-e0,capped,-0.012862931181209507,96.27659252285956,180.0,0.18769454372254626,15,0.5779388825098674,31.342465717792603,95.35991561412813,2.3938051172761674,60.0,0.0,0.0
CAPG-G1200-B60-e0.25,capped,0.32328291911958523,102.71663853526115,240.0,0.5158319278660854,15,0.8100562372369953,255.40463457703564,558.8749256283045,3.063568696350896,60.0,0.25,0.0
CAPG-G300-B60-e0.25,capped,0.2788586478471194,102.71663853526115,240.0,0.49760819706159215,15,0.7573657401899496,152.37596008509394,227.2097220569849,3.063568696350896,60.0,0.25,0.0
CAPG-G600-B60-e0.25,capped,0.32328291911958523,102.71663853526115,240.0,0.5157230149643387,15,0.8272740569710731,255.4982883742449,496.3644341826439,3.063568696350896,60.0,0.25,0.0
CAPG-G1200-B60-e0.5,capped,0.6295148908964934,122.75569877028464,360.0,0.7036238725719115,15,0.9115404193972548,318.3069691359997,1093.8485032767055,4.021787156302391,60.0,0.5,0.0
CAPG-G300-B60-e0.5,capped,0.4250992896342717,122.75569877028464,300.0,0.6134742194506385,15,0.7575997203588486,157.58306441739222,227.27991610765457,4.021787156302391,60.0,0.5,0.0
CAPG-G600-B60-e0.5,capped,0.598344156197851,122.75569877028464,360.0,0.6939945720304993,15,0.8484378710140784,424.331095919013,509.0627226084471,4.021787156302391,60.0,0.5,0.0
CAPG-G1200-B60-e0.75,capped,0.72202537915295,254.963281840086,720.0,0.7847383645914641,15,0.924237683924536,295.09290194511414,1109.085220709443,7.259400192337651,60.0,0.75,0.0
CAPG-G300-B60-e0.75,capped,0.38397080824040825,212.0439104884863,300.0,0.6290240207607627,15,0.7880653869112333,158.9964329302311,236.41961607337,4.705043241100704,60.0,0.75,0.0
CAPG-G600-B60-e0.75,capped,0.721245369204399,254.963281840086,600.0,0.7655663072260046,15,0.856715406626463,450.1501519814134,514.0292439758778,7.259400192337651,60.0,0.75,0.0
CAPG-G1200-B60-e0.9,capped,0.7267542099966242,384.6395355314016,1200.0,0.8038778120540417,15,0.9206920014570156,278.64448706567066,1104.8304017484188,17.18376225507293,60.0,0.9,0.0
CAPG-G300-B60-e0.9,capped,0.36931054647286055,212.0439104884863,300.0,0.6234833994846494,15,0.7880653869112333,159.16916182249787,236.41961607337,4.705043241100704,60.0,0.9,0.0
CAPG-G600-B60-e0.9,capped,0.7232148282526054,384.6395355314016,600.0,0.7771007293013391,15,0.8567153809467951,450.3235615491867,514.0292285680771,9.018080558710324,60.0,0.9,0.0
CAPG-G1200-B60-e0.95,capped,0.7272678266967635,720.5322021394968,1200.0,0.8049269080339317,15,0.9209244047353664,282.6606624114513,1105.1092856824398,18.969982752304528,60.0,0.95,0.0
CAPG-G300-B60-e0.95,capped,0.36931054647286055,212.0439104884863,300.0,0.6234833994846494,15,0.7880653869112333,159.16916182249787,236.41961607337,4.705043241100704,60.0,0.95,0.0
CAPG-G600-B60-e0.95,capped,0.723790236370106,483.9248276352882,600.0,0.7781524210995147,15,0.8567153809467951,450.3200090676546,514.0292285680771,9.041937505702291,60.0,0.95,0.0
CAPG-G1200-B120-e0,capped,0.0056937623708329665,102.65260392427444,195.0,0.29148564662201176,15,0.6195600686801804,52.84095153212547,111.52081236243248,2.684818046846136,120.0,0.0,0.0
CAPG-G300-B120-e0,capped,0.0056937623708329665,102.65260392427444,195.0,0.29148564662201176,15,0.6195600686801804,52.84095153212547,111.52081236243248,2.684818046846136,120.0,0.0,0.0
CAPG-G600-B120-e0,capped,0.0056937623708329665,102.65260392427444,195.0,0.29148564662201176,15,0.6195600686801804,52.84095153212547,111.52081236243248,2.684818046846136,120.0,0.0,0.0
CAPG-G1200-B120-e0.25,capped,0.39407022119111096,122.56411573290823,260.0,0.5704151994266121,15,0.7890486294154803,266.9700559312102,575.0337690114975,3.192991424018554,120.0,0.25,0.0
CAPG-G300-B120-e0.25,capped,0.33280102637619596,122.56411573290823,260.0,0.5444813498669018,15,0.749438669482867,152.29350066184998,224.83160084486008,3.192991424018554,120.0,0.25,0.0
CAPG-G600-B120-e0.25,capped,0.39407022119111096,122.56411573290823,260.0,0.5703032376967497,15,0.8475710485378901,268.135063124895,508.54262912273407,3.192991424018554,120.0,0.25,0.0
CAPG-G1200-B120-e0.5,capped,0.6662632389588308,171.61468262970448,390.0,0.7316551711240405,15,0.9059002355858684,299.52251675724983,1087.080282703042,4.431696269868133,120.0,0.5,0.0
CAPG-G300-B120-e0.5,capped,0.40395229288571166,171.61468262970448,300.0,0.6261632566181624,15,0.788134175191323,158.17009078010923,236.4402525573969,4.431237471034408,120.0,0.5,0.0
CAPG-G600-B120-e0.5,capped,0.6311205574056772,171.61468262970448,390.0,0.720627836341174,15,0.8478300376733144,420.5772425362457,508.6980226039887,4.431696269868133,120.0,0.5,0.0
CAPG-G1200-B120-e0.75,capped,0.7235581741881724,293.2910667359829,780.0,0.7909864328762913,15,0.9439312599847716,297.25394633427265,1132.7175119817257,8.374989280520623,120.0,0.75,0.0
CAPG-G300-B120-e0.75,capped,0.37122224191750136,212.0439104884863,300.0,0.6236736862419641,15,0.7880653869112333,159.16989114880562,236.41961607337,4.705043241100704,120.0,0.75,0.0
CAPG-G600-B120-e0.75,capped,0.7215764299215941,293.2910667359829,600.0,0.7691732973174469,15,0.8697591505448024,450.21742607027295,521.8554903268814,8.374989280520623,120.0,0.75,0.0
CAPG-G1200-B120-e0.9,capped,0.7272678266967635,536.0654058605433,1200.0,0.8048488988634798,15,0.9271929823358852,287.8935049274563,1112.6315788030624,19.036924117510512,120.0,0.9,0.0
CAPG-G300-B120-e0.9,capped,0.36931054647286055,212.0439104884863,300.0,0.6234833994846494,15,0.7880653869112333,159.16916182249787,236.41961607337,4.705043241100704,120.0,0.9,0.0
CAPG-G600-B120-e0.9,capped,0.723790236370106,483.9248276352882,600.0,0.7781364392113019,15,0.8567153809467951,450.3191572576761,514.0292285680771,9.041937505702291,120.0,0.9,0.0
CAPG-G1200-B120-e0.95,capped,0.7272678266967635,1016.1495432406664,1200.0,0.8050168092543549,15,0.9246383220950762,282.6548654425142,1105.1092856824398,18.969982752304528,120.0,0.95,0.0
