trace,rep,level,rho_target,k,rho_busy,n_jobs,pset,policy,score,family,G,B0,eta,gam,Bmax,Ncap,promise,w_mean,w_p95,w_p99,w_max,w_mean_dl,w_p95_dl,w_p99_dl,w_mean_exam,w_p99_exam,mean_heavy,p95_heavy,p99_heavy,max_heavy,max_excess,mean_excess,p99_excess,harm_wf1s,max_excess_dl,lw_n,lw_ex_mean,lw_ex_p50,lw_ex_p90,lw_ex_p99,lw_ex_max,lw_ratio_p99,lw_ratio_max,bound_viol,used_over_allowed,guar_excess_max,forced_frac,qw_forced_frac,n_forced,n_disp,sim_sec,shared_with,cell,gap,red_pct,harm
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B53.54,tweedie,fixed,-1.0,93.695,0.0,0.0,7260.0,0,176.24214285714285,0.786689977655485,0.4231375932693459,17.661553674340357,511.9374663680792,1.588138014753535,2.250060617923737,36.99062401413899,1.423595401284698,29.38647301256657,9.802954159903754,49.66751339286566,189.18745605200536,505.6604887843132,88.16777127981186,-0.3250245932180034,0.999369651079178,71.56583125889301,76.32967148721218,65479.0,-40.45526804264323,-14.590930342674255,14.051285478472712,22.064052432775497,49.96634432673454,1.276168805943818,1.7347873231633275,0,0.5002649755074658,176.24214285714288,0.0026176285161756,0.178988790758989,46191,17646125,8.2,FIXG-B53.54,r0L0,0.37376743387505934,20.977648642849022,71.56583125889301
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B60,tweedie,fixed,-1.0,105.0,0.0,0.0,7260.0,0,177.85714285714286,0.7755304447896576,0.4225324690341949,17.48574678659477,513.5457177758217,1.5689239068345897,2.217359483242035,36.38507444381713,1.4008258685087935,28.947430282831203,9.822560880923628,49.78613490983844,190.6575343616325,507.2761462330818,88.16777127981186,-0.3361841260838308,0.9528462475538584,82.73418532311916,76.49065347015858,65479.0,-43.04822054676357,-23.498693257570267,15.626541322469713,24.056729450821965,59.89624688029289,1.2813160416770693,1.889500861610336,0,0.495722408802155,177.8571428571429,0.0023800126090005,0.1667533551741712,41998,17646125,8.4,FIXG-B60,r0L0,0.3968164633145143,22.2712724241579,82.73418532311916
valid,0,0,0.5,7,0.524661658384379,17646125,grid,CAPG-G1200-B60-e0,tweedie,capped,1200.0,105.0,0.0,0.0,7260.0,0,177.85714285714286,0.7755304447896576,0.4225324690341949,17.48574678659477,513.5457177758217,1.5689239068345897,2.217359483242035,36.38507444381713,1.4008258685087935,28.947430282831203,9.822560880923628,49.78613490983844,190.6575343616325,507.2761462330818,88.16777127981186,-0.3361841260838308,0.9528462475538584,82.73418532311916,76.49065347015858,65479.0,-43.04822054676357,-23.498693257570267,15.626541322469713,24.056729450821965,59.89624688029289,1.2813160416770693,1.889500861610336,0,0.495722408802155,177.8571428571429,0.0023800126090005,0.1667533551741712,41998,17646125,8.4,FIXG-B60,r0L0,0.3968164633145143,22.2712724241579,82.73418532311916
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B64.212,tweedie,fixed,-1.0,112.371,0.0,0.0,7260.0,0,178.91014285714286,0.7688952847660058,0.4220868438482275,17.36864672064782,514.5863478332758,1.557879781491249,2.207259598374366,35.9895608958599,1.3812855846666263,28.702628793716443,9.838010090965936,49.94535782188177,191.35136853158545,508.30377547442913,90.03737734258175,-0.3428192861074826,0.9291679859161376,90.03737734258175,76.56257747113705,65479.0,-44.44503264102388,-27.23842380940914,16.68842063844204,26.518266298472884,66.93740886449814,1.313273036270889,1.9992061763885345,0,0.5032547395285201,178.9101428571429,0.0022451954749272,0.1598134219186163,39619,17646125,7.8,FIXG-B64.212,r0L0,0.4118708929720635,23.11620033186887,90.03737734258175
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B77.012,tweedie,fixed,-1.0,134.77100000000002,0.0,0.0,7260.0,0,182.11014285714288,0.7493365137940872,0.4211220145225525,17.08725321888926,517.9297167956829,1.5295087815087396,2.164533969759933,35.29229288488612,1.334835423731346,28.35177417457104,9.864143581717038,50.09116450324655,192.06131530255124,511.4802515804768,92.97118224203588,-0.3623780570794012,0.8673157572746294,92.97118224203588,76.56257747113705,65479.0,-49.34326091996035,-37.76075758039951,19.78291946649552,32.61133075296884,68.97433634102345,1.3737139543988717,2.0107952153049444,0,0.5105217138562542,182.11014285714293,0.0019080109655802,0.1421222560879436,33669,17646125,7.1,FIXG-B77.012,r0L0,0.4384110008340553,24.605760435862003,92.97118224203588
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B92.363,tweedie,fixed,-1.0,161.63524999999998,0.0,0.0,7260.0,0,185.94789285714285,0.7356822633119775,0.4204939901828766,16.792821344137387,521.8594265580177,1.504823931359193,2.129610151052475,34.54056724786744,1.3060460287660327,28.02092631161213,9.868352221345326,50.13204634934664,192.59730830788652,515.2531768083572,92.97118224203588,-0.3760323075615108,0.8233852624893582,92.97118224203588,86.56550946831703,65479.0,-52.5228738108812,-44.13060535490513,23.647148022055624,38.7604067847133,89.52002827823162,1.4177840795788508,2.3923505421773177,0,0.4999851346175904,185.9478928571429,0.0016236992540855,0.1265875931046988,28652,17646125,7.8,FIXG-B92.363,r0L0,0.4670239289694471,26.21165730826844,92.97118224203588
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B110.774,tweedie,fixed,-1.0,193.8545,0.0,0.0,7260.0,0,190.5506428571429,0.7228879587869602,0.420124739408493,16.568440569043748,526.4829078167677,1.4803650717560703,2.110867738723755,33.72811713755119,1.277512315103259,27.08070937395097,9.900014616598346,50.75428471341729,194.4004704296611,520.0334426015615,93.02471324801444,-0.3888266120865281,0.7914620041847229,93.02471324801444,86.56592859327793,65479.0,-55.85605229050002,-49.81537988781929,28.22006520330906,43.52354625880719,89.7558917850256,1.4505326547630626,2.3972512770538605,0,0.4881889237065221,190.5506428571429,0.0013916936437886,0.1125645047137715,24558,17646125,6.8,FIXG-B110.774,r0L0,0.49794821234531456,27.947278693109833,93.02471324801444
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B120,tweedie,fixed,-1.0,210.0,0.0,0.0,7260.0,0,192.8571428571429,0.7186684576250875,0.4198330044746399,16.44015384554884,528.7446891069412,1.4706961547612971,2.099854937195764,33.357593285143295,1.2689192957041573,26.980830821394925,9.911364949415596,50.646358497440815,194.220718698949,522.2319649010897,93.02471324801444,-0.3930461132484009,0.7774997425079675,93.02471324801444,87.59714666008949,65479.0,-56.71877749560152,-52.18351872265339,30.53687112033367,45.32562412321568,89.7558917850256,1.4614665105259144,2.3972512770538605,0,0.4823503649897045,192.8571428571429,0.0013037989926966,0.1072128798653858,23007,17646125,8.5,FIXG-B120,r0L0,0.5120514593802857,28.738821599766126,93.02471324801444
valid,0,0,0.5,7,0.524661658384379,17646125,grid,CAPG-G1200-B120-e0,tweedie,capped,1200.0,210.0,0.0,0.0,7260.0,0,192.8571428571429,0.7186684576250875,0.4198330044746399,16.44015384554884,528.7446891069412,1.4706961547612971,2.099854937195764,33.357593285143295,1.2689192957041573,26.980830821394925,9.911364949415596,50.646358497440815,194.220718698949,522.2319649010897,93.02471324801444,-0.3930461132484009,0.7774997425079675,93.02471324801444,87.59714666008949,65479.0,-56.71877749560152,-52.18351872265339,30.53687112033367,45.32562412321568,89.7558917850256,1.4614665105259144,2.3972512770538605,0,0.4823503649897045,192.8571428571429,0.0013037989926966,0.1072128798653858,23007,17646125,8.5,FIXG-B120,r0L0,0.5120514593802857,28.738821599766126,93.02471324801444
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B132.855,tweedie,fixed,-1.0,232.49625,0.0,0.0,7260.0,0,196.0708928571429,0.7104206159412828,0.4196100533008575,16.301216235757074,531.9495073407888,1.4550903987020516,2.074876230955119,32.72670289278029,1.259039278977424,26.758201460242294,9.957227619316944,50.96456713974476,196.91590872928515,525.4525413066149,93.02645926177502,-0.4012939549322055,0.7616274762153838,93.02645926177502,92.01411671936512,65479.0,-58.77324701434145,-54.83257839083672,33.68765078485012,46.30764836639168,89.7558917850256,1.497255091450392,2.3972512770538605,0,0.4744531832654735,196.0708928571429,0.0012047970871791,0.1008021381235166,21260,17646125,6.9,FIXG-B132.855,r0L0,0.5360650363677409,30.08658048683179,93.02645926177502
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B159.338,tweedie,fixed,-1.0,278.8415,0.0,0.0,7260.0,0,202.69164285714285,0.6939283587455608,0.418885737657547,15.987056016921995,538.4500882178545,1.4283116352349636,2.0485786437987987,31.87606105208397,1.2039360153904772,26.034075226187703,9.893807909736186,50.20273222774267,199.51491482257845,532.0861119627953,97.64367611706255,-0.4177862121279276,0.7222224467993092,93.06423126161098,97.64367611706255,65479.0,-62.683485865587606,-58.77076694369316,40.23852476477623,50.28959986567497,97.64367611706255,1.565461777211903,2.397540364606846,0,0.481735086561422,202.6916428571429,0.0010203373261835,0.0893665018002522,18005,17646125,7.3,FIXG-B159.338,r0L0,0.5684430113338872,31.90379012322248,93.06423126161098
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B191.099,tweedie,fixed,-1.0,334.42325,0.0,0.0,7260.0,0,210.63189285714287,0.6745741747652484,0.4182873070240021,15.721751087307936,546.584944665432,1.395353145231363,2.0207732364535045,31.24438764125107,1.153059076822004,25.547306586503986,9.936899057409866,49.53228035569191,202.6707807585598,540.0629594624043,97.73067225515842,-0.4371403961082399,0.6911490839719904,93.37913028895856,97.7102174460888,65479.0,-67.78701949322465,-62.55028687417507,48.137223434448245,55.8945931494236,97.7102174460888,1.6619450970838512,2.475649022196004,0,0.463988007369057,210.63189285714287,0.0008298705806515,0.0761262394601248,14644,17646125,7.2,FIXG-B191.099,r0L0,0.5924863923483761,33.253221757431405,93.37913028895856
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B229.192,tweedie,fixed,-1.0,401.086,0.0,0.0,7260.0,0,220.1551428571429,0.6677880084916223,0.4179120063781738,15.542737863660424,565.2909726798534,1.371953300328102,1.999577522277832,30.563621503114685,1.1267772199036594,25.20538062751294,9.95418906202393,48.35833916068077,206.92440759316148,565.2909726798534,120.60236988961697,-0.443926562381866,0.6684029996395111,93.38233608007432,120.60236988961697,65479.0,-69.43843405674926,-66.25806421041489,57.46014092564583,68.9274495124817,120.60236988961697,1.7689066196304983,2.6773166450220898,0,0.5478062802642545,220.1551428571429,0.0006438240690236,0.0640182567874072,11361,17646125,7.5,FIXG-B229.192,r0L0,0.6183983895296303,34.707529231111806,93.38233608007432
valid,0,0,0.5,7,0.524661658384379,17646125,grid,FIXG-B240,tweedie,fixed,-1.0,420.0,0.0,0.0,7260.0,0,222.8571428571429,0.6637388255182388,0.4176360070705414,15.44852625191219,568.0279439091682,1.3663000532007226,1.9911353781819183,30.40767025917764,1.1178076452837742,24.92410746753218,9.944499797282395,48.073594488203526,207.0304106749596,568.0279439091682,120.60236988961697,-0.4479757453552495,0.664325006604199,93.38233608007432,120.60236988961697,65479.0,-70.43533585629658,-67.10586620867252,60.18700614571571,71.52398669719696,120.60236988961697,1.8081416256574725,2.6773166450220898,0,0.5411644802739224,222.8571428571429,0.0006061387415084,0.060605360886921,10696,17646125,7.0,FIXG-B240,r0L0,0.6243343607346203,35.0406848434169,93.38233608007432
