G,family,policy,B0_base,eta,gam_base,worst_gap,worst_harm,worst_promise,feasible
600.0,capped,CAPG-G600-B600-e0.5,600.0,0.5,0.0,0.7256544650290203,382.5833091288805,600.0,False
600.0,capped,CAPG-G600-B600-e0.75,600.0,0.75,0.0,0.723790236370106,490.5263593941927,600.0,False
600.0,capped,CAPG-G600-B600-e0.9,600.0,0.9,0.0,0.723790236370106,490.5263593941927,600.0,False
600.0,capped,CAPG-G600-B600-e0.95,600.0,0.95,0.0,0.723790236370106,490.5263593941927,600.0,False
600.0,hybrid,HYBG-G600-B0-g1-e0,0.0,0.0,1.0,0.22467211521278047,62.813396990299225,600.0,True
600.0,hybrid,HYBG-G600-B0-g1-e0.9,0.0,0.9,1.0,0.7225052126949146,358.92071129381657,600.0,False
600.0,hybrid,HYBG-G600-B0-g16-e0,0.0,0.0,16.0,0.6940039113474321,145.25039663910866,600.0,True
600.0,hybrid,HYBG-G600-B0-g16-e0.9,0.0,0.9,16.0,0.723790236370106,458.0620385557413,600.0,False
600.0,hybrid,HYBG-G600-B0-g4-e0,0.0,0.0,4.0,0.4651993371873075,71.04450088739395,600.0,True
600.0,hybrid,HYBG-G600-B0-g4-e0.9,0.0,0.9,4.0,0.7233073053284517,358.92071129381657,600.0,False
600.0,hybrid,HYBG-G600-B120-g1-e0,120.0,0.0,1.0,0.32490698504128873,102.65260392427444,600.0,True
600.0,hybrid,HYBG-G600-B120-g1-e0.9,120.0,0.9,1.0,0.723790236370106,483.9248276352882,600.0,False
600.0,hybrid,HYBG-G600-B120-g16-e0,120.0,0.0,16.0,0.7173025312886507,152.15394981205463,600.0,True
600.0,hybrid,HYBG-G600-B120-g16-e0.9,120.0,0.9,16.0,0.723790236370106,483.9248276352882,600.0,False
600.0,hybrid,HYBG-G600-B120-g4-e0,120.0,0.0,4.0,0.535687918990601,116.24955704808237,600.0,True
600.0,hybrid,HYBG-G600-B120-g4-e0.9,120.0,0.9,4.0,0.723790236370106,483.9248276352882,600.0,False
600.0,hybrid,HYBG-G600-B30-g1-e0,30.0,0.0,1.0,0.2500386377405343,71.31791223585606,600.0,True
600.0,hybrid,HYBG-G600-B30-g1-e0.9,30.0,0.9,1.0,0.7232811619576903,358.92071129381657,600.0,False
600.0,hybrid,HYBG-G600-B30-g16-e0,30.0,0.0,16.0,0.7003644812836616,151.66577637195587,600.0,True
600.0,hybrid,HYBG-G600-B30-g16-e0.9,30.0,0.9,16.0,0.723790236370106,469.1895598620176,600.0,False
600.0,hybrid,HYBG-G600-B30-g4-e0,30.0,0.0,4.0,0.48570289787967663,96.8288047760725,600.0,True
600.0,hybrid,HYBG-G600-B30-g4-e0.9,30.0,0.9,4.0,0.723790236370106,358.92071129381657,600.0,False
1200.0,fixed,FIXEQ-G1200,inf,0.0,0.0,0.7272678266967635,1093.7809044867754,1200.0,False
1200.0,fixed,FIXEQ-G300,inf,0.0,0.0,0.36931054647286055,212.0439104884863,300.0,True
1200.0,fixed,FIXEQ-G600,inf,0.0,0.0,0.723790236370106,490.5263593941927,600.0,True
1200.0,fixed,FIXG-B110.774,110.774,0.0,0.0,0.0008102077967995508,102.65260392427444,192.6935,True
1200.0,fixed,FIXG-B1176.7,1176.7,0.0,0.0,0.6563729213433388,345.4542743712664,459.17475,True
1200.0,fixed,FIXG-B120,120.0,0.0,0.0,0.0056937623708329665,102.65260392427444,195.0,True
1200.0,fixed,FIXG-B132.855,132.855,0.0,0.0,0.017613688019871676,115.04210302233696,198.21375,True
1200.0,fixed,FIXG-B1411.26,1411.26,0.0,0.0,0.6989982933456357,404.8773889541626,517.8140000000001,True
1200.0,fixed,FIXG-B15,15.0,0.0,0.0,-0.006895775384270354,66.63522438704967,168.75,True
1200.0,fixed,FIXG-B159.338,159.338,0.0,0.0,0.03713210772801513,116.24955704808237,204.8345,True
1200.0,fixed,FIXG-B1692.57,1692.57,0.0,0.0,0.7243944445791919,465.7279866486788,588.14225,True
1200.0,fixed,FIXG-B17.99,17.99,0.0,0.0,-0.010902123144049649,66.63522438704967,169.4975,True
1200.0,fixed,FIXG-B191.099,191.099,0.0,0.0,0.062269027394468546,122.1587044596672,212.77475,True
1200.0,fixed,FIXG-B2029.96,2029.96,0.0,0.0,0.7256984181510228,560.261615678668,672.4895,True
1200.0,fixed,FIXG-B21.576,21.576,0.0,0.0,-0.009417702332360027,66.63522438704967,170.394,True
1200.0,fixed,FIXG-B229.192,229.192,0.0,0.0,0.09333656158556325,122.56411573290823,222.298,True
1200.0,fixed,FIXG-B240,240.0,0.0,0.0,0.10057996290062055,122.56411573290823,225.0,True
1200.0,fixed,FIXG-B2434.6,2434.6,0.0,0.0,0.7272678266967635,629.5812065601349,773.65,False
1200.0,fixed,FIXG-B25.877,25.877,0.0,0.0,-0.010105324439033708,66.63522438704967,171.46925,True
1200.0,fixed,FIXG-B274.878,274.878,0.0,0.0,0.13263497195670215,127.60473261773586,233.7195,True
1200.0,fixed,FIXG-B2919.9,2919.9,0.0,0.0,0.7272678266967635,751.0409674346447,894.97525,False
1200.0,fixed,FIXG-B30,30.0,0.0,0.0,-0.010259460072518415,71.31791223585606,172.5,True
1200.0,fixed,FIXG-B31.035,31.035,0.0,0.0,-0.010299847750183888,71.31791223585606,172.75875,True
1200.0,fixed,FIXG-B329.671,329.671,0.0,0.0,0.17611473061117577,131.80208165943623,247.41775,True
1200.0,fixed,FIXG-B3501.94,3501.94,0.0,0.0,0.7272678266967635,924.047985330224,1040.485,False
1200.0,fixed,FIXG-B360,360.0,0.0,0.0,0.19912780487083367,151.18654473125935,255.0,True
1200.0,fixed,FIXG-B37.222,37.222,0.0,0.0,-0.012634365526080214,71.31791223585606,174.3055,True
1200.0,fixed,FIXG-B395.386,395.386,0.0,0.0,0.23103859284456404,151.3117827028036,263.8465,True
1200.0,fixed,FIXG-B44.641,44.641,0.0,0.0,-0.01225655845330382,80.544100522995,176.16025,True
1200.0,fixed,FIXG-B474.201,474.201,0.0,0.0,0.30179019112503036,178.8845456391573,283.55025,True
1200.0,fixed,FIXG-B480,480.0,0.0,0.0,0.30666714509282017,178.8845456391573,285.0,True
1200.0,fixed,FIXG-B53.54,53.54,0.0,0.0,-0.01404007291746432,96.27659252285956,178.385,True
1200.0,fixed,FIXG-B568.726,568.726,0.0,0.0,0.35335049865292745,194.4836902469397,307.1815,True
1200.0,fixed,FIXG-B60,60.0,0.0,0.0,-0.012862931181209507,96.27659252285956,180.0,True
1200.0,fixed,FIXG-B600,600.0,0.0,0.0,0.36931054647286055,212.0439104884863,315.0,True
1200.0,fixed,FIXG-B64.212,64.212,0.0,0.0,-0.010935595319748014,96.27659252285956,181.053,True
1200.0,fixed,FIXG-B682.093,682.093,0.0,0.0,0.4237910080165488,222.3307863026857,335.52325,True
