trace,rep,level,k,rho_busy,G,guard,policy,B0,B0_base,eta,Bmax,gap,red_pct,harm,feasible_level,w_p99_dl,w_mean,max_excess,max_heavy,qw_forced_frac,used_over_allowed,guar_excess_max,bound_viol
valid,0,1,5,0.7345263217381305,600.0,cap,CAP-G600-B120-e0.9,150.0,120.0,0.9,2220.0,0.838344734079292,59.71876255053296,318.1251583844424,False,52.61822768181543,1.5766215648191175,507.1102857142687,1294.234606102109,0.0095314359731926,0.8451838095237811,600.0,0
valid,0,2,4,0.9181579021726632,600.0,cap,CAP-G600-B120-e0.9,120.0,120.0,0.9,1800.0,0.7517510340101184,61.195603029264994,360.8554678410292,False,96.45876494854676,3.145022673944031,514.0292285680771,1627.816483721137,0.0262912699039232,0.8567153809467951,600.0,0
valid,0,0,7,0.524661658384379,600.0,cap,CAP-G600-B600-e0,1050.0,600.0,0.0,3060.0,0.7222768797579359,40.53769599274423,163.03044810891151,True,27.8345011603832,0.5848510700575651,202.38435934484005,653.8837105929852,0.0172706670023411,0.646890646307708,312.8571428571429,0
valid,0,1,5,0.7345263217381305,600.0,cap,CAP-G600-B600-e0,750.0,600.0,0.0,2220.0,0.7447147336377639,53.0491103935182,178.02789956331253,True,61.33060341745601,1.8420623825592333,208.3110798448324,989.228852584958,0.0538291826461047,0.6807551628916092,306.0,0
valid,0,2,4,0.9181579021726632,600.0,cap,CAP-G600-B600-e0,600.0,600.0,0.0,1800.0,0.36931054647286055,30.06338611324065,186.1174862384796,True,173.84626297086385,4.060819577339236,218.56833763420585,1287.1661649644377,0.1382211920019628,0.7285611254473527,300.0,0
valid,0,0,7,0.524661658384379,600.0,cap,CAP-G600-B600-e0.25,1050.0,600.0,0.25,3060.0,0.7494999181181033,42.065585482178165,207.1247296333313,True,27.11929103732109,0.5458113019020748,375.867682248354,856.0401730388403,0.0068054436857801,0.6647322736526867,583.4942089205697,0
valid,0,1,5,0.7345263217381305,600.0,cap,CAP-G600-B600-e0.25,750.0,600.0,0.25,2220.0,0.8198520013437735,58.40144871739275,232.0787628442049,True,54.33899704217909,1.604422530305006,469.3172368109226,1289.1339686959982,0.0179850779339387,0.7821953946848711,600.0,0
valid,0,2,4,0.9181579021726632,600.0,cap,CAP-G600-B600-e0.25,600.0,600.0,0.25,1800.0,0.6766823409655925,55.08470496375369,233.2784979492426,True,111.64904559046026,3.2314453507960312,507.7618457078934,1628.7776972651482,0.0407514503406231,0.8462697428464889,600.0,0
valid,0,0,7,0.524661658384379,600.0,cap,CAP-G600-B600-e0.5,1050.0,600.0,0.5,3060.0,0.7575825736541966,42.5192234735341,213.3007097542286,True,26.906941593289293,0.5365904475405485,492.9048165231943,794.7043030709028,0.0034836809803862,0.8215080275386571,600.0,0
valid,0,1,5,0.7345263217381305,600.0,cap,CAP-G600-B600-e0.5,750.0,600.0,0.5,2220.0,0.8370603570223488,59.62727106096909,307.47679905593395,False,52.73774039626118,1.5741496207721626,505.4016642272472,1296.4246131777763,0.0108985743002795,0.8423361070454121,600.0,0
