trace,level,rho_target,k,policy,score,G,B0,eta,Bmax,Ncap,p99_dl_s,gap_closed,gap_lo,gap_hi,red_pct,red_lo,red_hi,mean_s,mean_gap,mean_gap_lo,mean_gap_hi,mean_red_pct,p99_all_s,max_excess_s,harm_wf1s_s,max_heavy_s,qw_fired,used_over_allowed,guar_excess_s
primary,1,0.8,5.0,SPJF-reversed,reversed,-1.0,-1.0,-1.0,0.0,-1,228.11701122015734,-1.2771684866921569,-1.4058654659487537,-1.1618325843017445,-91.48656671776402,-101.42704667311303,-80.57334625699005,7.739285044911578,-1.1181931383574306,-1.2352184134765924,-1.0431965157500513,-86.03565590038596,154.53464026659736,3387.890890568495,3387.890890568495,1989.774632588029,0.0,,inf
primary,1,0.8,5.0,CAP-G600-reversed,reversed,600.0,37.5,0.9,2220.0,0,234.76504844978484,-1.3548754207590215,-1.4765945829556937,-1.2613978370662902,-97.0702086184548,-107.54232021664481,-86.55215594046157,7.131197298213328,-0.9283653418324276,-1.0381701444527487,-0.862061493803485,-71.42290032863691,163.352886182815,517.9234751909971,507.7026662826538,1463.396033808589,0.31405250079397634,0.8632057919849953,600.0
primary,1,0.8,5.0,SPJF-random,random,-1.0,-1.0,-1.0,0.0,-1,78.51716496482531,0.473689335041694,0.410374472694568,0.5423956752778494,34.03898899342043,29.429367407214286,38.02427238915309,2.8723608599599166,0.4022734501924563,0.38157429652067004,0.41355974562912523,30.94835948599093,46.00968256551029,3319.422709900886,3257.853737767786,3311.210531119257,0.0,,inf
primary,1,0.8,5.0,CAP-G600-random,random,600.0,37.5,0.9,2220.0,0,87.15788982853337,0.3727446571176927,0.2911053311178282,0.4696738206830732,26.795304690736906,21.245957592820194,32.37495500487105,3.265701465805646,0.2796739628733986,0.26183114099710714,0.3099274857763872,21.508104619579292,50.33126853420587,506.8865003287792,506.8865003287792,1467.3224491141737,0.13412094417896708,0.8448108338812987,600.0
primary,1,0.8,5.0,SPJF-top1short,top1short,-1.0,-1.0,-1.0,0.0,-1,212.5547506447143,-1.0975114738158291,-1.1959033398934733,-0.9570773378117988,-78.5563239297236,-85.54044976172952,-66.69425081936761,6.513800891215416,-0.735291145100198,-0.827622196823471,-0.6754054426499609,-56.57480504561486,127.99597927427303,3292.0640854388475,3181.7069422751665,3101.955496609211,0.0,,inf
primary,1,0.8,5.0,CAP-G600-top1short,top1short,600.0,37.5,0.9,2220.0,0,222.77262029826707,-1.2159901552250245,-1.3220175026325858,-1.0622094925609395,-87.08598605222917,-95.48200511568054,-73.72545527582105,6.2755641630274726,-0.6608621110987576,-0.7420028450392757,-0.6126295152577295,-50.84715574916532,137.60646902897977,516.2086587250233,500.51103515923023,1196.0829316824677,0.273232915672044,0.8603477645417055,600.0
primary,2,1.0,4.0,FCFS,-,-1.0,-1.0,-1.0,0.0,-1,273.4973870696509,0.0,0.0,0.0,0.0,0.0,0.0,10.270035976595123,0.0,0.0,0.0,0.0,230.80306737534733,0.0,0.0,1542.7545313090086,1.0,,inf
primary,2,1.0,4.0,SJF-ref,svc,-1.0,-1.0,-1.0,0.0,-1,43.62918621748691,1.0,1.0,1.0,84.0146890760399,79.63688870033363,86.8301502202595,1.6955368990464774,1.0,1.0,1.0,83.47508289861631,34.91204868160189,4755.4670400470495,1365.9005775153637,5299.532429710031,0.0,,inf
primary,2,1.0,4.0,SPJF-M4,M4,-1.0,-1.0,-1.0,0.0,-1,67.28707011371876,0.896742446805334,0.8720737068559842,0.9133352844014703,75.34455316132384,70.19021660134877,78.54564249195396,2.351909288475506,0.9232748172687524,0.9011937910314922,0.9348212208209656,77.07340400116985,43.4059726586342,5882.918769383803,551.1003682911396,6264.1391437985,0.0,,inf
primary,2,1.0,4.0,SPJF-M4refit,M4refit,-1.0,-1.0,-1.0,0.0,-1,67.35510936126124,0.896442844643698,0.8713174596682386,0.9132301912437584,75.31945408606161,70.12505884203692,78.5300077619382,2.351996571012399,0.9232754975567268,0.9009570825408684,0.934829773048789,77.0732601518908,43.399912331104304,5896.578557223082,551.0830035507679,6278.301647603512,0.0,,inf
