overlay,level,k,policy,mode,late_submissions,n_jobs,n_dropped,offered_work_s,p99_dl_s,p99_dl_realised_window_s,n_dl_recorded,n_dl_realised,mean_s,p99_all_s,max_s,max_heavy_s,max_excess_s,harm_s,fired_fraction_queue_weighted,fired_pct,max_fcfs_own_s,seconds,drift_mean_s,drift_p50_s,drift_p99_s,drift_max_s,share_arriving_past_deadline,dl_arrivals_per_hour_mean,dl_arrivals_per_hour_p99,dl_arrivals_per_hour_max,busy_hour_work_s,rho_busy_hour,span_days,bound_violations,worst_ratio_to_bound,bmax_s,gap_closed,reduction_pct
1,0,8,SPJF-E,closed,dropped,17565961,68799,7029217.141839,5.080852039999958,5.080249599999994,4211169,4211692,0.11948146021023273,1.7359063999999687,738.215123,738.215123,623.276356,205.822274,0.0,0.0,146.071609,1.8,16.65211362294104,0.925803,150.153594,995.356197,0.0,1131.730448804085,7783.200000000002,12755.0,13054.770554999923,0.45329064427083066,208.32048956768517,,nan,,0.7909046998777557,36.57252733623964
2,0,8,SPJF-E,closed,dropped,17564142,70618,7026970.024924,6.352229769999994,6.3512115199999934,4209350,4209963,0.14253143788526645,2.3674457199999988,517.990068,517.990068,421.400476,125.224547,0.0,0.0,182.188669,1.8,20.280471445457454,1.145431,173.720593,768.309944,0.0,1131.5456989247311,7992.159999999998,12067.0,13371.213015999901,0.4642782297222188,208.32048956768517,,nan,,0.8739434094626157,37.58363294136522
0,0,8,FCFS,closed,kept,17634760,0,7048760.541504,8.993471950000016,8.975932559999999,4219556,4203163,0.23908893390003608,4.93934729000001,231.514396,229.808411,0.0,0.0,1.0,100.0,231.514396,2.1,37.8495987284119,2.906095,383.479799,1160.423947,0.0044168449131147805,1145.68449633451,7941.499999999996,12253.0,13198.831191000156,0.4582927496875054,208.32048956768517,,nan,,0.0,0.0
1,0,8,FCFS,closed,kept,17634760,0,7048760.541504,8.012579350000067,7.9931615599999875,4219556,4204007,0.2257519028750604,4.246285300000005,181.110669,177.519107,0.0,0.0,1.0,100.0,181.110669,1.7,36.540605933768305,2.082728,366.358933,947.99008,0.004374088448042389,1133.9844127922602,7811.0000000000055,12843.0,12700.747584999886,0.4409981800347183,208.32048956768517,,nan,,0.0,0.0
2,0,8,FCFS,closed,kept,17634760,0,7048760.541504,9.96788480000002,9.968054750000041,4219556,4201160,0.26368417458179183,5.752002640000001,188.569118,184.37507,0.0,0.0,1.0,100.0,188.569118,1.7,43.13629132430405,2.804258,447.278851,1023.855484,0.004543526535093191,1134.289247311828,8006.099999999999,12173.0,13016.710421999955,0.45196911187499844,208.32048956768517,,nan,,0.0,0.0
0,0,8,Guard(600),closed,kept,17634760,0,7048760.541504,5.350807850000013,5.3496057199999845,4219556,4211319,0.1264901993894445,1.9361562500000038,622.384253,622.384253,457.146425,198.431793,2.8736019690505154e-05,0.00010774175548745772,237.375103,6.9,17.598079786898545,1.079714,153.05205,1124.169652,0.003923387672982224,1146.3069817984244,7905.599999999991,12268.0,13890.903582999921,0.4823230410763861,208.32048956768517,0,0.801043563391725,3480.0,0.8481957308652007,40.50342426430758
1,0,8,Guard(600),closed,kept,17634760,0,7048760.541504,4.917481700000019,4.917344119999955,4219556,4211902,0.1181449323229803,1.6999598200000003,566.824353,566.824353,459.145357,244.11744,2.91345552526634e-05,0.00010774175548745772,158.511768,6.6,16.487278257084586,0.890828,148.53932698000023,831.471944,0.0038897041978456187,1133.9844127922602,7803.400000000002,12808.0,13585.572622999818,0.4717212716319381,208.32048956768517,0,0.800962521431115,3480.0,0.7923083468497222,38.627981262987696
2,0,8,Guard(600),closed,kept,17634760,0,7048760.541504,6.5575905500000635,6.553737620000014,4219556,4209964,0.14262047288763782,2.436764620000027,515.95716,515.95716,373.316749,117.944488,1.790111267407845e-05,3.4023712259197175e-05,191.527889,7.4,20.076326118111954,1.114399,169.259697,815.745869,0.004003173278230041,1134.289247311828,7994.0,12156.0,13550.95763199991,0.47051936222221913,208.32048956768517,0,0.6947604148086146,3480.0,0.8354573698295954,34.21281764813283
0,0,8,SJF,closed,kept,17634760,0,7048760.541504,4.698868750000048,4.7045847800000065,4219556,4212547,0.12553104456624303,1.5859531200000048,1062.196826,1062.196826,930.828424,135.947612,0.0,0.0,349.516934,2.2,16.170831681685375,0.957753,138.159015,1213.184808,0.0038532988257282776,1145.9956545355785,7918.710000000001,12275.0,14243.590530999905,0.49456911565971895,208.32048956768517,,nan,,1.0,47.75245004238836
1,0,8,SJF,closed,kept,17634760,0,7048760.541504,4.10614865000001,4.10612204,4219556,4212797,0.11846249950438793,1.3726818200000004,867.898555,867.898555,782.422869,404.49579,0.0,0.0,268.4464,1.8,15.154176838517621,0.809397,134.032613,965.05973,0.003837421093340652,1133.9844127922602,7802.000000000004,12788.0,13590.059172999816,0.4718770546180492,208.32048956768517,,nan,,1.0,48.753722482636306
2,0,8,SJF,closed,kept,17634760,0,7048760.541504,5.885935950000002,5.883337400000016,4219556,4211245,0.1421503944458558,1.9797967900000029,725.545358,725.545358,600.933468,466.166493,0.0,0.0,258.388513,1.8,17.811992056924332,0.989113,148.410025,824.04974,0.003927016868956538,1134.289247311828,7987.049999999999,12142.0,13870.516876999913,0.48161516934027476,208.32048956768517,,nan,,1.0,40.95100346665332
