rep,level,k,rho_busy,predictor,policy,n_jobs,w_mean,w_p95,w_p99,w_max,w_mean_dl,w_p95_dl,w_p99_dl,w_mean_exam,w_p99_exam,mean_heavy,p95_heavy,p99_heavy,max_heavy,max_excess,max_excess_dl,p99_excess,mean_excess,max_excess_wf0,p9999_excess_wf0,max_excess_wflt10,gap_p99dl,gap_mean,fcfs_p99dl,sjf_p99dl,fcfs_mean,sjf_mean,guar_excess_at0,guar_excess_at_fcfs_p99dl,guar_excess_max,bound_viol,used_over_allowed,forced_frac,qw_forced_frac,n_forced,n_disp,max_span,n_rebuild,secs
rep0,2,4,1.058857165278039,random,FCFS,17634760,10.098658697457582,38.90595626235001,210.52712215397568,1544.6027066111565,13.634679776005042,62.15964963659644,263.1202407404795,19.805785930212586,515.0987048981339,35.02541905923093,156.76685149967636,589.1997697506844,1542.7545313090086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,inf,inf,inf,-1,nan,1.0,1.0,17634760,17634760,0,0,1.2
rep0,2,4,1.058857165278039,random,SJF-ref,17634760,1.6498347306848535,8.71734356880188,34.627888677418255,5299.532429710031,2.7135216488141882,16.008141990751028,42.88080166056759,2.7466495364733454,41.89844574108721,31.601185868345514,110.17476776838302,496.446715688257,5299.532429710031,4755.4670400470495,4755.4670400470495,2.2774055376648907,-8.448823966772729,1101.479383572936,10.391694794817989,1523.5660003572702,1.0,1.0,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,inf,inf,inf,-1,nan,0.0,0.0,0,17634760,0,0,1.3
rep0,2,4,1.058857165278039,random,SPJF,17634760,6.655049227733318,12.475056046992536,107.18773584008233,6260.663418862969,9.520110328748116,26.66731098294258,183.80382461175324,13.527444949894884,230.76756390631337,36.58017312619193,141.20728133693285,634.6632666629536,6199.551196591929,6235.493534583598,5753.657847236842,35.93568237423902,-3.4436094697242643,6173.574716012925,63.186647644760995,6173.574716012925,0.3601372054890996,0.4075844736814477,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,inf,inf,inf,-1,nan,0.0,0.0,0,17634760,0,0,1.5
rep0,2,4,1.058857165278039,random,FIX-B600,17634760,8.656521494869216,16.41133369356384,222.99658131226914,1699.6684233248234,11.570136189235074,34.09019359573722,287.05071026906853,17.49591602464678,582.2023956045513,35.99659053206418,199.8895905226465,644.5844822084903,1697.5444594919682,230.51060549914837,230.51060549914837,125.69972228378059,-1.4421372025883668,221.89047965407372,63.186647644760995,222.0172535032034,-0.10865660405131188,0.17069088056041393,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,300.0,300.0,300.0,0,0.7683686849971613,0.009158502865930696,0.4516151144271202,161508,17634760,36586,0,6.3
rep0,2,4,1.058857165278039,random,FIX-B1200,17634760,8.298676829485723,14.604170306771957,171.36642819881442,1858.91981741786,11.137644187380157,30.182915523648262,290.55867346953795,16.890313343729577,579.4477412572558,36.22387202336104,173.96396545097215,735.218553331159,1846.3022629097104,363.0235961228609,361.27399142086506,73.21283505886817,-1.7999818679718593,351.1965887993574,63.237105945868166,351.1965887993574,-0.12458455598909622,0.21304525636358046,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,450.0,450.0,450.0,0,0.8067191024952465,0.005054959636536023,0.3229017898801502,89143,17634760,36600,0,6.2
rep0,2,4,1.058857165278039,random,FIX-B3600,17634760,7.562835955436424,13.156156182289111,121.75231539264331,2460.3721550107,10.368478660516187,27.63629461452365,202.93050272539344,15.299109084429277,298.60255549505416,36.2489161547684,147.586669337004,755.7082765559104,2451.6553130447865,971.2406830042601,971.2406830042601,43.86723999813204,-2.5358227420211583,934.968164011836,63.186647644760995,934.968164011836,0.2732922780158678,0.300139137943217,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,1050.0,1050.0,1050.0,0,0.9249911266707239,0.0014534362815258046,0.12405645295677087,25631,17634760,36541,0,6.4
rep0,2,4,1.058857165278039,random,REL-B30-e0.75,17634760,7.354027081382675,13.817263006418855,128.59957453474405,5623.508695568889,10.2940647179061,29.95077335461974,207.905745571107,15.043229628146761,277.5361666972582,37.53810168890485,154.97897956147753,633.9662691098441,5502.604216899723,4248.517534550279,4248.517534550279,47.901264483183674,-2.7446316160749076,261.4825911074877,52.116175469473724,261.4825911074877,0.2507021240157556,0.3248536869591446,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,630.0,1419.3607222214387,5263.808119833469,0,0.9091099185213127,0.0028257827155005228,0.0498728441601171,49832,17634760,36571,0,7.2
rep0,2,4,1.058857165278039,random,REL-B120-e0.5,17634760,8.003459082726664,15.266466062515942,157.3833760304749,3217.8282442837954,10.959709849605309,32.62344020977616,234.12058749944,16.295181396076675,369.8993918474033,37.079891915635905,168.88592481985663,675.5716801011552,3197.2978060189635,1676.7064382974058,1674.5564012620598,69.30646804384894,-2.095199614730918,175.55169984698296,61.01906120720032,189.72883360087872,0.13167329776261028,0.24798713086825497,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,360.0,623.1202407404795,1904.6027066111565,0,0.8837029731233098,0.006243067668627189,0.17431977742963928,110095,17634760,36596,0,6.4
rep0,2,4,1.058857165278039,random,CAP-B30-e0.5-M600,17634760,8.847533721728578,19.51427625417708,204.50378984987753,1697.4702666588128,11.84644696159043,40.89453986193985,287.5508806094549,17.85517375130708,581.8004223439474,36.050644336537815,177.83950599133968,645.9527948498726,1695.299618884921,230.5156867057085,230.5156867057085,88.1063411842287,-1.2511249757290028,142.7367495894432,44.40729904174805,142.7367495894432,-0.11092763390171435,0.14808273679856385,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,300.0,300.0,300.0,0,0.7683856223523616,0.014309295958663457,0.46806284137742044,252341,17634760,36530,0,6.9
rep0,2,4,1.058857165278039,random,CAP-B30-e0.9-M1200,17634760,8.322603723817071,14.70002664774646,172.65988168209896,1858.9199947714806,11.18180952479086,30.432796519249678,286.60060097128604,16.928681557017725,580.3483502165622,36.185150557308724,172.50390416607237,736.0089842832086,1846.302150554955,361.26676255464554,361.26676255464554,75.10721131727102,-1.7760549736405113,351.1965887993574,63.25279126695807,351.1965887993574,-0.10661287700740504,0.21021327709339482,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,450.0,450.0,450.0,0,0.8028150278992123,0.0052081230478895095,0.32349364793876395,91844,17634760,36600,0,7.5
rep0,2,4,1.058857165278039,random,CAP-B120-e0.75-M1200,17634760,8.329300671583642,14.742865449935191,175.53220510087945,1858.9199673049152,11.199284967852332,30.569314658641815,280.0174157530083,16.94335965078447,581.9246186133106,36.169423075686176,174.6783179983496,734.8893626448884,1846.3022128418088,362.23350152373314,362.23350152373314,76.05098528102066,-1.7693580258739394,328.1225865036249,63.25279126695807,329.6869489699602,-0.0767218400261082,0.2094206285788905,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,450.0,450.0,450.0,0,0.804963336719407,0.005352723824991097,0.3245426700944593,94394,17634760,36600,0,6.5
rep0,2,4,1.058857165278039,random,CAP-B30-e0.9-M3600,17634760,7.6187011940570715,13.312013594061098,125.9065967255831,2460.371905118227,10.453554444787086,28.089093811810017,209.8614908993245,15.407221302777078,304.82101536840213,36.33621587936932,151.2340805195271,717.9852246432002,2451.655348137021,971.1738278865814,971.1738278865814,46.43589014276874,-2.47995750340051,434.3040029704571,63.186647644760995,507.8851686120033,0.24182203725024265,0.29352694684533726,263.1202407404795,42.88080166056759,10.098658697457582,1.6498347306848535,1050.0,1050.0,1050.0,0,0.9249274551300776,0.0018200417811186542,0.12703142452893737,32096,17634760,36541,0,7.2
