rep,level,k,rho_busy,predictor,policy,n_jobs,w_mean,w_p95,w_p99,w_max,w_mean_dl,w_p95_dl,w_p99_dl,w_mean_exam,w_p99_exam,mean_heavy,p95_heavy,p99_heavy,max_heavy,max_excess,max_excess_dl,p99_excess,mean_excess,max_excess_wf0,p9999_excess_wf0,max_excess_wflt10,gap_p99dl,gap_mean,fcfs_p99dl,sjf_p99dl,fcfs_mean,sjf_mean,guar_excess_at0,guar_excess_at_fcfs_p99dl,guar_excess_max,bound_viol,used_over_allowed,forced_frac,qw_forced_frac,n_forced,n_disp,max_span,n_rebuild,secs
k1rep0,0,1,0.8000130043447845,random,FCFS,3209347,6.59351294323696,27.249932944774628,152.97509937405604,1427.2557502239943,10.471864176623694,48.526888751983606,221.27438719391904,12.472828796589473,274.5419465249748,39.401774381719584,182.8362238377332,695.0613024312262,1423.5231717079878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,inf,inf,inf,-1,nan,1.0,1.0,3209347,3209347,0,0,0.2
k1rep0,0,1,0.8000130043447845,random,SJF-ref,3209347,1.8712898318150273,10.32135303765532,37.35432439118627,2366.6591532081366,3.3724701450568393,18.281853961944545,45.324836370348976,2.892596168504602,44.290975388884505,38.47234244103261,129.2820306956767,902.3543060708047,2366.6591532081366,2054.5022542625666,2054.5022542625666,2.2921939939260483,-4.722223111421932,777.9388248920441,7.514958973781462,1135.8084733486176,1.0,1.0,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,inf,inf,inf,-1,nan,0.0,0.0,0,3209347,0,0,0.2
k1rep0,0,1,0.8000130043447845,random,SPJF,3209347,5.144068945248264,16.10094063431022,93.1757490411401,2704.5316347777843,8.714474884360241,30.4674944490194,159.7873115634921,9.170377148894348,174.03289328768815,40.16323498614845,161.99524257779083,725.6157358615105,2588.7401267439127,2662.5581277161837,2446.419283539057,25.094405988752868,-1.4494439979886948,1600.2565559446812,56.53454973847582,2274.903816178441,0.34945855412885873,0.3069410241296808,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,inf,inf,inf,-1,nan,0.0,0.0,0,3209347,0,0,0.2
k1rep0,0,1,0.8000130043447845,random,FIX-B600,3209347,5.449432989923971,16.45973601043217,100.42040600180671,2020.5088307112455,8.924247653672355,31.099661356210703,172.5821786040068,9.770176300725225,203.76167058989267,39.91755637668339,168.3851444840428,813.9471554970751,2020.5088307112455,658.0111971497536,657.5628754235804,28.217270705103992,-1.1440799533129884,608.6762695014477,56.53454973847582,640.4112669527531,0.2767396015619124,0.242275709198435,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,660.0,660.0,660.0,0,0.9969866623481115,0.0009758994586749267,0.07597368109241863,3132,3209347,3349,0,1.0
k1rep0,0,1,0.8000130043447845,random,FIX-B1200,3209347,5.234498056392613,16.198556333780225,94.71551364272835,2329.048027276993,8.769822698407003,30.634455230832007,161.69376095414253,9.318413097139402,178.6454471543428,40.15585368160223,163.56582099497308,744.3247623473414,2294.568308457732,1257.953774139285,1257.953774139285,25.865355552434988,-1.359014886844347,1205.1006486862898,56.53454973847582,1208.2878833711147,0.3386233494822604,0.28779133361090337,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,1260.0,1260.0,1260.0,0,0.9983760112216549,0.00027139477283073473,0.02016254945242841,871,3209347,3349,0,1.0
k1rep0,0,1,0.8000130043447845,random,FIX-B3600,3209347,5.144068945248264,16.10094063431022,93.1757490411401,2704.5316347777843,8.714474884360241,30.4674944490194,159.7873115634921,9.170377148894348,174.03289328768815,40.16323498614845,161.99524257779083,725.6157358615105,2588.7401267439127,2662.5581277161837,2446.419283539057,25.094405988752868,-1.4494439979886948,1600.2565559446812,56.53454973847582,2274.903816178441,0.34945855412885873,0.3069410241296808,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,3660.0,3660.0,3660.0,0,0.7274748982831103,0.0,0.0,0,3209347,3349,0,1.1
k1rep0,0,1,0.8000130043447845,random,REL-B30-e0.75,3209347,5.321642701663658,16.556342811882452,101.63608326137087,2472.167329788208,8.923446809128171,31.593008929490974,177.38646652042914,9.458629595823052,195.13590696826407,40.041155887393195,171.5959351211783,713.4335720801358,2436.0914384424686,1878.8557096421719,1794.5541142821312,28.243871990144324,-1.2718702415733014,165.84218342602253,56.53454973847582,193.44128730893135,0.24943468436300612,0.26933717691079684,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,360.0,1023.8231615817572,4641.767250671983,0,0.8962113148612364,0.0010930572480943943,0.03635030554963424,3508,3209347,3349,0,1.0
k1rep0,0,1,0.8000130043447845,random,REL-B120-e0.5,3209347,5.457062499784392,16.61000501066444,102.63800664246092,2350.4922249764204,8.956786674075598,31.555232018232346,183.68294283628475,9.706610566552312,211.40357202127515,40.554707046825726,178.91902471780753,738.21838403538,2350.4922249764204,1285.0365748852491,1285.0365748852491,29.425100025534682,-1.1364504434525673,288.9300190061331,56.53454973847582,293.45718152821064,0.21364899303055548,0.24066004859104712,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,360.0,581.274387193919,1787.2557502239943,0,0.9285147455492719,0.0013971689568002463,0.07212285844780725,4484,3209347,3349,0,1.0
k1rep0,0,1,0.8000130043447845,random,CAP-B30-e0.5-M600,3209347,5.713203184102241,17.771121163666162,119.96122235924011,2020.5088307112455,9.254312775782457,34.38668112456798,193.70198606193068,10.326764545207887,237.6114786420737,40.360486830231196,183.46531296074363,725.2017684094654,2020.5088307112455,658.0111971497536,646.1195619255304,38.05755793154247,-0.8803097591347184,112.08509828150272,56.53454973847582,122.42232517898083,0.15670628883637241,0.18641850212571692,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,180.0,401.27438719391904,660.0,0,0.9969866623481115,0.004506835814263774,0.15011549509512495,14464,3209347,3349,0,1.1
k1rep0,0,1,0.8000130043447845,random,CAP-B30-e0.9-M1200,3209347,5.267510439697933,16.23073685467242,95.492992063165,2329.048027276993,8.800513555230841,30.73460390865799,164.42253845214975,9.39402467926289,181.24206212013885,40.14918958424416,166.12806122601015,753.9665605412462,2294.568308457732,1257.953774139285,1257.953774139285,26.220020168721792,-1.3260025035390266,326.2331862747669,56.53454973847582,424.8978140205145,0.3231144863721554,0.28080047728616275,221.27438719391904,45.324836370348976,6.59351294323696,1.8712898318150273,900.0000000000002,1260.0,1260.0,0,0.9983760112216549,0.00036487173247392695,0.023764083566206892,1171,3209347,3349,0,1.0
