rep,level,k,rho_busy,predictor,policy,n_jobs,w_mean,w_p95,w_p99,w_max,w_mean_dl,w_p95_dl,w_p99_dl,w_mean_exam,w_p99_exam,mean_heavy,p95_heavy,p99_heavy,max_heavy,max_excess,max_excess_dl,p99_excess,mean_excess,max_excess_wf0,p9999_excess_wf0,max_excess_wflt10,gap_p99dl,gap_mean,fcfs_p99dl,sjf_p99dl,fcfs_mean,sjf_mean,guar_excess_at0,guar_excess_at_fcfs_p99dl,guar_excess_max,bound_viol,used_over_allowed,forced_frac,qw_forced_frac,n_forced,n_disp,max_span,n_rebuild,secs
rep0,1,5,0.8470857322224312,M4,FCFS,17634760,4.105969786877757,13.03017522096631,79.8258523423599,1023.8196176737547,5.762004330573018,26.72319657355547,109.70798793956675,8.32396805118678,202.66640906482988,18.181123990872845,79.67637668251959,333.571917938441,1022.8811564445496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,inf,inf,inf,-1,nan,1.0,1.0,17634760,17634760,0,0,1.2
rep0,1,5,0.8470857322224312,M4,SJF-ref,17634760,0.9654988313197066,2.4037321105599356,26.176803027391443,3072.262211114168,1.6017863589351382,7.962690889835358,34.18627589568497,1.560788613047175,32.49496191352608,16.404188839822655,61.56458696797473,258.6945994518697,3072.262211114168,2667.424100443721,2667.424100443721,1.3239702494442467,-3.1404709555580497,774.8472412079573,10.042040334863152,1595.1586548238993,1.0,1.0,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,inf,inf,inf,-1,nan,0.0,0.0,0,17634760,0,0,1.2
rep0,1,5,0.8470857322224312,M4,SPJF,17634760,1.239812725737598,3.158350498974309,30.71964015826583,3346.7394046597183,2.255518240900655,10.390352126210928,44.69337894618516,2.027220840543607,39.20280295580627,19.58072934364621,76.57068224623781,305.60258794456684,3346.7394046597183,3055.1175796054304,1652.7684348933399,2.3846417161822364,-2.866157061140158,241.44427740573883,9.595953298873203,721.5216755568981,0.8608730818443966,0.9126519880935672,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,inf,inf,inf,-1,nan,0.0,0.0,0,17634760,0,0,1.2
rep0,1,5,0.8470857322224312,M4,FIX-B30,17634760,3.4535889964959603,6.136233001947403,64.63544204354291,1029.9173762649298,5.040406365299182,18.61963765695691,105.61645899340574,7.512618440357184,198.77331725284472,19.180575919843864,85.58688833340977,340.7419968159497,1028.9789150357246,73.00412607192993,73.00412607192993,6.182460267096758,-0.6523807903817961,73.00412607192993,6.827757974630662,73.00412607192993,0.054176856369246885,0.20773342585041382,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,162.0,162.0,162.0,0,0.45064275353043165,0.01736014553075857,0.6084042354909648,306142,17634760,21450,0,6.8
rep0,1,5,0.8470857322224312,M4,FIX-B120,17634760,2.9597004026148985,4.285490542650223,48.13402557373047,1047.8230242878199,4.410777822807362,13.90830011665821,88.12515071779524,6.795239414744534,174.04728966161883,19.92080484286909,96.19630262777198,351.6951955152303,1046.8922260552645,109.66398911178112,109.66398911178112,7.717248838394881,-1.1462693842628575,82.71844172477722,9.568853814593814,109.66398911178112,0.28578320906219445,0.36499919931887104,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,180.0,180.0,180.0,0,0.6092443839543396,0.0061480280990498315,0.434298580762179,108419,17634760,21391,0,6.8
rep0,1,5,0.8470857322224312,M4,FIX-B300,17634760,2.5727610281441993,3.7439494691789132,40.994504685849044,1083.9087355732918,3.945557718361443,12.2551773712039,69.92626443132798,6.1425274618540335,116.6271866028016,20.55713334697287,101.80922818705419,377.7784059108793,1082.8813800513744,124.72238738834858,124.31829735636711,4.3216810065507945,-1.5332087587335566,107.4366142898798,9.553508227389194,111.18520106375217,0.5267587615747331,0.4882098196195901,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,216.0,216.0,216.0,0,0.5774184601312434,0.002968682306989151,0.2856856028748202,52352,17634760,21355,0,6.2
rep0,1,5,0.8470857322224312,M4,FIX-B600,17634760,2.2088427302208102,3.505213638395066,36.805288600027595,1143.9587189555168,3.4913033320441627,11.45245736092329,56.45145178735273,5.274536140562088,69.45753766268494,20.99921663564751,96.98573978766797,409.09158696919667,1142.9165321737528,195.28128246963024,195.28128246963024,3.1715416334569504,-1.8971270566569454,157.81649672985077,9.816614298111231,177.07729063928127,0.7051817909168874,0.6040899863440494,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,276.0,276.0,276.0,0,0.7075408785131531,0.0013543138664773437,0.15908158886529497,23883,17634760,21355,0,7.0
rep0,1,5,0.8470857322224312,M4,FIX-B1200,17634760,1.8325574476088002,3.359584557264997,34.306699910461916,1274.725763052702,3.03903828527984,11.025348957628012,50.81767363995338,4.160118416290607,53.52282150670897,21.0069733013335,85.79935552328784,432.04542809735955,1274.725763052702,302.7444801181555,302.7444801181555,2.668743776232013,-2.2734123392689556,240.79695841670036,10.259380788553132,302.7444801181555,0.7797799163424055,0.7239080925889281,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,396.0,396.0,396.0,0,0.7645062629246351,0.0004953285443068123,0.0650114769606208,8735,17634760,21042,0,6.3
rep0,1,5,0.8470857322224312,M4,FIX-B1800,17634760,1.6475951136814635,3.2839685529470306,33.25952509090306,1386.8354239724576,2.8545894118690076,10.791330479085445,48.82552524134518,3.6583683371895805,48.89398820698261,20.678933874928195,83.13909107893704,427.71033217370507,1386.8354239724576,420.8233672603965,412.06868632137775,2.539173412621025,-2.4583746731962925,241.44427740573883,9.963433201589487,380.7321286201477,0.8061584020082317,0.7828044608549641,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,516.0,516.0,516.0,0,0.8155491613573576,0.00023442337746586855,0.02925050660850185,4134,17634760,21259,0,6.7
rep0,1,5,0.8470857322224312,M4,FIX-B3600,17634760,1.4181296513538635,3.218115903437124,32.15123689085246,1753.1414261460304,2.5325430911001114,10.57331458106637,46.96914086788909,2.8034892459679197,44.687155211418904,20.366525159786256,80.1546770133076,350.04362958058704,1736.801349900663,776.3982353657484,776.3982353657484,2.4295101740956335,-2.687840135523893,241.44427740573883,9.576902255415916,721.2990121692419,0.830739205636961,0.8558716745228658,109.70798793956675,34.18627589568497,4.105969786877757,0.9654988313197066,876.0,876.0,876.0,0,0.8862993554403521,5.02416817694145e-05,0.0033836482298747646,886,17634760,21259,0,6.4
