pool,pool_tag,k_eff,k_max_busy,n_workers,setup_s,rec_mean,rec_p90,rec_p99
releng-hardware/gecko-t-osx-1500-m4,releng-hardware__gecko-t-osx-1500-m4,156,172,173,54.21000003814697,1880.941459847751,5429.178700041772,20675.436340029228
