pool_tag,n,L,heavy_thr,train_day,valid_day,end_day,mrt_max,serv_max
releng-hardware__gecko-t-osx-1500-m4,191970,5066.101656929569,1649.7282499790192,13,16,21,10800.0,9166.014999866486
