level,promise_s,theta_s_by_k,maxwait_p99_dl_s,maxwait_gap_closed,maxwait_gap_min_overlay,maxwait_max_excess_s,maxwait_harm_s,maxwait_jobs_excess_ge_promise,guard_p99_dl_s,guard_gap_closed,guard_max_excess_s,guard_harm_s
0,300,k7:137.143;k8:135.000,16.590594350000075,0.6524883918233048,0.622287706018119,151.578042,147.961951,0,15.575089580000064,0.7051584559579581,192.45230500000002,132.113597
0,600,k7:437.143;k8:435.000,15.06531156000005,0.734006064393849,0.7064507456939821,429.981669,237.038507,0,14.96743452000003,0.739757074694442,492.21445700000004,237.038507
0,1200,k7:1037.143;k8:1035.000,14.721265070000072,0.7520649728059449,0.7213315778387279,1001.7501169999999,237.038507,0,14.842540390000034,0.7460231529105679,907.755186,94.311603
1,300,k5:144.000,98.7589048400004,0.24406531900308792,0.15815056885401546,179.61020200000002,177.062498,0,55.94171068000016,0.7381500713196467,209.736647,114.105582
1,600,k5:444.000,51.55108873000014,0.7890721744621079,0.7667673636696709,449.47673100000003,443.656554,0,47.472024400000215,0.8368350538271218,507.80325700000003,319.640469
1,1200,k5:1044.000,45.76991078000007,0.8567597408618445,0.8403111975823162,1067.625853,469.22679700000003,0,46.85413925000008,0.8440157595386715,1104.920212,117.58659800000001
2,300,k4:150.000,266.4124284100007,0.031000501350810155,0.024417547106429162,195.124862,182.278357,0,163.39912372000074,0.4784705150761506,229.05280399999998,134.822787
2,600,k4:450.000,177.0797289400016,0.4199598063707596,0.39628181621508524,488.67674,456.682561,0,89.23815463000031,0.8013141740724661,523.6675650000001,339.882
2,1200,k4:1050.000,83.29033740000054,0.827235495537313,0.8137702947694732,1058.8163140000001,708.755315,0,82.67464703000033,0.8297614658552259,1110.4275499999999,144.813784
