level,promise_s,maxwait_p99_dl_s,maxwait_gap_closed,maxwait_gap_min_overlay,maxwait_max_excess_s,maxwait_harm_s,maxwait_jobs_over_G,guard_p99_dl_s,guard_gap_closed,guard_max_excess_s,guard_harm_s
0,300,15.373571810000064,0.7182289948607872,0.6897624686693495,291.975105,237.038507,-1,15.575089580000064,0.7051584559579581,192.45230500000002,132.113597
0,600,14.945421800000096,0.7405984709602136,0.7108616569242643,591.616539,237.038507,0,14.96743452000003,0.739757074694442,492.21445700000004,237.038507
0,1200,14.695633570000073,0.7531822891109099,0.7225691821220007,1165.8595100000002,237.038507,-1,14.842540390000034,0.7460231529105679,907.755186,94.311603
1,300,57.90003040000029,0.7157758055837544,0.7019068843559085,342.077391,300.057227,-1,55.94171068000016,0.7381500713196467,209.736647,114.105582
1,600,49.19712589000015,0.816615032164173,0.7971853270263679,610.574865,469.22679700000003,2,47.472024400000215,0.8368350538271218,507.80325700000003,319.640469
1,1200,45.4639126500002,0.8603763429722248,0.8456065178628872,1201.420586,469.22679700000003,-1,46.85413925000008,0.8440157595386715,1104.920212,117.58659800000001
2,300,297.15637781000066,-0.10567846896097347,-0.16020191230523817,342.809214,325.96178599999996,-1,163.39912372000074,0.4784705150761506,229.05280399999998,134.822787
2,600,126.56443974000032,0.6396216577708316,0.6185340678973745,609.454987,605.092138,26,89.23815463000031,0.8013141740724661,523.6675650000001,339.882
2,1200,78.79836760000056,0.8467320568705047,0.8358267291196849,1198.2383360000001,708.755315,-1,82.67464703000033,0.8297614658552259,1110.4275499999999,144.813784
