# open-loop arrival offsets, seconds from the start of the experiment window
# source: development overlay primary_rep0, terms 2020-ERE,2020-2,2021-1,2021-2,2022-1,2022-2
# source sha256 4f5a6c84a59d1e60342593d26a81e92a38cb76a2b730c69a6babaffc983d4971
# busiest 24 h deadline window of that overlay: 149119 arrivals
# time compression alpha = 12 (24 h window -> 7200 s)
# count thinning to rho = 0.85 at k = 2 with E[C] = 50 s
# kept 245 of 149119 arrivals, seed 20260923
offset_s
10.978
45.665
55.131
62.501
69.378
217.760
239.983
329.553
380.314
400.418
401.007
637.991
735.830
838.673
1369.227
1454.790
2268.967
2420.898
2492.150
2588.265
2629.018
2654.946
2696.287
2714.936
2719.199
2729.128
2744.722
2766.775
2785.739
2822.026
2829.506
2869.471
2888.151
2929.695
3021.123
3029.274
3042.824
3047.701
3065.534
3093.040
3094.627
3160.217
3191.244
3208.963
3219.333
3267.515
3279.360
3336.430
3343.426
3374.298
3425.807
3426.026
3434.310
3447.136
3476.967
3508.009
3526.584
3681.541
3688.744
3701.844
3714.470
3744.239
3766.819
3776.948
3791.452
3796.299
3797.237
3827.317
3840.815
3876.435
3889.186
3912.274
3922.785
3931.882
3943.920
3949.300
3967.496
3983.987
3995.612
3998.424
4031.990
4051.718
4068.004
4090.248
4154.244
4199.040
4218.862
4232.909
4239.317
4271.006
4279.765
4279.806
4287.765
4306.867
4318.036
4342.661
4378.990
4390.203
4403.617
4427.397
4430.592
4453.545
4458.359
4466.772
4467.477
4501.127
4543.039
4558.299
4565.905
4579.997
4584.455
4584.570
4603.817
4610.334
4611.753
4612.986
4613.162
4621.179
4621.719
4628.577
4720.909
4777.663
4843.065
4870.936
4893.643
4894.313
4911.486
4966.573
4972.529
4973.777
4974.166
4980.432
4997.174
5030.182
5042.563
5043.004
5053.357
5055.870
5107.563
5119.492
5130.058
5133.522
5162.542
5209.572
5291.771
5298.520
5309.465
5317.076
5350.317
5368.684
5415.430
5415.741
5430.849
5440.043
5441.900
5446.393
5464.391
5464.803
5474.915
5535.699
5542.994
5553.103
5586.778
5602.265
5627.301
5651.289
5666.812
5683.747
5693.807
5703.992
5705.282
5707.672
5777.229
5826.672
5859.683
5864.800
5876.626
5927.782
5930.644
5942.530
5948.306
5981.850
5999.444
6022.040
6026.008
6125.390
6127.919
6148.512
6233.358
6245.003
6262.984
6278.345
6278.836
6293.803
6303.484
6313.665
6335.728
6337.078
6368.166
6387.985
6406.249
6407.057
6438.997
6466.817
6499.990
6505.823
6509.032
6519.396
6525.700
6527.281
6574.029
6584.258
6636.354
6655.757
6666.007
6691.462
6730.294
6750.563
6754.874
6777.612
6778.338
6851.354
6863.634
6873.144
6884.539
6922.967
6936.923
6945.988
6953.052
6957.041
6966.167
7021.954
7051.392
7059.750
7073.629
7079.182
7084.758
7087.098
7090.757
7107.760
7115.580
7130.801
7133.810
7142.009
7179.436
