job_id,actual_wait_ns,exact_shadow_fcfs_wait_ns,exact_guard_upper_bound_ns,exact_excess_ns,bound_slack_ns,production_shadow_rounding_error_ns
424,1083296800,1007572045300,1307572045300,-1006488748500,1306488748500,5700
425,1162306900,1007638641300,1307638641300,-1006476334400,1306476334400,-4300
426,1186360379800,1007422160300,1307422160300,178938219500,121061780500,5700
427,1186527424200,1007488724300,1307488724300,179038699900,120961300100,-4300
428,1188749726400,1009810122600,1309810122600,178939603800,121060396200,5400
429,1188916512900,1009876600100,1309876600100,179039912800,120960087200,-5100
430,1191138809000,1012198060700,1312198060700,178940748300,121059251700,5300
431,1191306460400,1012264640000,1312264640000,179041820400,120958179600,-5000
432,1193528083900,1014586309900,1314586309900,178941774000,121058226000,5100
433,120481300,1014454190400,1314454190400,-1014333709100,1314333709100,-5400
434,199585500,1014639236400,1314639236400,-1014439650900,1314439650900,-5400
435,1193584171200,1014667817800,1314667817800,178916353400,121083646600,-4800
436,1194443016500,1015525329200,1315525329200,178917687300,121082312700,-4200
437,1195301795600,1016383173900,1316383173900,178918621700,121081378300,-4900
438,1195562978300,1016619392300,1316619392300,178943586000,121056414000,4700
439,1196161106800,1017240639200,1317240639200,178920467600,121079532400,-4200
440,1196422268200,1017476806400,1317476806400,178945461800,121054538200,3600
441,1197019744700,1018098387600,1318098387600,178921357100,121078642900,-4600
442,1197107968600,1018160661800,1318160661800,178947306800,121052693200,4200
443,1197590715700,1018642337800,1318642337800,178948377900,121051622100,3200
444,1197704874100,1018782406500,1318782406500,178922467600,121077532400,-4500
445,1198073628000,1019123978000,1319123978000,178949650000,121050350000,3000
446,1198187978400,1019264094900,1319264094900,178923883500,121076116500,-4900
447,1198557162100,1019605645700,1319605645700,178951516400,121048483600,3300
448,1198408363600,1019482908900,1319482908900,178925454700,121074545300,-4900
449,1198776507300,1019823929500,1319823929500,178952577800,121047422200,3500
450,1199898213500,1020971378800,1320971378800,178926834700,121073165300,-5800
451,1200266606600,1021312854300,1321312854300,178953752300,121046247700,3700
452,1201393473100,1022460381800,1322460381800,178933091300,121066908700,-5800
453,1201756072000,1022801395300,1322801395300,178954676700,121045323300,3700
454,1202883242400,1023949227000,1323949227000,178934015400,121065984600,-6000
455,1203230933100,1024275196400,1324275196400,178955736700,121044263300,2600
456,1204358024500,1025423021900,1325423021900,178935002600,121064997400,-5900
457,1206658861600,1027702113900,1327702113900,178956747700,121043252300,3100
458,1207786194600,1028850021900,1328850021900,178936172700,121063827300,-5900
459,1210086956400,1031128938800,1331128938800,178958017600,121041982400,3200
460,1211214230000,1032276750400,1332276750400,178937479600,121062520400,-5400
461,1213514456400,1034555481400,1334555481400,178958975000,121041025000,2600
462,1214255174100,1035316461900,1335316461900,178938712200,121061287800,-5900
463,1214631565000,1035691460800,1335691460800,178940104200,121059895800,-5800
464,1215007616800,1036066397800,1336066397800,178941219000,121058781000,-5800
465,1215383612200,1036441297500,1336441297500,178942314700,121057685300,-6500
466,1215759499500,1036816149100,1336816149100,178943350400,121056649600,-6100
467,1216135501900,1037191072700,1337191072700,178944429200,121055570800,-5700
468,1216511719000,1037566177700,1337566177700,178945541300,121054458700,-5700
469,1216540086400,1037580218100,1337580218100,178959868300,121040131700,2900
470,1216872601400,1037925931500,1337925931500,178946669900,121053330100,-5500
471,1218109677500,1039148876600,1339148876600,178960800900,121039199100,2400
472,1218443066200,1039494581500,1339494581500,178948484700,121051515300,-5500
473,1219679241700,1040717488300,1340717488300,178961753400,121038246600,3700
474,1220012806500,1041063319900,1341063319900,178949486600,121050513400,-4900
475,1221248576200,1042285866900,1342285866900,178962709300,121037290700,3100
476,1221424353000,1042474001300,1342474001300,178950351700,121049648300,-5300
477,1222660125600,1043696498300,1343696498300,178963627300,121036372700,2700
478,1224900259700,1045948449300,1345948449300,178951810400,121048189600,-5300
479,1226136242700,1047170820700,1347170820700,178965422000,121034578000,3300
480,1228375894500,1049422601100,1349422601100,178953293400,121046706600,-5100
481,1229611870400,1050645382300,1350645382300,178966488100,121033511900,3700
482,1231851986700,1052896923000,1352896923000,178955063700,121044936300,-6000
483,1233008334300,1054040885700,1354040885700,178967448600,121032551400,3300
484,1234506355900,1055537749300,1355537749300,178968606600,121031393400,3700
485,1235249044700,1056292189200,1356292189200,178956855500,121043144500,-5200
486,1236004747200,1057034338700,1357034338700,178970408500,121029591500,3300
487,1236746885600,1057789086500,1357789086500,178957799100,121042200900,-4500
488,1237503005300,1058531465000,1358531465000,178971540300,121028459700,4000
489,1238245035300,1059285928100,1359285928100,178959107200,121040892800,-5100
490,39667600,1059076612700,1359076612700,-1059036945100,1359036945100,4300
491,378188700,1059290171900,1359290171900,-1058911983200,1358911983200,4100
492,949433300,1059503633700,1359503633700,-1058554200400,1358554200400,4300
493,1028832400,1059716742700,1359716742700,-1058687910300,1358687910300,3300
494,1163039900,1059830976600,1359830976600,-1058667936700,1358667936700,-5600
495,1242990500,1059930205100,1359930205100,-1058687214600,1358687214600,3900
496,1377155200,1060044556100,1360044556100,-1058667400900,1358667400900,-5100
497,72022500,1060096658300,1360096658300,-1060024635800,1360024635800,3700
498,206789000,1060211273500,1360211273500,-1060004484500,1360004484500,-5500
499,1239334004700,1060323245100,1360323245100,179010759600,120989240400,3900
500,1239374266800,1060437590900,1360437590900,178936675900,121063324100,-5900
501,1241199274700,1062187130800,1362187130800,179012143900,120987856100,3200
502,1241239493400,1062301418000,1362301418000,178938075400,121061924600,-6000
503,1243064501800,1064050842500,1364050842500,179013659300,120986340700,3500
504,1243104323300,1064165443700,1364165443700,178938879600,121061120400,-5700
505,1244929696700,1065914533800,1365914533800,179015162900,120984837100,3200
506,1330248500,1065982043000,1365982043000,-1064651794500,1364651794500,-6000
507,1464593000,1066415733200,1366415733200,-1064951140200,1364951140200,-6200
508,1764463400,1066849495500,1366849495500,-1065085032100,1365085032100,-5500
509,1246008052900,1067266905000,1367266905000,178741147900,121258852100,-6000
510,1246730963000,1067714649700,1367714649700,179016313300,120983686700,3300
511,1247847138200,1069104292500,1369104292500,178742845700,121257154300,-5500
512,1248569522500,1069552113400,1369552113400,179017409100,120982590900,2600
513,1249685476000,1070941763500,1370941763500,178743712500,121256287500,-5500
514,1250407795200,1071389359700,1371389359700,179018435500,120981564500,3300
515,1251524012700,1072779131100,1372779131100,178744881600,121255118400,-6100
516,72236900,1072929318100,1372929318100,-1072857081200,1372857081200,2900
517,151584900,1073147111400,1373147111400,-1072995526500,1372995526500,2600
518,290512700,1073364969100,1373364969100,-1073074456400,1373074456400,2900
519,370017200,1073582822500,1373582822500,-1073212805300,1373212805300,2500
520,1252664816300,1073649284300,1373649284300,179015532000,120984468000,2700
521,1252845551700,1074099383300,1374099383300,178746168400,121253831600,-6300
522,1254688572100,1075941365300,1375941365300,178747206800,121252793200,-6300
523,1256503303800,1077487000600,1377487000600,179016303200,120983696800,2400
524,1256531596900,1077783426500,1377783426500,178748170400,121251829600,-5500
525,1258346060000,1079328551700,1379328551700,179017508300,120982491700,2300
526,1258374224700,1079625245800,1379625245800,178748978900,121251021100,-5800
527,1260189827000,1081170623300,1381170623300,179019203700,120980796300,2700
528,42586300,1079844702900,1379844702900,-1079802116600,1379802116600,-5900
529,940187600,1080036912500,1380036912500,-1079096724900,1379096724900,-5500
530,980920900,1080229506700,1380229506700,-1079248585800,1379248585800,-5700
531,112955300,1080340271500,1380340271500,-1080227316200,1380227316200,-5500
532,143357000,1080578037700,1380578037700,-1080434680700,1380434680700,-5700
533,351131400,1080826145600,1380826145600,-1080475014200,1380475014200,-5600
534,391997200,1081074097300,1381074097300,-1080682100100,1380682100100,-5300
535,599514300,1081297862400,1381297862400,-1080698348100,1380698348100,2600
536,640740800,1081321987300,1381321987300,-1080681246500,1380681246500,-5300
537,1259978343200,1080899731400,1380899731400,179078611800,120921388200,2600
538,1260059288100,1080923491800,1380923491800,179135796300,120864203700,-4800
539,1285063928700,1105983854800,1405983854800,179080073900,120919926100,2200
540,1285144178800,1106007517000,1406007517000,179136661800,120863338200,-5000
541,1310149228100,1131068056000,1431068056000,179081172100,120918827900,2000
542,1310229415500,1131091756400,1431091756400,179137659100,120862340900,-4400
543,1335234837000,1156152257600,1456152257600,179082579400,120917420600,2400
544,364105700,1156144728900,1456144728900,-1155780623200,1455780623200,-4900
545,404629500,1156352764900,1456352764900,-1155948135400,1455948135400,-4900
546,572866400,1156560955600,1456560955600,-1155988089200,1455988089200,-5600
547,613326300,1156769289500,1456769289500,-1156155963200,1456155963200,-5500
548,570649700,1156766463900,1456766463900,-1156195814200,1456195814200,-5900
549,610949200,1157160304800,1457160304800,-1156549355600,1456549355600,-5800
550,1005047300,1157553828200,1457553828200,-1156548780900,1456548780900,-5200
551,345648600,1157328119500,1457328119500,-1156982470900,1456982470900,-5500
552,272686800,1157254589300,1457254589300,-1156981902500,1456981902500,-5300
553,298665900,1175496085800,1475496085800,-1175197419900,1475197419900,-5800
554,74435360800,1178891854200,1478891854200,-1104456493400,1404456493400,2800
555,74590476900,1179090569000,1479090569000,-1104500092100,1404500092100,2000
556,1147700852100,1177970808300,1477970808300,-30269956200,330269956200,2700
557,1148097244500,1178366013700,1478366013700,-30268769200,330268769200,2300
558,1148494614800,1178761510900,1478761510900,-30266896100,330266896100,2100
559,15235769100,1178197668800,1478197668800,-1162961899700,1462961899700,1200
560,70024326300,1178436443500,1478436443500,-1108412117200,1408412117200,1500
561,70219528900,1178675509800,1478675509800,-1108455980900,1408455980900,1200
562,70264175500,1178914434900,1478914434900,-1108650259400,1408650259400,1100
563,70459401700,1179153667800,1479153667800,-1108694266100,1408694266100,2200
564,72512283800,1178986517700,1478986517700,-1106474233900,1406474233900,1300
565,72563164500,1179178922100,1479178922100,-1106615757600,1406615757600,900
566,83684771800,1177192116800,1477192116800,-1093507345000,1393507345000,2200
567,83746261800,1177410219300,1477410219300,-1093663957500,1393663957500,1700
568,83903900800,1177628301800,1477628301800,-1093724401000,1393724401000,2200
569,83965156500,1177846719000,1477846719000,-1093881562500,1393881562500,2000
570,84123245700,1178065271400,1478065271400,-1093942025700,1393942025700,1600
571,217663031400,1175464400000,1475464400000,-957801368600,1257801368600,2000
572,217903529300,1175703354200,1475703354200,-957799824900,1257799824900,2800
573,217940761600,1175941726400,1475941726400,-958000964800,1258000964800,2600
574,1360159737500,1175458963900,1475458963900,184700773600,115299226400,3100
575,1360583158400,1175881123700,1475881123700,184702034700,115297965300,3300
576,69263176000,1176131021400,1476131021400,-1106867845400,1406867845400,2600
577,69331632000,1176323563400,1476323563400,-1106991931400,1406991931400,2600
578,67804832800,1176468524700,1476468524700,-1108663691900,1408663691900,2300
579,67958956300,1176663465000,1476663465000,-1108704508700,1408704508700,3000
580,68000702400,1176858495400,1476858495400,-1108857793000,1408857793000,3600
581,68155015600,1177053440700,1477053440700,-1108898425100,1408898425100,3300
582,68196629100,1177248134500,1477248134500,-1109051505400,1409051505400,3500
583,68350624000,1177443051000,1477443051000,-1109092427000,1409092427000,3000
584,85589662800,1175862886300,1475862886300,-1090273223500,1390273223500,3700
585,85721213800,1176085671100,1476085671100,-1090364457300,1390364457300,2900
586,85813520300,1176308520400,1476308520400,-1090495000100,1390495000100,2600
587,85944937000,1176530981200,1476530981200,-1090586044200,1390586044200,2800
588,78599031600,1176052914400,1476052914400,-1097453882800,1397453882800,3600
589,78686836400,1176230740400,1476230740400,-1097543904000,1397543904000,3600
590,78777736800,1176408443700,1476408443700,-1097630706900,1397630706900,3300
591,78865485900,1176586335000,1476586335000,-1097720849100,1397720849100,3000
592,78956606200,1176764054700,1476764054700,-1097807448500,1397807448500,3300
593,78997646600,1176895489800,1476895489800,-1097897843200,1397897843200,4200
594,79089021600,1177123542800,1477123542800,-1098034521200,1398034521200,3200
595,79226694200,1177351501000,1477351501000,-1098124806800,1398124806800,3000
596,79317940000,1177579545600,1477579545600,-1098261605600,1398261605600,3400
597,79455617700,1177807514400,1477807514400,-1098351896700,1398351896700,3600
598,1357720500400,1176230630700,1476230630700,181489869700,118510130300,3300
599,1358300913100,1176810261400,1476810261400,181490651700,118509348300,2600
600,1358470417200,1177389730400,1477389730400,181080686800,118919313200,2600
601,1358881381900,1177969166600,1477969166600,180912215300,119087784700,1400
602,1359050797200,1178548931500,1478548931500,180501865700,119498134300,1500
603,1359462246300,1179128232900,1479128232900,180334013400,119665986600,1100
604,1358855569500,1178932530900,1478932530900,179923038600,120076961400,1100
605,1359039265900,1179008064800,1479008064800,180031201100,119968798900,-4800
606,1359222577200,1179115182200,1479115182200,180107395000,119892605000,1800
607,1359267646700,1179190716100,1479190716100,180076930600,119923069400,-6100
608,61915386400,1178907075500,1478907075500,-1116991689100,1416991689100,1500
609,62069055400,1178982248600,1478982248600,-1116913193200,1416913193200,-5600
610,69794871300,1178533308500,1478533308500,-1108738437200,1408738437200,1500
611,69950274700,1178608316900,1478608316900,-1108658042200,1408658042200,-4900
612,70001543700,1178739113700,1478739113700,-1108737570000,1408737570000,300
613,70157017300,1178814105100,1478814105100,-1108657087800,1408657087800,-5100
614,88226518700,1178722627500,1478722627500,-1090496108800,1390496108800,500
615,88372024400,1178797343900,1478797343900,-1090425319500,1390425319500,-4900
616,88404188600,1178899376800,1478899376800,-1090495188200,1390495188200,1200
617,88549681800,1178973933200,1478973933200,-1090424251400,1390424251400,-4200
618,88822934000,1179075913700,1479075913700,-1090252979700,1390252979700,1300
619,87574998800,1176482830200,1476482830200,-1088907831400,1388907831400,-4200
620,87795420200,1176584466800,1476584466800,-1088789046600,1388789046600,1200
621,87825785600,1176732679800,1476732679800,-1088906894200,1388906894200,-3800
622,88460251600,1176834455500,1476834455500,-1088374203900,1388374203900,1500
623,85705388900,1176386740800,1476386740800,-1090681351900,1390681351900,-4800
624,85736294400,1176488689500,1476488689500,-1090752395100,1390752395100,1500
625,85955936000,1176636210600,1476636210600,-1090680274600,1390680274600,-4600
626,85986432100,1176738007100,1476738007100,-1090751575000,1390751575000,900
627,86206378000,1176885507800,1476885507800,-1090679129800,1390679129800,-4800
628,70721990400,1176833546000,1476833546000,-1106111555600,1406111555600,2000
629,70880052800,1176981053100,1476981053100,-1106101000300,1406101000300,-5100
630,70968563700,1177079174200,1477079174200,-1106110610500,1406110610500,1800
631,71126781500,1177226869700,1477226869700,-1106100088200,1406100088200,-5700
632,71215104000,1177324706300,1477324706300,-1106109602300,1406109602300,1700
633,464423175200,1177111341900,1477111341900,-712688166700,1012688166700,-5900
634,464634614100,1177209094600,1477209094600,-712574480500,1012574480500,2400
635,1119409220500,1177321359200,1477321359200,-57912138700,357912138700,-6200
636,1119620447100,1177419147100,1477419147100,-57798700000,357798700000,1900
637,83399995100,1177330832500,1477330832500,-1093930837400,1393930837400,-5500
638,83557492100,1177428289800,1477428289800,-1093870797700,1393870797700,1200
639,83610824500,1177540924300,1477540924300,-1093930099800,1393930099800,-5300
640,1356900542400,1177217229500,1477217229500,179683312900,120316687100,1500
641,1356944941700,1177330013700,1477330013700,179614928000,120385072000,-4700
642,81680213200,1180245172400,1480245172400,-1098564959200,1398564959200,1600
643,81760816100,1180357962800,1480357962800,-1098597146700,1398597146700,-4800
644,81918217200,1180481941300,1480481941300,-1098563724100,1398563724100,2700
645,82185979600,1180595058600,1480595058600,-1098409079000,1398409079000,-3600
646,82343902200,1180718793900,1480718793900,-1098374891700,1398374891700,2100
647,82424148500,1180832259700,1480832259700,-1098408111200,1398408111200,-3700
648,82581919700,1180955928400,1480955928400,-1098374008700,1398374008700,2600
649,278969956700,1179882974000,1479882974000,-900913017300,1200913017300,-3000
650,279373094100,1180006010100,1480006010100,-900632916000,1200632916000,2900
651,279376545900,1180284927400,1480284927400,-900908381500,1200908381500,-3400
652,52645439000,1180240063500,1480240063500,-1127594624500,1427594624500,2500
653,52800605100,1180441998600,1480441998600,-1127641393500,1427641393500,3400
654,55109403000,1180381022300,1480381022300,-1125271619300,1425271619300,-3300
655,55262923300,1180505709600,1480505709600,-1125242786300,1425242786300,2400
656,1359359613400,1180178357400,1480178357400,179181256000,120818744000,-3400
657,1359505344900,1180303353900,1480303353900,179201991000,120798009000,2100
658,1359566415300,1180384126800,1480384126800,179182288500,120817711500,-3800
659,1359711906400,1180509130200,1480509130200,179202776200,120797223800,1800
660,1359773018700,1180590121800,1480590121800,179182896900,120817103100,-3800
661,319270347100,1180493898200,1480493898200,-861223551100,1161223551100,1800
662,319664723200,1180574587900,1480574587900,-860909864700,1160909864700,-3900
663,457892444800,1180886827600,1480886827600,-722994382800,1022994382800,1400
664,1359682978200,1180483061100,1480483061100,179199917100,120800082900,-4100
665,1359827186600,1180794859900,1480794859900,179032326700,120967673300,1100
666,1363183928400,1183982851700,1483982851700,179201076700,120798923300,-3700
667,1363328124700,1184294836600,1484294836600,179033288100,120966711900,1400
668,1366684526500,1187482759400,1487482759400,179201767100,120798232900,-3400
669,100716119700,1187684180600,1487684180600,-1086968060900,1386968060900,1400
670,100856283700,1187905658700,1487905658700,-1087049375000,1387049375000,1300
671,100938441300,1188127264700,1488127264700,-1087188823400,1387188823400,1300
672,56986863100,1188223346500,1488223346500,-1131236483400,1431236483400,500
673,57115304900,1188441235500,1488441235500,-1131325930600,1431325930600,1500
674,57205583800,1188659192100,1488659192100,-1131453608300,1431453608300,1900
675,57334186600,1188877058000,1488877058000,-1131542871400,1431542871400,1000
676,57424253100,1189094958600,1489094958600,-1131670705500,1431670705500,1400
677,73006004700,1188346218500,1488346218500,-1115340213800,1415340213800,500
678,73137282800,1188531824700,1488531824700,-1115394541900,1415394541900,1300
679,73192404700,1188717590400,1488717590400,-1115525185700,1415525185700,1600
680,73324297300,1188903400600,1488903400600,-1115579103300,1415579103300,1400
681,85963486600,1188948903500,1488948903500,-1102985416900,1402985416900,1500
682,86010225700,1189189480700,1489189480700,-1103179255000,1403179255000,2300
683,86205173300,1189429858200,1489429858200,-1103224684900,1403224684900,1800
684,1368484825900,1189608239300,1489608239300,178876586600,121123413400,-3300
685,1368656114900,1189639105000,1489639105000,179017009900,120982990100,2000
686,1368810651500,1189778885000,1489778885000,179031766500,120968233500,-3000
687,1368827024900,1189809386600,1489809386600,179017638300,120982361700,2400
688,1368982303700,1189949309700,1489949309700,179032994000,120967006000,-2700
689,1368998136400,1189979681800,1489979681800,179018454600,120981545400,1200
690,1369153815700,1190120026100,1490120026100,179033789600,120966210400,-3100
691,83917123800,1189173870700,1489173870700,-1105256746900,1405256746900,1300
692,84116170100,1189314314800,1489314314800,-1105198144700,1405198144700,-3800
693,84163560800,1189371796400,1489371796400,-1105208235600,1405208235600,600
694,84315393400,1189512343700,1489512343700,-1105196950300,1405196950300,-2700
695,84362635500,1189570038500,1489570038500,-1105207403000,1405207403000,500
696,204687271600,1189621818000,1489621818000,-984934546400,1284934546400,-3000
697,204755616700,1189679284400,1489679284400,-984923667700,1284923667700,600
698,204884876100,1189818317800,1489818317800,-984933441700,1284933441700,-3800
699,204953190300,1189875768500,1489875768500,-984922578200,1284922578200,500
700,205082795400,1190014866700,1490014866700,-984932071300,1284932071300,-3700
701,1411523385300,1189318139000,1489318139000,222205246300,77794753700,0
702,1411525766800,1189457208100,1489457208100,222068558700,77931441300,-3100
703,1411712150900,1189506101900,1489506101900,222206049000,77793951000,1100
704,1411714484700,1189645364800,1489645364800,222069119900,77930880100,-2800
705,1411901304700,1189694482800,1489694482800,222206821900,77793178100,1200
706,1411903167000,1189833511800,1489833511800,222069655200,77930344800,-3800
707,1412090204900,1189882653800,1489882653800,222207551100,77792448900,1200
708,74917372600,1189895675800,1489895675800,-1114978303200,1414978303200,-3800
709,74998306100,1189944900800,1489944900800,-1114946594700,1414946594700,1200
710,75119953700,1190097410200,1490097410200,-1114977456500,1414977456500,-4200
711,75200885800,1190146684900,1490146684900,-1114945799100,1414945799100,1100
712,1134204683900,1190220588300,1490220588300,-56015904400,356015904400,-4300
713,1134265165200,1190269632600,1490269632600,-56004467400,356004467400,400
714,1134629490300,1190644103100,1490644103100,-56014612800,356014612800,-4100
715,1411585839500,1190391608600,1490391608600,221194230900,78805769100,400
716,1411772954400,1190766169000,1490766169000,221006785400,78993214600,-3000
717,1412008037200,1190812918900,1490812918900,221195118300,78804881700,1100
718,78479810900,1191187342600,1491187342600,-1112707531700,1412707531700,-2600
719,78699801000,1191234278600,1491234278600,-1112534477600,1412534477600,400
720,78727146200,1191433797400,1491433797400,-1112706651200,1412706651200,-3400
721,78947440200,1191480768800,1491480768800,-1112533328600,1412533328600,200
722,78974693100,1191680418300,1491680418300,-1112705725200,1412705725200,-3300
723,79195171300,1191727496200,1491727496200,-1112532324900,1412532324900,800
724,1412147297300,1191879074600,1491879074600,220268222700,79731777300,-2600
725,1412350956400,1191925977100,1491925977100,220424979300,79575020700,900
726,1412382130700,1192081788000,1492081788000,220300342700,79699657300,-3000
727,1412554153200,1192128402000,1492128402000,220425751200,79574248800,0
728,1412585408700,1192284491500,1492284491500,220300917200,79699082800,-3500
729,1412757420400,1192330925300,1492330925300,220426495100,79573504900,700
730,1412788728200,1192487148700,1492487148700,220301579500,79698420500,-2700
731,1412913941900,1192486659400,1492486659400,220427282500,79572717500,600
732,1412944750900,1192642531700,1492642531700,220302219200,79697780800,-2700
733,1413430745200,1193002271300,1493002271300,220428473900,79571526100,1700
734,1413460819600,1193157865100,1493157865100,220302954500,79697045500,-3100
735,1413947097300,1193517896200,1493517896200,220429201100,79570798900,1800
736,1413977060500,1193673503800,1493673503800,220303556700,79696443300,-2800
737,1414068903100,1193638727600,1493638727600,220430175500,79569824500,1400
738,1414098592200,1193794438800,1493794438800,220304153400,79695846600,-2800
739,1420252127400,1199821148100,1499821148100,220430979300,79569020700,900
740,1420281748800,1199976821700,1499976821700,220304927100,79695072900,-2700
741,1426436040700,1206003580100,1506003580100,220432460600,79567539400,900
742,45775676100,1205571568200,1505571568200,-1159795892100,1459795892100,-2200
743,45971015300,1205791898100,1505791898100,-1159820882800,1459820882800,-2100
744,45996861500,1206012042100,1506012042100,-1160015180600,1460015180600,-2100
745,46192192300,1206232339400,1506232339400,-1160040147100,1460040147100,-1400
746,46218038300,1206452594300,1506452594300,-1160234556000,1460234556000,-1300
747,70162983500,1206606832000,1506606832000,-1136443848500,1436443848500,-1000
748,70295924000,1206879136900,1506879136900,-1136583212900,1436583212900,-900
749,48946123100,1206152341300,1506152341300,-1157206218200,1457206218200,-1300
750,49099993500,1206349112900,1506349112900,-1157249119400,1457249119400,-1900
751,73547691000,1205509131800,1505509131800,-1131961440800,1431961440800,-1800
752,73601023900,1205734146900,1505734146900,-1132133123000,1432133123000,-1900
753,70368507600,1205959446800,1505959446800,-1135590939200,1435590939200,-800
754,70450809500,1206205754900,1506205754900,-1135754945400,1435754945400,-900
755,70615789400,1206451696000,1506451696000,-1135835906600,1435835906600,-1000
756,70697657000,1206697768400,1506697768400,-1136000111400,1436000111400,-1400
757,70863029100,1206943652400,1506943652400,-1136080623300,1436080623300,-1400
758,70944533800,1207189723400,1507189723400,-1136245189600,1436245189600,-400
759,71110035200,1207435755900,1507435755900,-1136325720700,1436325720700,100
760,71191465300,1207682009200,1507682009200,-1136490543900,1436490543900,-200
761,63858574100,1207787705100,1507787705100,-1143929131000,1443929131000,-100
762,63908387900,1207990865500,1507990865500,-1144082477600,1444082477600,-500
763,64062622700,1208193977300,1508193977300,-1144131354600,1444131354600,-300
764,64112222000,1208397564500,1508397564500,-1144285342500,1444285342500,-500
765,44780070700,1207633433500,1507633433500,-1162853362800,1462853362800,-500
766,44830832000,1207831898100,1507831898100,-1163001066100,1463001066100,-1100
767,59264840300,1206817909600,1506817909600,-1147553069300,1447553069300,-600
768,59402625600,1207067552700,1507067552700,-1147664927100,1447664927100,-700
769,60350193200,1207174901100,1507174901100,-1146824707900,1446824707900,900
770,60400714600,1207317105300,1507317105300,-1146916390700,1446916390700,-1300
771,60600939300,1207424503200,1507424503200,-1146823563900,1446823563900,800
772,60650949200,1207566478600,1507566478600,-1146915529400,1446915529400,-600
773,80861322600,1207444592700,1507444592700,-1126583270100,1426583270100,300
774,80894603600,1207586666500,1507586666500,-1126692062900,1426692062900,-500
775,81257603600,1207839649100,1507839649100,-1126582045500,1426582045500,-100
776,81290618800,1207981670800,1507981670800,-1126691052000,1426691052000,-1800
777,81653427200,1208234430800,1508234430800,-1126581003600,1426581003600,200
778,81686525900,1208376794800,1508376794800,-1126690268900,1426690268900,-800
779,42912874300,1208566684300,1508566684300,-1165653810000,1465653810000,-300
780,43068211900,1208708713900,1508708713900,-1165640502000,1465640502000,-900
781,43119228900,1208772126100,1508772126100,-1165652897200,1465652897200,-100
782,82612483500,1208726044700,1508726044700,-1126113561200,1426113561200,-700
783,82782473100,1208789211200,1508789211200,-1126006738100,1426006738100,-200
784,83527582100,1209201745200,1509201745200,-1125674163100,1425674163100,-200
785,83626763500,1209264831300,1509264831300,-1125638067800,1425638067800,-300
786,84004189700,1209677388000,1509677388000,-1125673198300,1425673198300,0
787,84103237200,1209740402100,1509740402100,-1125637164900,1425637164900,-100
788,39576216500,1209750005800,1509750005800,-1170173789300,1470173789300,-800
789,39771246700,1209813199200,1509813199200,-1170041952500,1470041952500,800
790,1419754599900,1209146314500,1509146314500,210608285400,89391714600,-1500
791,1420215731400,1209209212900,1509209212900,211006518500,88993481500,100
792,1420677390700,1209606840100,1509606840100,211070550600,88929449400,-1100
793,1421138898500,1209669593600,1509669593600,211469304900,88530695100,-600
794,1421601007200,1210067621700,1510067621700,211533385500,88466614500,-700
795,1422062810400,1210130371600,1510130371600,211932438800,88067561200,-600
796,1422400082800,1210403183200,1510403183200,211996899600,88003100400,-1200
797,1425783647600,1210466012300,1510466012300,215317635300,84682364700,-300
798,1447283824900,1235286254900,1535286254900,211997570000,88002430000,-1900
799,1450667477200,1235349262600,1535349262600,215318214600,84681785400,400
800,1472168554500,1260169417100,1560169417100,211999137400,88000862600,-2100
801,83511229500,1259949983200,1559949983200,-1176438753700,1476438753700,-200
802,83652820900,1260205145000,1560205145000,-1176552324100,1476552324100,0
803,84384664500,1260460586400,1560460586400,-1176075921900,1476075921900,-400
804,264140797200,1260684540200,1560684540200,-996543743000,1296543743000,-200
805,264153800500,1261112923700,1561112923700,-996959123200,1296959123200,-700
806,264570369700,1261541319500,1561541319500,-996970949800,1296970949800,500
807,53677375800,1261953836200,1561953836200,-1208276460400,1508276460400,800
808,53704926300,1262137346500,1562137346500,-1208432420200,1508432420200,500
809,53861909800,1262320797100,1562320797100,-1208458887300,1508458887300,900
810,53889211900,1262504545100,1562504545100,-1208615333200,1508615333200,-100
811,54046501900,1262688353100,1562688353100,-1208641851200,1508641851200,-100
812,192119394100,1262750004200,1562750004200,-1070630610100,1370630610100,-200
813,192156836700,1262987768800,1562987768800,-1070830932100,1370830932100,-800
814,192358409800,1263225470000,1563225470000,-1070867060200,1370867060200,0
815,192395641600,1263463392400,1563463392400,-1071067750800,1371067750800,-400
816,192597542900,1263701260600,1563701260600,-1071103717700,1371103717700,-600
817,59809993500,1263480808800,1563480808800,-1203670815300,1503670815300,200
818,59964546700,1263659388100,1563659388100,-1203694841400,1503694841400,-100
819,59989511400,1263838321400,1563838321400,-1203848810000,1503848810000,600
820,60144515300,1264016734800,1564016734800,-1203872219500,1503872219500,200
821,60168742300,1264195210900,1564195210900,-1204026468600,1504026468600,-900
822,60323887900,1264374099800,1564374099800,-1204050211900,1504050211900,-800
823,1474233636000,1264144178800,1564144178800,210089457200,89910542800,200
824,1474744226800,1264653240300,1564653240300,210090986500,89909013500,-300
825,1475254695700,1265162244400,1565162244400,210092451300,89907548700,600
826,1475764631000,1265671399900,1565671399900,210093231100,89906768900,100
827,89172237800,1265982597000,1565982597000,-1176810359200,1476810359200,1000
828,89534797000,1266423690900,1566423690900,-1176888893900,1476888893900,100
