pool,original_swf_hour,valid,utilisation,arrivals,offered_work_ratio
old_CE2,5779.104722222222,True,0.04867063492063493,82,0.013625992063492064
old_CE2,5780.104722222222,True,0.02148313492063492,107,0.019246031746031747
old_CE2,5781.104722222222,True,0.021344246031746034,106,0.020689484126984126
old_CE2,5782.104722222222,True,0.013581349206349206,113,0.013447420634920635
old_CE2,5783.104722222222,True,0.021101190476190475,127,0.021111111111111112
old_CE2,5784.104722222222,True,0.016413690476190478,98,0.01640376984126984
old_CE2,5785.104722222222,True,0.019221230158730156,111,0.01922123015873016
old_CE2,5786.104722222222,True,0.012356150793650794,103,0.012356150793650794
old_CE2,5787.104722222222,True,0.013467261904761904,82,0.013467261904761905
old_CE2,5788.104722222222,True,0.0712202380952381,100,0.12435515873015873
old_CE2,5789.104722222222,True,0.03675099206349207,74,0.018893849206349206
old_CE2,5790.104722222222,True,0.03602678571428571,109,0.018169642857142856
old_CE2,5791.104722222222,True,0.03992559523809524,90,0.022504960317460316
old_CE2,5792.104722222222,True,0.019851190476190474,96,0.02066468253968254
old_CE2,5793.104722222222,True,0.011284722222222222,86,0.010471230158730159
old_CE2,5794.104722222222,True,0.016790674603174603,104,0.016790674603174603
old_CE2,5795.104722222222,True,0.01587797619047619,102,0.01587797619047619
old_CE2,5796.104722222222,True,0.013080357142857144,101,0.013120039682539683
old_CE2,5797.104722222222,True,0.01714781746031746,104,0.01710813492063492
old_CE2,5798.104722222222,True,0.015600198412698413,107,0.015912698412698413
old_CE2,5799.104722222222,True,0.014781746031746031,90,0.014469246031746031
old_CE2,5800.104722222222,True,0.006438492063492064,42,0.006438492063492064
old_CE2,5801.104722222222,True,0.0018303571428571427,6,0.001830357142857143
old_CE2,5802.104722222222,True,0.00011904761904761906,2,0.00011904761904761905
old_CE2,5803.104722222222,True,0.000496031746031746,3,0.000496031746031746
old_CE2,5804.104722222222,True,0.00011904761904761906,2,0.00011904761904761905
old_CE2,5805.104722222222,True,0.00011904761904761906,2,0.00011904761904761905
old_CE2,5806.104722222222,True,0.0006299603174603174,12,0.0006299603174603174
old_CE2,5807.104722222222,True,5.4563492063492063e-05,1,5.4563492063492063e-05
old_CE2,5808.104722222222,True,0.0001884920634920635,3,0.0001884920634920635
old_CE2,5809.104722222222,True,5.952380952380953e-05,1,5.9523809523809524e-05
old_CE2,5810.104722222222,True,5.952380952380953e-05,1,5.9523809523809524e-05
old_CE2,5811.104722222222,True,0.00011904761904761906,2,0.00011904761904761905
old_CE2,5812.104722222222,True,0.00011904761904761906,2,0.00011904761904761905
old_CE2,5813.104722222222,True,5.952380952380953e-05,1,5.9523809523809524e-05
old_CE2,5814.104722222222,True,7.936507936507937e-05,1,7.936507936507937e-05
old_CE2,5815.104722222222,True,0.0001140873015873016,2,0.0001140873015873016
old_CE2,5816.104722222222,True,0.00023313492063492064,4,0.00023313492063492064
old_CE2,5817.104722222222,True,5.952380952380953e-05,1,5.9523809523809524e-05
old_CE2,5818.104722222222,True,0.0001140873015873016,2,0.0001140873015873016
old_CE2,5819.104722222222,True,0.00010912698412698413,2,0.00010912698412698413
old_CE2,5820.104722222222,True,0.00011904761904761906,2,0.00011904761904761905
old_CE2,5821.104722222222,True,0.010828373015873015,5,0.010828373015873015
old_CE2,5822.104722222222,True,0.0,0,0.0
old_CE2,5823.104722222222,True,5.952380952380953e-05,1,5.9523809523809524e-05
