overlay,level,k,policy,family,promise_s,bmax_or_skip,sigma_s,bound_abs_tight_s,bound_abs_old_s,max_wait_s,ratio_max_wait_over_tight,shift_per_job_s,min_slack_old_s,min_slack_tight_s,per_job_violations_tight,needs_rerun
2,2,4,Skip(300),skip,300.0,N=14,4578.356237,1399.589059,1489.58905925,1131.866286,0.8087,45.0,264.609893,219.609893,0,False
2,2,4,Guard(600),work,600.0,B_max=1800,4578.356237,1699.589059,1789.58905925,1579.655438,0.9294,90.0,139.35382475,49.353825,0,False
2,2,4,Guard-age(600),work,600.0,B_max=1800,4578.356237,1699.589059,1789.58905925,1579.655438,0.9294,90.0,139.35382475,49.353825,0,False
2,2,4,Guard-fixed(600),work,600.0,B_max=1800,4578.356237,1699.589059,1789.58905925,1381.364852,0.8128,90.0,342.30246425,252.302464,0,False
2,2,4,Guard-queue(600),work,600.0,B_max=1800,4578.356237,1699.589059,1789.58905925,1579.782049,0.9295,90.0,139.41151175,49.411512,0,False
2,2,4,Fixed(600),work,600.0,B_max=1800,4578.356237,1699.589059,1789.58905925,1582.142708,0.9309,90.0,136.7904035,46.790403,0,False
2,2,4,Skip(600),skip,600.0,N=34,4578.356237,1699.589059,1789.58905925,1132.987968,0.6666,45.0,541.907176,496.907176,0,False
2,2,4,Guard(1200),work,1200.0,B_max=4200,4578.356237,2299.589059,2389.58905925,2180.887619,0.9484,90.0,147.72507825,57.725078,0,False
2,2,4,Guard-queue(1200),work,1200.0,B_max=4200,4578.356237,2299.589059,2389.58905925,2180.887619,0.9484,90.0,147.72507825,57.725078,0,False
2,2,4,Guard-fixed(1200),work,1200.0,B_max=4200,4578.356237,2299.589059,2389.58905925,1637.861895,0.7122,90.0,678.89544775,588.895448,0,False
2,2,4,Guard-age(1200),work,1200.0,B_max=4200,4578.356237,2299.589059,2389.58905925,2175.721821,0.9461,90.0,138.839891,48.839891,0,False
2,2,4,Fixed(1200),work,1200.0,B_max=4200,4578.356237,2299.589059,2389.58905925,2175.707514,0.9461,90.0,147.72488925,57.724889,0,False
2,2,4,Skip(1200),skip,1200.0,N=74,4578.356237,2299.589059,2389.58905925,1135.275402,0.4937,45.0,1084.804672,1039.804672,0,False
3,0,8,FCFS,fcfs,0.0,,3167.183465,448.397933,448.397933125,392.775066,0.876,0.0,42.29602075,42.296021,0,False
3,0,8,Guard(300),work,300.0,B_max=1080,3167.183465,643.397933,748.397933125,530.174465,0.824,105.0,184.055621,79.055621,0,False
3,0,8,Guard-age(300),work,300.0,B_max=1080,3167.183465,643.397933,748.397933125,530.174465,0.824,105.0,184.055621,79.055621,0,False
3,0,8,Guard-fixed(300),work,300.0,B_max=1080,3167.183465,643.397933,748.397933125,462.149683,0.7183,105.0,234.327149875,129.32715,0,False
3,0,8,Guard-queue(300),work,300.0,B_max=1080,3167.183465,643.397933,748.397933125,531.826391,0.8266,105.0,188.85208825,83.852088,0,False
3,0,8,Fixed(300),work,300.0,B_max=1080,3167.183465,643.397933,748.397933125,530.148747,0.824,105.0,184.3165205,79.31652,0,False
3,0,8,Skip(300),skip,300.0,N=26,3167.183465,643.397933,748.397933125,393.525931,0.6116,52.5,294.951106875,242.451107,0,False
3,0,8,Guard(600),work,600.0,B_max=3480,3167.183465,943.397933,1048.397933125,786.069527,0.8332,105.0,189.111783375,84.111783,0,False
3,0,8,Guard-age(600),work,600.0,B_max=3480,3167.183465,943.397933,1048.397933125,786.069527,0.8332,105.0,189.111783375,84.111783,0,False
3,0,8,Guard-fixed(600),work,600.0,B_max=3480,3167.183465,943.397933,1048.397933125,640.705554,0.6791,105.0,376.67419475,271.674195,0,False
3,0,8,Guard-queue(600),work,600.0,B_max=3480,3167.183465,943.397933,1048.397933125,785.739442,0.8329,105.0,183.394006875,78.394007,0,False
3,0,8,Fixed(600),work,600.0,B_max=3480,3167.183465,943.397933,1048.397933125,741.386543,0.7859,105.0,191.14149625,86.141496,0,False
3,0,8,Skip(600),skip,600.0,N=66,3167.183465,943.397933,1048.397933125,394.580519,0.4183,52.5,582.0989295,529.59893,0,False
3,0,8,Guard(1200),work,1200.0,B_max=8280,3167.183465,1543.397933,1648.397933125,831.697826,0.5389,105.0,717.410302875,612.410303,0,False
3,0,8,Guard-queue(1200),work,1200.0,B_max=8280,3167.183465,1543.397933,1648.397933125,831.697826,0.5389,105.0,717.410302875,612.410303,0,False
3,0,8,Guard-fixed(1200),work,1200.0,B_max=8280,3167.183465,1543.397933,1648.397933125,824.945465,0.5345,105.0,712.2069215,607.206922,0,False
3,0,8,Guard-age(1200),work,1200.0,B_max=8280,3167.183465,1543.397933,1648.397933125,974.351573,0.6313,105.0,422.43960275,317.439603,0,False
3,0,8,Fixed(1200),work,1200.0,B_max=8280,3167.183465,1543.397933,1648.397933125,1078.505911,0.6988,105.0,322.6372775,217.637277,0,False
3,0,8,Skip(1200),skip,1200.0,N=146,3167.183465,1543.397933,1648.397933125,396.598997,0.257,52.5,1150.4408955,1097.940895,0,False
3,1,5,FCFS,fcfs,0.0,,4137.641192,875.528238,875.5282384,825.00088,0.9423,0.0,36.655574,36.655574,0,False
3,1,5,Guard(300),work,300.0,B_max=720,4137.641192,1079.528238,1175.5282384000002,965.742458,0.8946,96.0,142.335114,46.335114,0,False
3,1,5,Guard-age(300),work,300.0,B_max=720,4137.641192,1079.528238,1175.5282384000002,965.742458,0.8946,96.0,142.335114,46.335114,0,False
3,1,5,Guard-fixed(300),work,300.0,B_max=720,4137.641192,1079.528238,1175.5282384000002,906.919104,0.8401,96.0,214.87445259999998,118.874453,0,False
3,1,5,Guard-queue(300),work,300.0,B_max=720,4137.641192,1079.528238,1175.5282384000002,965.718056,0.8946,96.0,142.335032,46.335032,0,False
3,1,5,Fixed(300),work,300.0,B_max=720,4137.641192,1079.528238,1175.5282384000002,965.791263,0.8946,96.0,142.335032,46.335032,0,False
3,1,5,Skip(300),skip,300.0,N=17,4137.641192,1079.528238,1175.5282384000002,825.752489,0.7649,48.0,291.566173,243.566173,0,False
3,1,5,Guard(600),work,600.0,B_max=2220,4137.641192,1379.528238,1475.5282384000002,1269.42292,0.9202,96.0,142.4859884,46.485988,0,False
3,1,5,Guard-age(600),work,600.0,B_max=2220,4137.641192,1379.528238,1475.5282384000002,1269.42292,0.9202,96.0,142.4859884,46.485988,0,False
3,1,5,Guard-fixed(600),work,600.0,B_max=2220,4137.641192,1379.528238,1475.5282384000002,1067.027,0.7735,96.0,355.3748858,259.374886,0,False
3,1,5,Guard-queue(600),work,600.0,B_max=2220,4137.641192,1379.528238,1475.5282384000002,1266.809466,0.9183,96.0,142.4835664,46.483566,0,False
3,1,5,Fixed(600),work,600.0,B_max=2220,4137.641192,1379.528238,1475.5282384000002,1263.996251,0.9163,96.0,142.498029,46.498029,0,False
3,1,5,Skip(600),skip,600.0,N=42,4137.641192,1379.528238,1475.5282384000002,826.875013,0.5994,48.0,579.0752702000001,531.07527,0,False
3,1,5,Guard(1200),work,1200.0,B_max=5220,4137.641192,1979.528238,2075.5282384,1867.537041,0.9434,96.0,158.05874780000002,62.058748,0,False
3,1,5,Guard-queue(1200),work,1200.0,B_max=5220,4137.641192,1979.528238,2075.5282384,1867.537041,0.9434,96.0,158.05874780000002,62.058748,0,False
3,1,5,Guard-fixed(1200),work,1200.0,B_max=5220,4137.641192,1979.528238,2075.5282384,1333.039301,0.6734,96.0,699.8467817999999,603.846782,0,False
3,1,5,Guard-age(1200),work,1200.0,B_max=5220,4137.641192,1979.528238,2075.5282384,1863.805516,0.9415,96.0,157.7789304,61.77893,0,False
3,1,5,Fixed(1200),work,1200.0,B_max=5220,4137.641192,1979.528238,2075.5282384,1875.493043,0.9474,96.0,167.06625319999998,71.066253,0,False
3,1,5,Skip(1200),skip,1200.0,N=92,4137.641192,1979.528238,2075.5282384,828.971789,0.4188,48.0,1088.1515325999999,1040.151533,0,False
3,2,4,FCFS,fcfs,0.0,,4737.13783,1229.284457,1229.2844575,1177.133035,0.9576,0.0,34.80662775,34.806628,0,False
3,2,4,Guard(300),work,300.0,B_max=600,4737.13783,1439.284457,1529.2844575,1328.389511,0.923,90.0,134.005647,44.005647,0,False
3,2,4,Guard-age(300),work,300.0,B_max=600,4737.13783,1439.284457,1529.2844575,1328.389511,0.923,90.0,134.005647,44.005647,0,False
3,2,4,Guard-fixed(300),work,300.0,B_max=600,4737.13783,1439.284457,1529.2844575,1260.726749,0.8759,90.0,200.80301025,110.80301,0,False
3,2,4,Guard-queue(300),work,300.0,B_max=600,4737.13783,1439.284457,1529.2844575,1328.400613,0.923,90.0,134.83275,44.83275,0,False
3,2,4,Fixed(300),work,300.0,B_max=600,4737.13783,1439.284457,1529.2844575,1328.359058,0.9229,90.0,134.004822,44.004822,0,False
3,2,4,Skip(300),skip,300.0,N=14,4737.13783,1439.284457,1529.2844575,1177.881387,0.8184,45.0,263.719168,218.719168,0,False
3,2,4,Guard(600),work,600.0,B_max=1800,4737.13783,1739.284457,1829.2844575,1628.32613,0.9362,90.0,137.198441,47.198441,0,False
3,2,4,Guard-age(600),work,600.0,B_max=1800,4737.13783,1739.284457,1829.2844575,1628.32613,0.9362,90.0,137.198441,47.198441,0,False
3,2,4,Guard-fixed(600),work,600.0,B_max=1800,4737.13783,1739.284457,1829.2844575,1423.562721,0.8185,90.0,339.4566,249.4566,0,False
3,2,4,Guard-queue(600),work,600.0,B_max=1800,4737.13783,1739.284457,1829.2844575,1628.361701,0.9362,90.0,136.102776,46.102776,0,False
3,2,4,Fixed(600),work,600.0,B_max=1800,4737.13783,1739.284457,1829.2844575,1628.386991,0.9362,90.0,137.62647425,47.626474,0,False
3,2,4,Skip(600),skip,600.0,N=34,4737.13783,1739.284457,1829.2844575,1178.925564,0.6778,45.0,560.31706525,515.317065,0,False
3,2,4,Guard(1200),work,1200.0,B_max=4200,4737.13783,2339.284457,2429.2844575,2235.029975,0.9554,90.0,142.79063725,52.790637,0,False
3,2,4,Guard-queue(1200),work,1200.0,B_max=4200,4737.13783,2339.284457,2429.2844575,2235.029975,0.9554,90.0,142.79063725,52.790637,0,False
3,2,4,Guard-fixed(1200),work,1200.0,B_max=4200,4737.13783,2339.284457,2429.2844575,1685.756089,0.7206,90.0,678.78083025,588.78083,0,False
3,2,4,Guard-age(1200),work,1200.0,B_max=4200,4737.13783,2339.284457,2429.2844575,2228.28225,0.9525,90.0,138.93311175,48.933112,0,False
3,2,4,Fixed(1200),work,1200.0,B_max=4200,4737.13783,2339.284457,2429.2844575,2234.880265,0.9554,90.0,138.95341575,48.953416,0,False
3,2,4,Skip(1200),skip,1200.0,N=74,4737.13783,2339.284457,2429.2844575,1181.295904,0.505,45.0,1084.36871425,1039.368714,0,False
4,0,7,FCFS,fcfs,0.0,,3548.439482,558.348497,558.3484974285715,491.724592,0.8807,0.0,39.538082571428575,39.538083,0,False
4,0,7,Guard(300),work,300.0,B_max=960,3548.439482,755.491355,858.3484974285715,630.671557,0.8348,102.857143,176.09490085714287,73.237758,0,False
4,0,7,Guard-age(300),work,300.0,B_max=960,3548.439482,755.491355,858.3484974285715,630.671557,0.8348,102.857143,176.09490085714287,73.237758,0,False
4,0,7,Guard-fixed(300),work,300.0,B_max=960,3548.439482,755.491355,858.3484974285715,589.57112,0.7804,102.857143,223.2981612857143,120.441018,0,False
4,0,7,Guard-queue(300),work,300.0,B_max=960,3548.439482,755.491355,858.3484974285715,628.835453,0.8324,102.857143,173.9491687142857,71.092026,0,False
4,0,7,Fixed(300),work,300.0,B_max=960,3548.439482,755.491355,858.3484974285715,630.485939,0.8345,102.857143,176.11107585714288,73.253933,0,False
4,0,7,Skip(300),skip,300.0,N=23,3548.439482,755.491355,858.3484974285715,492.476856,0.6519,51.428571,289.44989728571426,238.021326,0,False
4,0,7,Guard(600),work,600.0,B_max=3060,3548.439482,1055.491355,1158.3484974285714,935.114927,0.886,102.857143,181.214879,78.357736,0,False
4,0,7,Guard-age(600),work,600.0,B_max=3060,3548.439482,1055.491355,1158.3484974285714,935.114927,0.886,102.857143,181.214879,78.357736,0,False
4,0,7,Guard-fixed(600),work,600.0,B_max=3060,3548.439482,1055.491355,1158.3484974285714,742.483399,0.7034,102.857143,368.75048714285714,265.893344,0,False
4,0,7,Guard-queue(600),work,600.0,B_max=3060,3548.439482,1055.491355,1158.3484974285714,931.025844,0.8821,102.857143,174.15571914285712,71.298576,0,False
4,0,7,Fixed(600),work,600.0,B_max=3060,3548.439482,1055.491355,1158.3484974285714,931.576008,0.8826,102.857143,177.19459114285712,74.337448,0,False
4,0,7,Skip(600),skip,600.0,N=58,3548.439482,1055.491355,1158.3484974285714,493.60079,0.4677,51.428571,551.2981742857143,499.869603,0,False
4,0,7,Guard(1200),work,1200.0,B_max=7260,3548.439482,1655.491355,1758.3484974285714,1142.571393,0.6902,102.857143,464.46509028571427,361.607947,0,False
4,0,7,Guard-queue(1200),work,1200.0,B_max=7260,3548.439482,1655.491355,1758.3484974285714,1142.571393,0.6902,102.857143,464.46509028571427,361.607947,0,False
4,0,7,Guard-fixed(1200),work,1200.0,B_max=7260,3548.439482,1655.491355,1758.3484974285714,945.292399,0.571,102.857143,713.0686441428572,610.211501,0,False
4,0,7,Guard-age(1200),work,1200.0,B_max=7260,3548.439482,1655.491355,1758.3484974285714,1234.048096,0.7454,102.857143,224.91878742857142,122.061645,0,False
4,0,7,Fixed(1200),work,1200.0,B_max=7260,3548.439482,1655.491355,1758.3484974285714,1248.138619,0.7539,102.857143,192.25079457142857,89.393652,0,False
4,0,7,Skip(1200),skip,1200.0,N=128,3548.439482,1655.491355,1758.3484974285714,495.636255,0.2994,51.428571,1149.6978731428571,1098.269302,0,False
4,1,5,FCFS,fcfs,0.0,,4159.796596,879.959319,879.9593192000001,830.141863,0.9434,0.0,37.200008,37.200008,0,False
4,1,5,Guard(300),work,300.0,B_max=720,4159.796596,1083.959319,1179.9593192,978.673631,0.9029,96.0,145.7965838,49.796584,0,False
4,1,5,Guard-age(300),work,300.0,B_max=720,4159.796596,1083.959319,1179.9593192,978.673631,0.9029,96.0,145.7965838,49.796584,0,False
4,1,5,Guard-fixed(300),work,300.0,B_max=720,4159.796596,1083.959319,1179.9593192,925.110666,0.8535,96.0,207.65335280000002,111.653353,0,False
4,1,5,Guard-queue(300),work,300.0,B_max=720,4159.796596,1083.959319,1179.9593192,976.939265,0.9013,96.0,145.7966728,49.796673,0,False
4,1,5,Fixed(300),work,300.0,B_max=720,4159.796596,1083.959319,1179.9593192,977.220495,0.9015,96.0,145.7969678,49.796968,0,False
4,1,5,Skip(300),skip,300.0,N=17,4159.796596,1083.959319,1179.9593192,831.192152,0.7668,48.0,289.16765239999995,241.167652,0,False
4,1,5,Guard(600),work,600.0,B_max=2220,4159.796596,1383.959319,1479.9593192,1280.431768,0.9252,96.0,150.5488642,54.548864,0,False
4,1,5,Guard-age(600),work,600.0,B_max=2220,4159.796596,1383.959319,1479.9593192,1280.431768,0.9252,96.0,150.5488642,54.548864,0,False
4,1,5,Guard-fixed(600),work,600.0,B_max=2220,4159.796596,1383.959319,1479.9593192,1075.071586,0.7768,96.0,345.30055880000003,249.300559,0,False
4,1,5,Guard-queue(600),work,600.0,B_max=2220,4159.796596,1383.959319,1479.9593192,1280.431751,0.9252,96.0,150.5485472,54.548547,0,False
4,1,5,Fixed(600),work,600.0,B_max=2220,4159.796596,1383.959319,1479.9593192,1289.047676,0.9314,96.0,150.7050162,54.705016,0,False
4,1,5,Skip(600),skip,600.0,N=42,4159.796596,1383.959319,1479.9593192,832.337084,0.6014,48.0,568.767769,520.767769,0,False
4,1,5,Guard(1200),work,1200.0,B_max=5220,4159.796596,1983.959319,2079.9593192,1864.076295,0.9396,96.0,146.5165352,50.516535,0,False
4,1,5,Guard-queue(1200),work,1200.0,B_max=5220,4159.796596,1983.959319,2079.9593192,1864.076295,0.9396,96.0,146.5165352,50.516535,0,False
4,1,5,Guard-fixed(1200),work,1200.0,B_max=5220,4159.796596,1983.959319,2079.9593192,1353.377386,0.6822,96.0,687.1831786,591.183179,0,False
4,1,5,Guard-age(1200),work,1200.0,B_max=5220,4159.796596,1983.959319,2079.9593192,1833.358437,0.9241,96.0,152.2914824,56.291482,0,False
4,1,5,Fixed(1200),work,1200.0,B_max=5220,4159.796596,1983.959319,2079.9593192,1833.265337,0.924,96.0,146.05026080000002,50.050261,0,False
4,1,5,Skip(1200),skip,1200.0,N=92,4159.796596,1983.959319,2079.9593192,834.303493,0.4205,48.0,1125.5795056,1077.579506,0,False
4,2,4,FCFS,fcfs,0.0,,4669.386906,1212.346726,1212.3467265,1167.225164,0.9628,0.0,32.5445555,32.544556,0,False
4,2,4,Guard(300),work,300.0,B_max=600,4669.386906,1422.346726,1512.3467265,1320.876152,0.9287,90.0,137.48770275,47.487703,0,False
4,2,4,Guard-age(300),work,300.0,B_max=600,4669.386906,1422.346726,1512.3467265,1320.876152,0.9287,90.0,137.48770275,47.487703,0,False
4,2,4,Guard-fixed(300),work,300.0,B_max=600,4669.386906,1422.346726,1512.3467265,1251.849014,0.8801,90.0,201.19874325,111.198743,0,False
4,2,4,Guard-queue(300),work,300.0,B_max=600,4669.386906,1422.346726,1512.3467265,1320.897438,0.9287,90.0,137.48487675,47.484877,0,False
4,2,4,Fixed(300),work,300.0,B_max=600,4669.386906,1422.346726,1512.3467265,1321.748872,0.9293,90.0,137.48438775,47.484388,0,False
4,2,4,Skip(300),skip,300.0,N=14,4669.386906,1422.346726,1512.3467265,1167.974991,0.8212,45.0,273.46359,228.46359,0,False
4,2,4,Guard(600),work,600.0,B_max=1800,4669.386906,1722.346726,1812.3467265,1609.272347,0.9343,90.0,136.64378075,46.643781,0,False
4,2,4,Guard-age(600),work,600.0,B_max=1800,4669.386906,1722.346726,1812.3467265,1609.272347,0.9343,90.0,136.64378075,46.643781,0,False
4,2,4,Guard-fixed(600),work,600.0,B_max=1800,4669.386906,1722.346726,1812.3467265,1420.503011,0.8247,90.0,342.61606,252.61606,0,False
4,2,4,Guard-queue(600),work,600.0,B_max=1800,4669.386906,1722.346726,1812.3467265,1609.213686,0.9343,90.0,136.67418175,46.674182,0,False
4,2,4,Fixed(600),work,600.0,B_max=1800,4669.386906,1722.346726,1812.3467265,1612.103759,0.936,90.0,136.28745475,46.287455,0,False
4,2,4,Skip(600),skip,600.0,N=34,4669.386906,1722.346726,1812.3467265,1169.151339,0.6788,45.0,532.793089,487.793089,0,False
4,2,4,Guard(1200),work,1200.0,B_max=4200,4669.386906,2322.346726,2412.3467265,2221.230397,0.9565,90.0,134.61612275,44.616123,0,False
4,2,4,Guard-queue(1200),work,1200.0,B_max=4200,4669.386906,2322.346726,2412.3467265,2221.230397,0.9565,90.0,134.61612275,44.616123,0,False
4,2,4,Guard-fixed(1200),work,1200.0,B_max=4200,4669.386906,2322.346726,2412.3467265,1666.878856,0.7178,90.0,677.43156025,587.43156,0,False
4,2,4,Guard-age(1200),work,1200.0,B_max=4200,4669.386906,2322.346726,2412.3467265,2209.203107,0.9513,90.0,134.55700475,44.557005,0,False
4,2,4,Fixed(1200),work,1200.0,B_max=4200,4669.386906,2322.346726,2412.3467265,2209.237681,0.9513,90.0,134.73083975,44.73084,0,False
4,2,4,Skip(1200),skip,1200.0,N=74,4669.386906,2322.346726,2412.3467265,1171.237775,0.5043,45.0,1101.9196475,1056.919648,0,False
