trace,reps,rho,metric,pair,d_gain,lo,hi,resolved,verdict,wait,wait_base,d_wait_pct
primary,"0,1",0.8,p99dl,SPJF-q50 - SPJF-M4,-0.05237800538193493,-0.0613382519766503,-0.043594809403793136,True,SPJF-M4 better,47.713320665061616,43.65852159373466,9.287531788316096
primary,"0,1",0.8,p99dl,SPJF-q90 - SPJF-M4,-0.02890983036491057,-0.039826223887293614,-0.023279259275522542,True,SPJF-M4 better,45.891159552335836,43.65852159373466,5.113865236612994
primary,"0,1",0.8,p99dl,SPJF-q99 - SPJF-M4,0.0015730681793778567,-0.010785017214545967,0.012185705256959651,False,unresolved,43.530257448181544,43.65852159373466,-0.2937894845516817
primary,"0,1",0.8,p99dl,SPJF-phv - SPJF-M4,0.01078104465726537,0.0011101600245097267,0.017503800271770998,True,SPJF-phv better,42.82129272753399,43.65852159373466,-1.9176757151594068
primary,"0,1",0.8,p99dl,SPJF-logvar - SPJF-M4,0.006525241107067092,0.0005680211242014566,0.011755894512263023,True,SPJF-logvar better,43.147697426006246,43.65852159373466,-1.170044584839361
primary,"0,1",0.8,p99dl,2CLASS-FCFS-tau0.02 - SPJF-M4,-0.2598785113625435,-0.33327958151584686,-0.17970948770773765,True,SPJF-M4 better,63.77621538378338,43.65852159373466,46.07964964378401
primary,"0,1",0.8,p99dl,2CLASS-SPJF-tau0.02 - SPJF-M4,0.005199545782367254,0.002060691608061571,0.007843236709531758,True,2CLASS-SPJF-tau0.02 better,43.25288027785732,43.65852159373466,-0.9291228861390309
primary,"0,1",0.8,p99dl,2CLASS-TWEEDIE-tau0.02 - SPJF-M4,0.016707967266194723,0.005803674667652636,0.023788522566076713,True,2CLASS-TWEEDIE-tau0.02 better,42.360179354623,43.65852159373466,-2.973857546513861
primary,"0,1",0.8,p99dl,2CLASS-FCFS-tau0.05 - SPJF-M4,-0.0861920196804068,-0.14264207065656764,-0.05964987094272926,True,SPJF-M4 better,50.33607576265959,43.65852159373466,15.294961728349522
primary,"0,1",0.8,p99dl,2CLASS-SPJF-tau0.05 - SPJF-M4,0.0037030102420391175,0.0012874172640694626,0.006424132668230164,True,2CLASS-SPJF-tau0.05 better,43.369896954670565,43.65852159373466,-0.6610957689999201
primary,"0,1",0.8,p99dl,2CLASS-TWEEDIE-tau0.05 - SPJF-M4,0.015034639005612416,0.004456209513842726,0.022315498927149055,True,2CLASS-TWEEDIE-tau0.05 better,42.49038856141278,43.65852159373466,-2.6756128922366424
primary,"0,1",0.8,p99dl,2CLASS-FCFS-tau0.1 - SPJF-M4,-0.058211475142389446,-0.09826345398360595,-0.038884684252875105,True,SPJF-M4 better,48.15955513454981,43.65852159373466,10.309633438116887
primary,"0,1",0.8,p99dl,2CLASS-SPJF-tau0.1 - SPJF-M4,0.0035570888805769307,0.0003287911042208325,0.006659302574085905,True,2CLASS-SPJF-tau0.1 better,43.383198352903364,43.65852159373466,-0.6306288687311145
primary,"0,1",0.8,p99dl,2CLASS-TWEEDIE-tau0.1 - SPJF-M4,0.013630245074031766,0.0033381144968147565,0.020955146355316315,True,2CLASS-TWEEDIE-tau0.1 better,42.597707429528285,43.65852159373466,-2.4297986406360863
primary,"0,1",0.8,p99dl,2CLASS-FCFS-tau0.2 - SPJF-M4,-0.045961508295564446,-0.06966973291327515,-0.03104536841311504,True,SPJF-M4 better,47.2074028134347,43.65852159373466,8.128725138070932
primary,"0,1",0.8,p99dl,2CLASS-SPJF-tau0.2 - SPJF-M4,0.0008005956783814216,-0.001366218992332649,0.0017881813160929279,False,unresolved,43.59487972334036,43.65852159373466,-0.14577193196444027
primary,"0,1",0.8,p99dl,2CLASS-TWEEDIE-tau0.2 - SPJF-M4,0.013049568671929523,0.0024832484442230854,0.01964306534037967,True,2CLASS-TWEEDIE-tau0.2 better,42.644387461990206,43.65852159373466,-2.3228778591760464
primary,"0,1",0.8,p99dl,2CLASS-FCFS-tau0.4 - SPJF-M4,-0.07398852273407064,-0.10088426447641011,-0.05709334290241472,True,SPJF-M4 better,49.39155960083012,43.65852159373466,13.131544078483396
primary,"0,1",0.8,p99dl,2CLASS-SPJF-tau0.4 - SPJF-M4,-0.0010818098556590883,-0.0025538733589675093,0.0006619991470850306,False,unresolved,43.740304715186525,43.65852159373466,0.18732453245416333
primary,"0,1",0.8,p99dl,2CLASS-TWEEDIE-tau0.4 - SPJF-M4,0.012261473432535475,0.0007090568072558034,0.019090423721629345,True,2CLASS-TWEEDIE-tau0.4 better,42.70383218899372,43.65852159373466,-2.1867194991732037
primary,"0,1",0.8,mean,FCFS - SPJF-M4,-0.9154685529944946,-0.9311799850572839,-0.8799290971763442,True,SPJF-M4 better,4.189612376112848,1.2158426588119644,244.5850781553134
primary,"0,1",0.8,mean,SJF-ref - SPJF-M4,0.08453144700550541,0.06882001494271603,0.12007090282365586,True,SJF-ref better,0.9415851572873739,1.2158426588119644,-22.55698955262645
