trace,reps,rho,metric,pair,d_gain,lo,hi,resolved,verdict,wait,wait_base,d_wait_pct
primary,"0,1,2,3,4",0.5,p99dl,FCFS - SPJF-M4,-0.7528488667222545,-0.7761070372429358,-0.721324028075664,True,SPJF-M4 better,27.64457209587104,14.727770876139449,87.70370837760778
primary,"0,1,2,3,4",0.5,p99dl,SJF-ref - SPJF-M4,0.24715113327774552,0.2238929627570641,0.278675971924336,True,SJF-ref better,10.587548668384589,14.727770876139449,-28.111669054157133
primary,"0,1,2,3,4",0.5,p99dl,SPJF-tweedie - SPJF-M4,-0.0013484416605701322,-0.01722732925280208,0.012515508710351035,False,unresolved,14.725104676485111,14.727770876139449,-0.01810321247363134
primary,"0,1,2,3,4",0.5,p99dl,SPJF-M4refit - SPJF-M4,0.0005468231987264538,-0.001620584606827616,0.002215078189006521,False,unresolved,14.723947255760493,14.727770876139449,-0.025961976263159856
primary,"0,1,2,3,4",0.5,p99dl,SPJF-l2raw - SPJF-M4,-0.0331272909705026,-0.04635735559722284,-0.021011665388117766,True,SPJF-M4 better,15.271715863943209,14.727770876139449,3.6933286943308503
primary,"0,1,2,3,4",0.5,p99dl,SPJF-gamma - SPJF-M4,-0.004444496802860298,-0.017516112935080624,0.006667743374559466,False,unresolved,14.764731425047035,14.727770876139449,0.2509582014713891
primary,"0,1,2,3,4",0.5,p99dl,SPJF-hurdle - SPJF-M4,-0.012448776054423183,-0.02884810877140889,0.0020120818319257125,False,unresolved,14.920347470343184,14.727770876139449,1.3075746209206063
primary,"0,1,2,3,4",0.5,p99dl,SPJF-q50 - SPJF-M4,-0.04570857904267833,-0.05796018655131737,-0.032861322796292926,True,SPJF-M4 better,15.529013609141213,14.727770876139449,5.440353056414414
primary,"0,1,2,3,4",0.5,p99dl,SPJF-q90 - SPJF-M4,-0.05044351063889729,-0.06019041075343304,-0.038884274206346506,True,SPJF-M4 better,15.558893208354846,14.727770876139449,5.643232361537505
primary,"0,1,2,3,4",0.5,p99dl,SPJF-q99 - SPJF-M4,-0.028364044791674647,-0.03909381751097279,-0.015716464346518234,True,SPJF-M4 better,15.171334545612487,14.727770876139449,3.0117502044498687
primary,"0,1,2,3,4",0.5,p99dl,SPJF-phv - SPJF-M4,-0.005217239322674261,-0.01748832730893595,0.006373266977004648,False,unresolved,14.796431332826694,14.727770876139449,0.4661972084212891
primary,"0,1,2,3,4",0.5,p99dl,SPJF-logvar - SPJF-M4,-0.009317016554074797,-0.015828630402496206,-0.00209791230274597,True,SPJF-M4 better,14.865289866924357,14.727770876139449,0.9337393414213397
primary,"0,1,2,3,4",0.5,mean,FCFS - SPJF-M4,-0.8652440851543007,-0.8954616260882704,-0.7958063100896474,True,SPJF-M4 better,0.718913425317915,0.29508347505108284,143.6305269867998
primary,"0,1,2,3,4",0.5,mean,SJF-ref - SPJF-M4,0.13475591484569927,0.10453837391172957,0.20419368991035255,True,SJF-ref better,0.22814776619702135,0.29508347505108284,-22.68365208945504
primary,"0,1,2,3,4",0.5,mean,SPJF-tweedie - SPJF-M4,0.005293338343859366,0.0025287260133283252,0.010344996562413684,True,SPJF-tweedie better,0.2922781765343986,0.29508347505108284,-0.9506796394473219
primary,"0,1,2,3,4",0.5,mean,SPJF-M4refit - SPJF-M4,-0.0005050424514289054,-0.0024206591952637023,0.0011560559660419045,False,unresolved,0.295380416446663,0.29508347505108284,0.10062962540642788
primary,"0,1,2,3,4",0.5,mean,SPJF-l2raw - SPJF-M4,-0.011445085255430754,-0.016971112861533917,-0.007306837860893531,True,SPJF-M4 better,0.3004996134850566,0.29508347505108284,1.8354597569505224
primary,"0,1,2,3,4",0.5,mean,SPJF-gamma - SPJF-M4,0.004254677336046342,0.0003553991578246346,0.011737099497756497,True,SPJF-gamma better,0.2927436714982033,0.29508347505108284,-0.7929293744675123
primary,"0,1,2,3,4",0.5,mean,SPJF-hurdle - SPJF-M4,0.002596703368954123,-0.0011579238182972602,0.010663002317869614,False,unresolved,0.293402280765844,0.29508347505108284,-0.5697351520439403
primary,"0,1,2,3,4",0.5,mean,SPJF-q50 - SPJF-M4,-0.012946168290882798,-0.01805956942367234,-0.008074013132052749,True,SPJF-M4 better,0.3015664188167292,0.29508347505108284,2.1969863830985656
primary,"0,1,2,3,4",0.5,mean,SPJF-q90 - SPJF-M4,-0.01767272384010199,-0.02600015494647754,-0.013084433616008998,True,SPJF-M4 better,0.3040314507846613,0.29508347505108284,3.032354059145284
primary,"0,1,2,3,4",0.5,mean,SPJF-q99 - SPJF-M4,-0.030164129491554337,-0.04545368042516845,-0.018770672383186287,True,SPJF-M4 better,0.3098367863017438,0.29508347505108284,4.999707709185338
primary,"0,1,2,3,4",0.5,mean,SPJF-phv - SPJF-M4,-0.00499281760893866,-0.007343106321985859,-0.0011911273928247037,True,SPJF-M4 better,0.2974328055764148,0.29508347505108284,0.796157943078745
primary,"0,1,2,3,4",0.5,mean,SPJF-logvar - SPJF-M4,-0.003741694645811755,-0.0056318813615689,-0.00151141649371136,True,SPJF-M4 better,0.2967276357619278,0.29508347505108284,0.557184949296235
primary,"0,1,2,3,4",0.8,p99dl,FCFS - SPJF-M4,-0.8728131601236118,-0.8865171235824466,-0.8508763041860739,True,SPJF-M4 better,119.35185892388252,44.39447505906233,168.8439468314402
