scope,queue_name,policy,n,n_busy,mean,p99,p99_busy,max_excess,harm,heavy_p99,overall_p99_lo,overall_p99_hi,overall_mean_lo,overall_mean_hi,busy_p99_lo,busy_p99_hi,busy_mean_lo,busy_mean_hi,mean_reduction,mean_gap,p99_reduction,p99_gap,p99_busy_reduction,p99_busy_gap,mean_gap_lo,mean_gap_hi,mean_gap_valid,mean_reduction_lo,mean_reduction_hi,mean_reduction_valid,p99_gap_lo,p99_gap_hi,p99_gap_valid,p99_reduction_lo,p99_reduction_hi,p99_reduction_valid,p99_busy_gap_lo,p99_busy_gap_hi,p99_busy_gap_valid,p99_busy_reduction_lo,p99_busy_reduction_hi,p99_busy_reduction_valid
short,short,SJF,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,SPJF-E,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,Constant-3.5L,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,Age-3.5L,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,Constant-5L,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,Age-5L,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,Constant-10L,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
short,short,Age-10L,19353,8990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0
long,long,FCFS,21235,20122,550.9633623734401,21070.6,22063.180000000037,0.0,0.0,66139.96000000008,648.925,40468.50100000042,36.860660328801316,1475.2674522964178,692.1394999999941,41705.0,38.72931063522913,1559.3183160186152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0.0,0.0,2000,0.0,0.0,1961,0.0,0.0,1985,0.0,0.0,1960,0.0,0.0,1987
long,long,SJF,21235,20122,332.4192135625147,10494.359999999993,11558.790000000088,70193.0,70193.0,63897.280000000035,345.08249999999134,32670.478500000016,33.36682498003656,816.1709374812408,426.689999999966,32802.0,35.00385721971338,864.407572199843,0.39665822400509687,1.0,0.5019429916566214,1.0,0.47610498577267335,1.0,1.0,1.0,2000,0.10971723916368832,0.4916873803343227,2000,1.0,1.0,1961,0.04990950754420652,0.8527298173858934,1985,1.0,1.0,1960,0.04411816837817827,0.8500409545154011,1987
long,long,SPJF-E,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
long,long,Constant-3.5L,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
long,long,Age-3.5L,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
long,long,Constant-5L,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
long,long,Age-5L,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
long,long,Constant-10L,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
long,long,Age-10L,21235,20122,377.3913821521074,13115.519999999975,14227.370000000003,43505.0,3130.0,65399.72000000017,491.75,33783.75750000001,36.367304499477164,910.2791682638987,573.7842500000148,34336.0,38.20114238042257,962.4759007001105,0.3150336157990965,0.794219296950839,0.37754406613955105,0.752165230743631,0.355153246268218,0.745955738505527,-0.015577925748425522,0.9055823877351291,2000,-0.004111594785128847,0.44258903218872137,2000,-0.3364386935281807,1.0573979423745785,1961,-0.10703004857228586,0.8275755979102364,1985,-0.3457653160212089,1.0671027305873928,1960,-0.10950420720084629,0.8296284998862231,1987
day,day,FCFS,18236,18036,1026565.4983000658,4013666.0,4013836.6,0.0,0.0,4186333.72,3432118.8865,4309683.592,573785.1847196793,1446621.364016703,3432198.28025,4309943.728,580372.5254508432,1460576.1028571306,0.0,0.0,0.0,,0.0,,0.0,0.0,2000,0.0,0.0,2000,0.0,0.0,669,0.0,0.0,2000,0.0,0.0,658,0.0,0.0,2000
