trace,level,rho_target,k,policy,score,guard,G,B0,eta,Bmax,Ncap,p99_dl_s,gap_closed,gap_lo,gap_hi,red_pct,red_lo,red_hi,mean_s,mean_gap,mean_gap_lo,mean_gap_hi,mean_red_pct,p99_all_s,max_excess_s,harm_wf1s_s,max_heavy_s,qw_fired,used_over_allowed,guar_excess_s
primary,2,1.0,4.0,FIX-G600,tweedie,fix,600.0,1800.0,0.0,1800.0,0,86.6444722193485,0.8126279170581556,0.776532539845367,0.8508566077358098,68.27633250098472,64.7080032359756,70.62565015956359,3.8666299991375084,0.7470397729719047,0.7229413777818141,0.7848309880975252,62.354560644783476,49.91644634601475,523.50289298594,520.4699785411358,1992.94093439728,0.07202689551883777,0.8725048216432333,600.0
primary,2,1.0,4.0,FIXSEL-G600,tweedie,fixsel,600.0,600.0,0.0,1800.0,0,170.13809084102613,0.44955170041597936,0.3630342944093435,0.6180462739350476,37.77002376355664,30.90303972056977,49.92256535482389,5.529451193507176,0.5533841575481676,0.5143476713628085,0.6098256611509066,46.18540745911094,70.12253229946649,227.89462268352509,208.1596387326717,1692.8863932043314,0.2840774021780871,0.7596487422784169,300.0
primary,2,1.0,4.0,CAP-G600,tweedie,cap,600.0,120.0,0.75,1800.0,0,89.60696423277301,0.7997175004802166,0.7636131663030309,0.8403695441832958,67.19230993858861,63.46384742280373,69.84207145434637,3.8399183222502105,0.7500800463362653,0.727860104006795,0.786491525340554,62.61003655322211,50.24658851408961,515.8429459035397,339.0565018504858,1992.967247787863,0.07135136512251583,0.8597382431725661,600.0
primary,2,1.0,4.0,SKIP-G600,tweedie,skip,600.0,-1.0,0.0,0.0,34,272.93778113186437,0.0023598614033384256,-0.003595706723503994,0.006248931766827065,0.19905459546836882,-0.2921682219896949,0.5251516710179222,9.778923792947472,0.057391701542975224,0.04794616865850969,0.07321594317965839,4.789069191114839,227.9541948323103,112.44018366932868,82.35174080729485,1544.7400999814272,0.862486859320305,0.1874003061155478,600.0
primary,2,1.0,4.0,SKIPC-G600,tweedie,skipc,600.0,-1.0,0.0,0.0,30,272.9089176884307,0.002477294411641965,-0.0032944624647545445,0.005947205141921614,0.209037701358279,-0.2748200354282549,0.4920060354732313,9.809060180365265,0.05386948594521288,0.04497472011839551,0.06889371723392196,4.495147880756415,228.10831342570495,112.4095836430788,82.34386280179024,1544.64843980968,0.8666234650117642,0.187349306071798,600.0
primary,2,1.0,4.0,FIX-G1200,tweedie,fix,1200.0,4200.0,0.0,4200.0,0,73.06201884463448,0.8717923927438195,0.8463304473261117,0.8927687075598316,73.24632032592245,68.80847723822828,75.85760692505983,3.0545256863180343,0.8414197962077123,0.8280152628332221,0.8589597561579113,70.23863348204324,45.820730328388535,1116.4943643547597,708.7601395994425,2597.9365658797324,0.0069135184410267,0.9304119702956328,1200.0
primary,2,1.0,4.0,FIXSEL-G1200,tweedie,fixsel,1200.0,600.0,0.0,4200.0,0,170.13809084102613,0.44955170041597936,0.3630342944093435,0.6180462739350476,37.77002376355664,30.90303972056977,49.92256535482389,5.529451193507176,0.5533841575481676,0.5143476713628085,0.6098256611509066,46.18540745911094,70.12253229946649,227.89462268352509,208.1596387326717,1692.8863932043314,0.2840774021780871,0.7596487422784169,300.0
primary,2,1.0,4.0,CAP-G1200,tweedie,cap,1200.0,120.0,0.9,4200.0,0,73.08294588133722,0.8716966998551264,0.8468042415314184,0.8929367845422312,73.23850804337823,68.81503893102375,75.9074840319487,3.024144801839578,0.8448229229319988,0.8313468491607229,0.8636266568923664,70.52567996574703,45.7687801235132,1114.6895693093538,575.9668621271849,2596.902846097946,0.007863529988431841,0.9289079744244616,1200.0
primary,2,1.0,4.0,SKIP-G1200,tweedie,skip,1200.0,-1.0,0.0,0.0,74,273.06262844104424,0.001784458739037644,-0.008741336896900017,0.013149874170818886,0.15095858847303334,-0.7305314411852191,1.088564834989665,9.354048074478886,0.10704241300226106,0.09073774761457865,0.13404463177567252,8.932185921027804,224.23688967755456,144.5265610665083,105.0330861657858,1547.4760133177042,0.8069303080129107,0.1204388008887569,1200.0
primary,2,1.0,4.0,SKIPC-G1200,tweedie,skipc,1200.0,-1.0,0.0,0.0,70,273.0474043583505,0.0018533913213180154,-0.008409040972964221,0.012738636920579279,0.15676614085789536,-0.7031579918111942,1.0553814058664068,9.37624325567721,0.10444880173335032,0.08850403607349658,0.13087742427875523,8.715747684717883,224.49580313528358,142.60860116779804,104.62136717140676,1547.4250850379467,0.8093755395853925,0.118840500973165,1200.0
primary,2,1.0,4.0,SPJF-reversed,reversed,-,-1.0,-1.0,-1.0,0.0,-1,557.4412513978783,-1.2348715953420173,-1.3834923472708578,-1.050980588552114,-103.74753671588985,-112.3814416623434,-88.72363983315293,18.8895240889842,-1.0052546935861766,-1.0865624345849054,-0.9338565349900069,-83.91462165390575,421.5357248077697,6295.652136847377,5248.835615858436,2654.8303687423468,0.0,,inf
primary,2,1.0,4.0,CAP-G600-reversed,reversed,cap,600.0,120.0,0.75,1800.0,0,546.4787003327924,-1.1870525578016466,-1.2726253471508826,-0.9614085165557934,-99.73357115095361,-103.82465056904155,-82.9205064456715,16.686693580143846,-0.7486144530140717,-0.8187900505375143,-0.6926459087449177,-62.48652927607569,452.00158066160265,534.7906139194965,309.09703855216503,1994.3181286007168,0.44230731530748607,0.8913176898658276,600.0
primary,2,1.0,4.0,SPJF-random,random,-,-1.0,-1.0,-1.0,0.0,-1,194.77525845617157,0.3409549021161411,0.26433948813578495,0.41632148724511897,28.66898447262803,21.792184323339967,35.017580897449456,6.895515337787083,0.3936764157900437,0.3848891009534194,0.40043142261537695,32.86184932771239,109.34656663072867,6235.493534583598,6173.574716012925,6199.551196591929,0.0,,inf
primary,2,1.0,4.0,CAP-G600-random,random,cap,600.0,120.0,0.75,1800.0,0,261.9325761514929,0.048673690209913155,-0.028506463679734043,0.15162244515943465,4.1135617301211616,-2.394668715720084,12.522043946981073,8.311109360203478,0.2289563611003141,0.21298801183451513,0.2579439344407175,19.10473592980197,161.02054751211412,520.7344241589308,332.86421301960945,2007.565976005048,0.2522756855955381,0.8678907069315513,600.0
primary,2,1.0,4.0,SPJF-top1short,top1short,-,-1.0,-1.0,-1.0,0.0,-1,523.5181866878677,-1.0881796156284766,-1.1967685329595832,-0.9414604636126662,-91.4141806666545,-97.8504881494551,-79.90103712798519,15.56162633214949,-0.6172370977113775,-0.6887336874070052,-0.5621695274132307,-51.522394056732104,333.2762198680046,6108.860282342881,3399.0373596809804,6021.317687004805,0.0,,inf
primary,2,1.0,4.0,CAP-G600-top1short,top1short,cap,600.0,120.0,0.75,1800.0,0,543.6157777413753,-1.1746141564726282,-1.2490202849400203,-0.9488894063582,-98.69025660751647,-102.74382402140135,-81.63714883355881,14.862199559912114,-0.5358421060684712,-0.5897691895892883,-0.49266396007642277,-44.72564311184517,391.2778809618059,534.7269477546215,324.5891882777214,1547.666662827134,0.39980753926671103,0.8912115795910358,600.0
