trace,level,metric,quantity,pair,label,diff,lo,hi,resolved,verdict
primary,1,mean,red_pct,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,0.5055435959510106,0.35226935653809016,0.7434338769263745,True,SPJF-tweedie better
primary,1,mean,gain,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-6.560981181780168e-05,-0.0006035030933125545,0.00034483430784227286,False,unresolved
primary,1,mean,red_pct,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.004945452859573152,-0.044663966062227625,0.026587272018935324,False,unresolved
primary,1,mean,gain,SPJF-r1s - SPJF-tweedie,R1S-Tweedie vs Tweedie,-0.00015646616201347996,-0.003163066627509664,0.006038161549408781,False,unresolved
primary,1,mean,red_pct,SPJF-r1s - SPJF-tweedie,R1S-Tweedie vs Tweedie,-0.011664672808805676,-0.2496438323054612,0.432677701900756,False,unresolved
primary,1,mean,gain,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control on the same 90% of rows,0.00047293761209876717,-0.002282542165681148,0.0064390295450634655,False,unresolved
primary,1,mean,red_pct,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control on the same 90% of rows,0.03625109406280558,-0.18238871014344404,0.46278546142596905,False,unresolved
primary,1,mean,gain,CAP-G300 - FIXSEL-G300,"capped relative vs the BEST FEASIBLE fixed budget, G = 300 s",0.24281928358852745,0.22481004145629968,0.2570754597497482,True,CAP-G300 better
primary,1,mean,red_pct,CAP-G300 - FIXSEL-G300,"capped relative vs the BEST FEASIBLE fixed budget, G = 300 s",18.6928268998407,16.455339143459273,20.28199755312339,True,CAP-G300 better
primary,1,mean,gain,CAP-G300 - FIX-G300,capped relative vs B0 = Bmax at G = 300 s,-0.010702700595049075,-0.015223573817610858,-0.008214913015109576,True,FIX-G300 better
primary,1,mean,red_pct,CAP-G300 - FIX-G300,capped relative vs B0 = Bmax at G = 300 s,-0.8214617004561902,-1.1273269738089375,-0.6140220419295492,True,FIX-G300 better
primary,1,mean,gain,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-0.26817420101989786,-0.30954509049120904,-0.1959560643295511,True,SPJF-tweedie better
primary,1,mean,red_pct,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-20.635871065099046,-24.687240994688104,-14.282198898319852,True,SPJF-tweedie better
primary,1,mean,gain,SKIP-G300 - SPJF-tweedie,finite skip vs unguarded at G = 300 s,-0.8689071543144721,-0.8917202513656779,-0.8259089719213123,True,SPJF-tweedie better
primary,1,mean,red_pct,SKIP-G300 - SPJF-tweedie,finite skip vs unguarded at G = 300 s,-66.85791872484204,-70.94707649049677,-59.69995090263025,True,SPJF-tweedie better
primary,1,mean,gain,CAP-G300 - SKIP-G300,capped relative vs finite skip at G = 300 s,0.6007329532945742,0.5746271965516716,0.6422066562929072,True,CAP-G300 better
primary,1,mean,red_pct,CAP-G300 - SKIP-G300,capped relative vs finite skip at G = 300 s,46.22204765974299,44.040687725054795,47.83118118567213,True,CAP-G300 better
primary,1,mean,gain,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.008146164398236587,0.0068515488957491275,0.01023663119640371,True,SKIP-G300 better
primary,1,mean,red_pct,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.626485187133206,0.541744631461547,0.7438832804733702,True,SKIP-G300 better
primary,1,mean,gain,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",0.157729963304175,0.11259278462168038,0.1847230944429547,True,CAP-G600 better
primary,1,mean,red_pct,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",12.138692139088619,8.185206407098324,14.750623795322246,True,CAP-G600 better
primary,1,mean,gain,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,0.004444161935698632,-0.0007112016257348058,0.007622240051314422,False,unresolved
primary,1,mean,red_pct,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,0.3431932057045728,-0.04320135753772582,0.6096992932252214,False,unresolved
primary,1,mean,gain,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-0.09211865583476453,-0.10722467963606978,-0.06210666010816562,True,SPJF-tweedie better
primary,1,mean,red_pct,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-7.088269983415628,-8.547705952018099,-4.566973059396254,True,SPJF-tweedie better
primary,1,mean,gain,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-0.8172626989573821,-0.8469571408190052,-0.7616107504740999,True,SPJF-tweedie better
primary,1,mean,red_pct,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-62.88626362963241,-67.40862241098502,-55.1701466622928,True,SPJF-tweedie better
primary,1,mean,gain,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,0.7251440431226176,0.6923686846498623,0.7442750509649665,True,CAP-G600 better
primary,1,mean,red_pct,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,55.79799364621678,50.311196181616374,59.048461032624445,True,CAP-G600 better
primary,1,mean,gain,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",0.005958119561513389,0.005103201964074295,0.007273848373453658,True,SKIP-G600 better
primary,1,mean,red_pct,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",0.45824814223188604,0.40336859532563063,0.5300604736649048,True,SKIP-G600 better
primary,1,mean,gain,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",0.2051039236202432,0.14969605386355544,0.2368072380629741,True,CAP-G1200 better
primary,1,mean,red_pct,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",15.782207796530443,10.898615242064297,18.839049606897294,True,CAP-G1200 better
primary,1,mean,gain,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,0.004358285771602577,0.001090288178242327,0.007690442843747083,True,CAP-G1200 better
primary,1,mean,red_pct,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,0.3335858306731012,0.08140424408283416,0.5986472285373735,True,CAP-G1200 better
primary,1,mean,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.04474469551869631,-0.054676517029778555,-0.026001254969901025,True,SPJF-tweedie better
primary,1,mean,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-3.444754325973804,-4.362325299646988,-1.9008744856310986,True,SPJF-tweedie better
primary,1,mean,gain,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-0.7424185315127474,-0.7806906981411971,-0.6723164525074774,True,SPJF-tweedie better
primary,1,mean,red_pct,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-57.13023075343456,-62.244424614429356,-48.749078568176536,True,SPJF-tweedie better
primary,1,mean,gain,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,0.6976738359940511,0.6443348944813825,0.7281497808424332,True,CAP-G1200 better
primary,1,mean,red_pct,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,53.685476427460756,46.65399620940253,58.01048461715163,True,CAP-G1200 better
primary,1,mean,gain,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",0.003823218422540159,0.0033586094249699627,0.004515593282302394,True,SKIP-G1200 better
primary,1,mean,red_pct,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",0.29401985339112535,0.2659735082266168,0.32954246898631845,True,SKIP-G1200 better
primary,1,mean,gain,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,0.2134213767904527,0.18117559755423143,0.2436770602246067,True,CAP-G600-reversed better
primary,1,mean,red_pct,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,16.427842024919997,13.39761995492485,18.51649437892683,True,CAP-G600-reversed better
primary,1,mean,gain,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-0.12453895457252162,-0.14337805245929458,-0.08796779233195756,True,SPJF-random better
primary,1,mean,red_pct,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-9.589302710618885,-11.47101525690315,-6.447963756267234,True,SPJF-random better
primary,1,mean,gain,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,0.08271465801936317,0.0628726948572095,0.10479431438152009,True,CAP-G600-top1short better
primary,1,mean,red_pct,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,6.365242210999476,4.744166158300253,7.97306417069101,True,CAP-G600-top1short better
primary,2,p99dl,gain,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,0.019139629856613216,0.011054573892986233,0.02382290055964452,True,SPJF-tweedie better
primary,2,p99dl,red_pct,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,1.6065279702357174,0.9065095662700792,1.9875558728016651,True,SPJF-tweedie better
primary,2,p99dl,gain,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.0002996021616360478,-0.001153461548737869,0.00032579025804850824,False,unresolved
primary,2,p99dl,red_pct,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.025099075262232873,-0.0957432940136023,0.026420054448362856,False,unresolved
primary,2,p99dl,gain,SPJF-r1s - SPJF-tweedie,R1S-Tweedie vs Tweedie,0.0009179631892239914,-0.002237266324458612,0.006222049953507491,False,unresolved
primary,2,p99dl,red_pct,SPJF-r1s - SPJF-tweedie,R1S-Tweedie vs Tweedie,0.0767856597337584,-0.18135545918592796,0.5283819522165002,False,unresolved
primary,2,p99dl,gain,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control on the same 90% of rows,0.0022771142170656677,-0.001092215322400683,0.007675670845412016,False,unresolved
primary,2,p99dl,red_pct,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control on the same 90% of rows,0.19131644204364306,-0.08772656491206483,0.6358816090678258,False,unresolved
primary,2,p99dl,gain,CAP-G300 - FIXSEL-G300,"capped relative vs the BEST FEASIBLE fixed budget, G = 300 s",0.4306516788877005,0.3452776866453733,0.529138937034821,True,CAP-G300 better
primary,2,p99dl,red_pct,CAP-G300 - FIXSEL-G300,"capped relative vs the BEST FEASIBLE fixed budget, G = 300 s",36.19028776902618,29.32117787100506,42.44408309357634,True,CAP-G300 better
primary,2,p99dl,gain,CAP-G300 - FIX-G300,capped relative vs B0 = Bmax at G = 300 s,0.01742094378785969,-0.03032658894448637,0.02651051933481893,False,unresolved
primary,2,p99dl,red_pct,CAP-G300 - FIX-G300,capped relative vs B0 = Bmax at G = 300 s,1.4701926298043588,-2.3805555554238573,2.256977184270459,False,unresolved
primary,2,p99dl,gain,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-0.44890943245810816,-0.5381646327037763,-0.3225534688502837,True,SPJF-tweedie better
primary,2,p99dl,red_pct,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-37.710864738198566,-46.59865668693149,-25.933265873472887,True,SPJF-tweedie better
primary,2,p99dl,gain,SKIP-G300 - SPJF-tweedie,finite skip vs unguarded at G = 300 s,-0.9144348453629658,-0.9282381721369525,-0.8911415530019448,True,SPJF-tweedie better
primary,2,p99dl,red_pct,SKIP-G300 - SPJF-tweedie,finite skip vs unguarded at G = 300 s,-76.82843972416309,-80.19907601957624,-71.50671412919601,True,SPJF-tweedie better
primary,2,p99dl,gain,CAP-G300 - SKIP-G300,capped relative vs finite skip at G = 300 s,0.4655254129048577,0.3738294413850999,0.5912878288467825,True,CAP-G300 better
primary,2,p99dl,red_pct,CAP-G300 - SKIP-G300,capped relative vs finite skip at G = 300 s,39.117574985964524,32.033342718417565,47.61974198770897,True,CAP-G300 better
primary,2,p99dl,gain,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.0003284980754513437,-0.00028348633331490704,0.0007702327871213764,False,unresolved
primary,2,p99dl,red_pct,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.02776109158737991,-0.023166331167631476,0.06332798667510488,False,unresolved
primary,2,p99dl,gain,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",0.35016580006423725,0.2176630758919607,0.4108343326546347,True,CAP-G600 better
primary,2,p99dl,red_pct,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",29.42228617503197,17.566155519042624,35.5630170807053,True,CAP-G600 better
primary,2,p99dl,gain,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,-0.01291041657793901,-0.017636659640583793,-0.007589242377958939,True,FIX-G600 better
primary,2,p99dl,red_pct,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,-1.0840225623961146,-1.4528953208852347,-0.632991027229866,True,FIX-G600 better
primary,2,p99dl,gain,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-0.1161645761817306,-0.14304054853158235,-0.0773554728050272,True,SPJF-tweedie better
primary,2,p99dl,red_pct,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-9.758771192970954,-12.369731771906356,-6.239244092088762,True,SPJF-tweedie better
primary,2,p99dl,gain,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-0.9135222152586088,-0.9285662255058309,-0.8909962203005042,True,SPJF-tweedie better
primary,2,p99dl,red_pct,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-76.7520265360912,-80.1930682419033,-71.62412819743425,True,SPJF-tweedie better
primary,2,p99dl,gain,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,0.7973576390768782,0.762983141999186,0.8391980067926493,True,CAP-G600 better
primary,2,p99dl,red_pct,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,66.99325534312024,63.42972743727866,69.69178665328442,True,CAP-G600 better
primary,2,p99dl,gain,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",-0.0001174330083035394,-0.00046711024516813977,0.0005760293720773337,False,unresolved
primary,2,p99dl,red_pct,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",-0.009983105889910193,-0.03904524757660019,0.0475311728104377,False,unresolved
primary,2,p99dl,gain,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",0.4221449994391471,0.2678009286828105,0.49783542886249116,True,CAP-G1200 better
primary,2,p99dl,red_pct,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",35.468484279821595,21.55388583509282,43.07303211612915,True,CAP-G1200 better
primary,2,p99dl,gain,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,-9.569288869304415e-05,-0.0012149249686432355,0.0015536921853305625,False,unresolved
primary,2,p99dl,red_pct,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,-0.007812282544222171,-0.10207455691680849,0.13225944697027572,False,unresolved
primary,2,p99dl,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.044185376806820775,-0.05570356257404761,-0.027764460433712054,True,SPJF-tweedie better
primary,2,p99dl,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-3.7125730881813297,-4.8170333515488615,-2.2397942425338786,True,SPJF-tweedie better
primary,2,p99dl,gain,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-0.9140976179229096,-0.9316640383168571,-0.889071986804204,True,SPJF-tweedie better
primary,2,p99dl,red_pct,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-76.80012254308653,-80.27996602460246,-71.55179444367181,True,SPJF-tweedie better
primary,2,p99dl,gain,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,0.8699122411160888,0.8443922681503911,0.8948424790254066,True,CAP-G1200 better
primary,2,p99dl,red_pct,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,73.0875494549052,68.81919786395169,76.00993220517802,True,CAP-G1200 better
primary,2,p99dl,gain,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",-6.893258228037134e-05,-0.0005221627008288246,0.0005583193001505697,False,unresolved
primary,2,p99dl,red_pct,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",-0.005807552384862025,-0.0431648062283241,0.04735945558671969,False,unresolved
primary,2,p99dl,gain,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,0.047819037540370646,-0.0196731638860528,0.17243436566700984,False,unresolved
primary,2,p99dl,red_pct,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,4.0139655649362425,-1.691617335065623,14.622628909103389,False,unresolved
primary,2,p99dl,gain,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-0.29228121190622797,-0.3286928061174052,-0.24191708347528437,True,SPJF-random better
primary,2,p99dl,red_pct,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-24.555422742506867,-28.515088234153126,-19.47232566466166,True,SPJF-random better
primary,2,p99dl,gain,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,-0.08643454084415159,-0.11899266632097355,0.0355492580881913,False,unresolved
primary,2,p99dl,red_pct,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,-7.276075940861972,-9.890625897992,3.1765279297071456,False,unresolved
primary,2,mean,gain,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,0.007088018419508124,0.005748198914260478,0.009151868841912741,True,SPJF-tweedie better
primary,2,mean,red_pct,SPJF-tweedie - SPJF-M4,ranking score: Tweedie vs current log M4,0.5908611503030414,0.4749966272897275,0.7464326098957094,True,SPJF-tweedie better
primary,2,mean,gain,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",6.802879743972312e-07,-0.0003966367730852599,0.00036985765654969354,False,unresolved
primary,2,mean,red_pct,SPJF-M4refit - SPJF-M4,"refit-noise control: same score, refit",-0.00014384927904131928,-0.031613133129676285,0.03040948711022934,False,unresolved
primary,2,mean,gain,SPJF-r1s - SPJF-tweedie,R1S-Tweedie vs Tweedie,-0.0012281645562136623,-0.002862942211249997,0.00195902040039668,False,unresolved
primary,2,mean,red_pct,SPJF-r1s - SPJF-tweedie,R1S-Tweedie vs Tweedie,-0.10249029590380587,-0.24128850592624076,0.155657344872942,False,unresolved
primary,2,mean,gain,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control on the same 90% of rows,-0.0004443361263152257,-0.0019113646109805871,0.0026585070773451356,False,unresolved
primary,2,mean,red_pct,SPJF-r1s - SPJF-tweedie_itr,R1S vs the Tweedie control on the same 90% of rows,-0.037027310667326674,-0.16310268648945936,0.21138487283791335,False,unresolved
primary,2,mean,gain,CAP-G300 - FIXSEL-G300,"capped relative vs the BEST FEASIBLE fixed budget, G = 300 s",0.23353433134416146,0.22290470287123593,0.24522925877815835,True,CAP-G300 better
primary,2,mean,red_pct,CAP-G300 - FIXSEL-G300,"capped relative vs the BEST FEASIBLE fixed budget, G = 300 s",19.49171499685761,18.2025454899693,20.397093483144324,True,CAP-G300 better
primary,2,mean,gain,CAP-G300 - FIX-G300,capped relative vs B0 = Bmax at G = 300 s,-0.01006184584171177,-0.014011966011482668,-0.007010611610484238,True,FIX-G300 better
primary,2,mean,red_pct,CAP-G300 - FIX-G300,capped relative vs B0 = Bmax at G = 300 s,-0.8411338581151568,-1.134741738447593,-0.5884957892519711,True,FIX-G300 better
primary,2,mean,gain,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-0.38704052398180466,-0.4326984706621153,-0.32031471510903897,True,SPJF-tweedie better
primary,2,mean,red_pct,CAP-G300 - SPJF-tweedie,"guard vs unguarded, G = 300 s",-32.319991550477106,-37.00031320736535,-25.718610776147187,True,SPJF-tweedie better
primary,2,mean,gain,SKIP-G300 - SPJF-tweedie,finite skip vs unguarded at G = 300 s,-0.9040496867869674,-0.9194737105823668,-0.8749967740987332,True,SPJF-tweedie better
primary,2,mean,red_pct,SKIP-G300 - SPJF-tweedie,finite skip vs unguarded at G = 300 s,-75.4684988048523,-78.58592285959239,-69.92135198432919,True,SPJF-tweedie better
primary,2,mean,gain,CAP-G300 - SKIP-G300,capped relative vs finite skip at G = 300 s,0.5170091628051627,0.4843068644070087,0.5642584423142182,True,CAP-G300 better
primary,2,mean,red_pct,CAP-G300 - SKIP-G300,capped relative vs finite skip at G = 300 s,43.148507254375204,41.02996400502022,45.72799006295212,True,CAP-G300 better
primary,2,mean,gain,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.004430131862569308,0.0036863717202385788,0.005710455838392604,True,SKIP-G300 better
primary,2,mean,red_pct,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.36972247064281305,0.3145951893746423,0.45548511121078583,True,SKIP-G300 better
primary,2,mean,gain,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",0.19669588878809774,0.1712739574789041,0.2153606560251066,True,CAP-G600 better
primary,2,mean,red_pct,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",16.424629094111168,13.83517589839408,18.358332959073262,True,CAP-G600 better
primary,2,mean,gain,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,0.003040273364360635,-0.00017614188846724606,0.005373028530404393,False,unresolved
primary,2,mean,red_pct,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,0.2554759084386333,-0.014363327346368847,0.46124671367176306,False,unresolved
primary,2,mean,gain,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-0.18028278935199515,-0.21045165725924647,-0.13029378505205527,True,SPJF-tweedie better
primary,2,mean,red_pct,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-15.05422859825078,-18.00053953584804,-10.493900587995148,True,SPJF-tweedie better
primary,2,mean,gain,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-0.8729711341452853,-0.892528635719977,-0.8366251315103433,True,SPJF-tweedie better
primary,2,mean,red_pct,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-72.87519596035806,-76.32052374816257,-66.89044897545108,True,SPJF-tweedie better
primary,2,mean,gain,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,0.6926883447932901,0.6752633068783539,0.7186922269665913,True,CAP-G600 better
primary,2,mean,red_pct,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,57.82096736210727,55.458180776598,59.22311005145904,True,CAP-G600 better
primary,2,mean,gain,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",0.0035222155977623418,0.0029698389214094113,0.004410263112875101,True,SKIP-G600 better
primary,2,mean,red_pct,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",0.2939213103584244,0.2529447734134428,0.3512604982090976,True,SKIP-G600 better
primary,2,mean,gain,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",0.2914387653838312,0.24827551955606206,0.3213830470369115,True,CAP-G1200 better
primary,2,mean,red_pct,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",24.34027250663609,19.906009383322104,27.565491802027903,True,CAP-G1200 better
primary,2,mean,gain,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,0.0034031267242864427,0.00020633802533516488,0.008190404398111294,True,CAP-G1200 better
primary,2,mean,red_pct,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,0.28704648370379005,0.015712958799285203,0.6653806532882877,True,CAP-G1200 better
primary,2,mean,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.08553991275626172,-0.10334241400798626,-0.0545583556593873,True,SPJF-tweedie better
primary,2,mean,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-7.138585185725859,-8.822899283783617,-4.420921690235153,True,SPJF-tweedie better
primary,2,mean,gain,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-0.8233204226859995,-0.8497112634882792,-0.7771695570919304,True,SPJF-tweedie better
primary,2,mean,red_pct,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-68.73207923044508,-72.7199896282695,-62.06767060197995,True,SPJF-tweedie better
primary,2,mean,gain,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,0.7377805099297378,0.7131480920548939,0.7522057607526889,True,CAP-G1200 better
primary,2,mean,red_pct,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,61.59349404471923,57.23610124584949,64.00236018983142,True,CAP-G1200 better
primary,2,mean,gain,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",0.0025936112689107366,0.002239538115141762,0.0031444066723308006,True,SKIP-G1200 better
primary,2,mean,red_pct,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",0.2164382363099211,0.1906014884885091,0.2512434813249196,True,SKIP-G1200 better
primary,2,mean,gain,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,0.2566402405721049,0.22346752909074843,0.28201481464707784,True,CAP-G600-reversed better
primary,2,mean,red_pct,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,21.428092377830062,18.28828982961635,23.522631416400912,True,CAP-G600-reversed better
primary,2,mean,gain,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-0.1647200546897296,-0.18050438504184094,-0.13510081333161927,True,SPJF-random better
primary,2,mean,red_pct,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-13.757113397910423,-15.468815962986946,-10.843814090876938,True,SPJF-random better
primary,2,mean,gain,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,0.08139499164290631,0.060617696488913256,0.10694492867641604,True,CAP-G600-top1short better
primary,2,mean,red_pct,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,6.796750944886931,5.040672425344653,8.796275916664612,True,CAP-G600-top1short better
