rep,level,k,policy,G,guard,B0_base,eta,gap,red_pct,harm,w_p99_dl,used_over_allowed,feasible_cell
4,1,5.0,CAP-G300-B120-e0.75,300.0,cap,120.0,0.75,0.7310901318162425,51.23216722382301,176.5809549242258,58.32222542583921,0.7215905729432901,False
4,2,4.0,CAP-G300-B120-e0.75,300.0,cap,120.0,0.75,0.4061145787929541,33.48181256875162,184.2343995720148,174.43980009376992,0.749526148935159,False
0,0,7.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7171663908861122,40.250870469089485,162.62570708990097,27.968765136599487,0.5970649142066637,False
0,1,5.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7358258001594982,52.415914899901814,169.84928454458714,62.15772856950736,0.7463292368749778,False
0,2,4.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.36931054647286055,30.06338611324065,186.1174862384796,173.84626297086385,0.7285611254473527,False
1,0,8.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.700796172008274,40.02616093366073,145.73597933351994,17.585205564200855,0.615531037847201,True
1,1,5.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7263871613802708,51.21708975957985,176.57035683095455,58.93495256543157,0.7546521072586377,False
1,2,4.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.41377069529011307,34.062373087976574,212.0439104884863,172.22016481816655,0.733934753437837,False
2,0,8.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7211627177680257,43.156825264565065,121.55632765591145,14.886758454441996,0.6047963693241278,True
2,1,5.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7430592730239107,48.92210894141908,162.14637665450573,55.69237788200372,0.7223865306874117,False
2,2,4.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.5036341451990037,39.6674756337399,184.184159129858,128.18284322559813,0.7263094958662987,False
3,0,7.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7040315434380492,39.30942457123612,161.05593724548817,24.84601417183876,0.6698806381225586,False
3,1,5.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7223215791444365,48.376869624050414,170.32768850028515,56.70949275463814,0.680786178757747,False
3,2,4.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.44815829964016646,35.160253116943636,194.4836902469397,138.27902749955595,0.7880653869112333,False
4,0,8.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7094334537624901,42.27187494663086,168.7411599010229,16.237534342110134,0.6350622053941091,False
4,1,5.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.7310901318162425,51.23216722382301,176.5809549242258,58.32222542583921,0.7215905729432901,False
4,2,4.0,CAP-G300-B120-e0.9,300.0,cap,120.0,0.9,0.40610308228028646,33.480864747367136,184.2343995720148,174.44228569626782,0.749526148935159,False
0,0,7.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7171663908861122,40.250870469089485,162.62570708990097,27.968765136599487,0.5970649142066637,False
0,1,5.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7358258001594982,52.415914899901814,169.84928454458714,62.15772856950736,0.7463292368749778,False
0,2,4.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.36931054647286055,30.06338611324065,186.1174862384796,173.84626297086385,0.7285611254473527,False
1,0,8.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.700796172008274,40.02616093366073,145.73597933351994,17.585205564200855,0.615531037847201,True
1,1,5.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7263871613802708,51.21708975957985,176.57035683095455,58.93495256543157,0.7546521072586377,False
1,2,4.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.41377069529011307,34.062373087976574,212.0439104884863,172.22016481816655,0.733934753437837,False
2,0,8.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7211627177680257,43.156825264565065,121.55632765591145,14.886758454441996,0.6047963693241278,True
2,1,5.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7430592730239107,48.92210894141908,162.14637665450573,55.69237788200372,0.7223865306874117,False
2,2,4.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.5036341451990037,39.6674756337399,184.184159129858,128.18284322559813,0.7263094958662987,False
3,0,7.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7040315434380492,39.30942457123612,161.05593724548817,24.84601417183876,0.6698806381225586,False
3,1,5.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7223215791444365,48.376869624050414,170.32768850028515,56.70949275463814,0.680786178757747,False
3,2,4.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.44815829964016646,35.160253116943636,194.4836902469397,138.27902749955595,0.7880653869112333,False
4,0,8.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7094334537624901,42.27187494663086,168.7411599010229,16.237534342110134,0.6350622053941091,False
4,1,5.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.7310901318162425,51.23216722382301,176.5809549242258,58.32222542583921,0.7215905729432901,False
4,2,4.0,CAP-G300-B600-e0,300.0,cap,600.0,0.0,0.40610308228028646,33.480864747367136,184.2343995720148,174.44228569626782,0.749526148935159,False
0,0,7.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7171663908861122,40.250870469089485,162.62570708990097,27.968765136599487,0.5970649142066637,False
0,1,5.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7358258001594982,52.415914899901814,169.84928454458714,62.15772856950736,0.7463292368749778,False
0,2,4.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.36931054647286055,30.06338611324065,186.1174862384796,173.84626297086385,0.7285611254473527,False
1,0,8.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.700796172008274,40.02616093366073,145.73597933351994,17.585205564200855,0.615531037847201,True
1,1,5.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7263871613802708,51.21708975957985,176.57035683095455,58.93495256543157,0.7546521072586377,False
1,2,4.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.41377069529011307,34.062373087976574,212.0439104884863,172.22016481816655,0.733934753437837,False
2,0,8.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7211627177680257,43.156825264565065,121.55632765591145,14.886758454441996,0.6047963693241278,True
2,1,5.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7430592730239107,48.92210894141908,162.14637665450573,55.69237788200372,0.7223865306874117,False
2,2,4.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.5036341451990037,39.6674756337399,184.184159129858,128.18284322559813,0.7263094958662987,False
3,0,7.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7040315434380492,39.30942457123612,161.05593724548817,24.84601417183876,0.6698806381225586,False
3,1,5.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7223215791444365,48.376869624050414,170.32768850028515,56.70949275463814,0.680786178757747,False
3,2,4.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.44815829964016646,35.160253116943636,194.4836902469397,138.27902749955595,0.7880653869112333,False
4,0,8.0,CAP-G300-B600-e0.25,300.0,cap,600.0,0.25,0.7094334537624901,42.27187494663086,168.7411599010229,16.237534342110134,0.6350622053941091,False
