trace,level,metric,quantity,pair,label,diff,lo,hi,resolved,verdict
k1,0,mean,red_pct,SKIP-G300 - SKIPC-G300,"finite skip: dispatch vs completion charge, G = 300 s",0.8232451240794756,0.7056408042765674,0.9813282962134029,True,SKIP-G300 better
k1,0,mean,gain,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",0.14420845899322876,0.09455793171396251,0.18016152014025483,True,CAP-G600 better
k1,0,mean,red_pct,CAP-G600 - FIXSEL-G600,"capped relative vs the BEST FEASIBLE fixed budget, G = 600 s",10.328098599076235,6.452085915471768,13.386380163619103,True,CAP-G600 better
k1,0,mean,gain,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,-0.0017432478783699912,-0.005741545123127115,0.0022245870487332614,False,unresolved
k1,0,mean,red_pct,CAP-G600 - FIX-G600,capped relative vs B0 = Bmax at G = 600 s,-0.12485006840883273,-0.4016462240076608,0.16062933188684314,False,unresolved
k1,0,mean,gain,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-0.05407124269889618,-0.07499021590310004,-0.024981382972454853,True,SPJF-tweedie better
k1,0,mean,red_pct,CAP-G600 - SPJF-tweedie,"guard vs unguarded, G = 600 s",-3.8725406946828542,-5.607628901734795,-1.7030246198203998,True,SPJF-tweedie better
k1,0,mean,gain,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-0.7621709907470909,-0.8104071816519804,-0.6978615864834262,True,SPJF-tweedie better
k1,0,mean,red_pct,SKIP-G600 - SPJF-tweedie,finite skip vs unguarded at G = 600 s,-54.58609846292855,-60.751821534163234,-47.111021878653716,True,SPJF-tweedie better
k1,0,mean,gain,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,0.7080997480481948,0.658468389350383,0.7424117479919035,True,CAP-G600 better
k1,0,mean,red_pct,CAP-G600 - SKIP-G600,capped relative vs finite skip at G = 600 s,50.71355776824569,44.86046646896358,55.4613706692083,True,CAP-G600 better
k1,0,mean,gain,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",0.009447520757264696,0.007896403861883344,0.011854488776426118,True,SKIP-G600 better
k1,0,mean,red_pct,SKIP-G600 - SKIPC-G600,"finite skip: dispatch vs completion charge, G = 600 s",0.676624149367206,0.5775301362853138,0.8054479990377124,True,SKIP-G600 better
k1,0,mean,gain,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",0.17668625232743718,0.11423723795137054,0.2219433017350211,True,CAP-G1200 better
k1,0,mean,red_pct,CAP-G1200 - FIXSEL-G1200,"capped relative vs the BEST FEASIBLE fixed budget, G = 1200 s",12.654133106191217,7.813080013085165,16.45882458842627,True,CAP-G1200 better
k1,0,mean,gain,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,0.0012968967488174998,-0.0037186634969577663,0.006711880994881904,False,unresolved
k1,0,mean,red_pct,CAP-G1200 - FIX-G1200,capped relative vs B0 = Bmax at G = 1200 s,0.09288274479958147,-0.26259067878799824,0.4919309824140645,False,unresolved
k1,0,mean,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.021593449364687767,-0.036488936127568955,-0.0045696880842240025,True,SPJF-tweedie better
k1,0,mean,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-1.5465061875678714,-2.7056441367970407,-0.3083072132117451,True,SPJF-tweedie better
k1,0,mean,gain,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-0.6844772966634127,-0.7393392267665684,-0.6096084151269524,True,SPJF-tweedie better
k1,0,mean,red_pct,SKIP-G1200 - SPJF-tweedie,finite skip vs unguarded at G = 1200 s,-49.021736021052845,-55.496959158176054,-40.94799799841376,True,SPJF-tweedie better
k1,0,mean,gain,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,0.662883847298725,0.6051347243173458,0.7059071762773282,True,CAP-G1200 better
k1,0,mean,red_pct,CAP-G1200 - SKIP-G1200,capped relative vs finite skip at G = 1200 s,47.475229833484974,40.56397744319737,52.96040428108222,True,CAP-G1200 better
k1,0,mean,gain,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",0.006746741546405699,0.005537920436292763,0.008592227128718348,True,SKIP-G1200 better
k1,0,mean,red_pct,SKIP-G1200 - SKIPC-G1200,"finite skip: dispatch vs completion charge, G = 1200 s",0.4831964255095045,0.4049032594922479,0.583222444534492,True,SKIP-G1200 better
k1,0,mean,gain,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,0.21244346468078046,0.12321351462626917,0.2873312692422574,True,CAP-G600-reversed better
k1,0,mean,red_pct,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,15.215037073903517,8.497254205781203,20.48301928155991,True,CAP-G600-reversed better
k1,0,mean,gain,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-0.08582481810264345,-0.131119893237486,-0.03432198372874083,True,SPJF-random better
k1,0,mean,red_pct,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-6.1467072722377925,-9.759645254892229,-2.328932099218962,True,SPJF-random better
k1,0,mean,gain,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,0.06545722467998738,0.04532391269326246,0.08487826937752428,True,CAP-G600-top1short better
k1,0,mean,red_pct,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,4.687995941684257,3.1078140004782653,6.287138420924751,True,CAP-G600-top1short better
