level,k,policy,tau,B,guar_claimed,guar_honest,max_excess,max_excess_light,max_excess_heavy,w_p99_dl,w_mean,gap_p99dl,gap_mean,waste_frac,delta_max,prop_W_violations,forced_frac
2,4,FCFS,0.0,-1,0.0,0.0,0.0,nan,nan,263.1202407404795,10.098658697457582,0.0,0.0,0.0,0.0,-1,0.0
2,4,SJF-ref,0.0,-1,inf,inf,4755.4670400470495,nan,nan,42.88080166056759,1.6498347306848535,1.0,1.0,0.0,0.0,-1,0.0
2,4,SPJF,0.0,-1,inf,inf,5882.918769383803,nan,nan,66.57056035995498,2.295544843445674,0.8924363465582938,0.9235739654062803,0.0,0.0,-1,0.0
2,4,SPJF+guard-G200,0.0,200.0,200.0,200.0,144.1533402055502,nan,nan,230.8538968011742,7.010559659190225,0.14650574880731407,0.3655063770309497,0.0,0.0,-1,0.0097474533251374
2,4,SPJF+guard-G300,0.0,600.0,300.0,300.0,215.44501614570618,nan,nan,168.6686983577916,5.6211322170464495,0.428858440510362,0.5299585478428961,0.0,0.0,-1,0.003832090711753378
2,4,SPJF+guard-G400,0.0,1000.0,400.0,400.0,313.27453994750977,nan,nan,115.49776291735522,4.854793150235815,0.6702817553470103,0.6206621853934557,0.0,0.0,-1,0.002103799541360359
2,4,SPJF+guard-G500,0.0,1400.0,500.0,500.0,412.9964962154627,nan,nan,99.15050870478274,4.384540484302753,0.7445066729224724,0.6763211348262356,0.0,0.0,-1,0.0013843681456396344
2,4,SPJF+guard-G700,0.0,2200.0,700.0,700.0,608.6916454285383,nan,nan,84.50416630506534,3.6974958345541555,0.8110085785798107,0.7576395114962414,0.0,0.0,-1,0.0006220101662852231
2,4,SPJF+guard-G1000,0.0,3400.0,1000.0,1000.0,922.8079722523689,nan,nan,77.70644760001453,3.185012402575081,0.8418737076114202,0.8182968803791242,0.0,0.0,-1,0.00022937652681408763
2,4,SPJF+guard-G1500,0.0,5400.0,1500.0,1500.0,1402.0017818659544,nan,nan,75.44326391965191,2.9295131454620336,0.8521497221609372,0.8485376876344141,0.0,0.0,-1,6.54389399118559e-05
2,4,SPJF+guard-G2000,0.0,7400.0,2000.0,2000.0,1909.2862725704908,nan,nan,72.08328768536454,2.660085596710662,0.8674057373793024,0.8804270428643215,0.0,0.0,-1,3.158534621395471e-05
2,4,SPJF+guard-G3000,0.0,11400.0,3000.0,3000.0,2903.5513774603605,nan,nan,67.67080608084856,2.361461853932757,0.8874406667405008,0.9157720499271178,0.0,0.0,-1,9.072989935785914e-06
2,4,TIER-blind-t1+guard,1.0,600.0,300.0,701.25,481.4634857624769,243.23775127530098,481.4634857624769,220.63974843546796,6.46022484392201,0.19288322056431448,0.4306438230746304,0.03366435823984299,1605.0,0,0.0006959469455438021
2,4,TIER-pred-t1+guard,1.0,600.0,300.0,701.25,481.5457907319069,478.92103473842144,481.5457907319069,139.8743312865512,5.54560349106378,0.5595996337840727,0.5388981027773706,0.03366435823984299,1605.0,0,0.0035788839468461706
2,4,TIER-skip-t1+guard,1.0,600.0,300.0,572.75,378.63456466794014,378.63456466794014,378.34266705811024,123.68757773935802,5.137426893893263,0.6330957960282927,0.5872097493184492,0.023377159578752457,1091.0,0,0.00295462691732483
2,4,TIER-blind-t2+guard,2.0,600.0,300.0,694.0,536.9161836970598,322.21122908592224,536.9161836970598,249.25197556913093,7.470736685088927,0.06296903601501003,0.31103997700788466,0.04550587271805218,1576.0,0,0.0004644526539268587
2,4,TIER-pred-t2+guard,2.0,600.0,300.0,694.0,537.1748077701777,535.9232554957271,537.1748077701777,131.32499796897437,6.051226936881226,0.598417991446502,0.47905267957930825,0.04550587271805218,1576.0,0,0.004029808138626614
2,4,TIER-skip-t2+guard,2.0,600.0,300.0,663.5,506.7090925425291,505.35481919534504,506.7090925425291,128.45486638173463,5.933116458225713,0.6114498607576037,0.4930321966245223,0.04384543895358004,1454.0,0,0.003927475905724839
2,4,TIER-cap1-t1+guard,1.0,600.0,nan,1465.5,22544.415936350822,183.80781383812428,22544.415936350822,951.6498603418532,25.41259546694478,-3.126277575341748,-1.8125524723574986,0.03366435823984299,4662.0,61934,0.004933345090983397
2,4,TIER-cap2-t1+guard,1.0,600.0,nan,705.25,1882.144531633705,382.7892359793186,1882.144531633705,112.07380798086669,2.115456719781098,0.6858282666839111,0.9448891359404068,0.03366435823984299,1621.0,4696,0.0012029956045338274
2,4,TIER-cap3-t1+guard,1.0,600.0,nan,701.25,515.4207033067942,478.6914238333702,515.4207033067942,130.5725829094658,4.257693436215409,0.6018343416817366,0.6913347093291727,0.03366435823984299,1605.0,0,0.0033897618471566667
