level,k,policy,tau,B,guar_claimed,guar_honest,max_excess,max_excess_light,max_excess_heavy,w_p99_dl,w_mean,gap_p99dl,gap_mean,waste_frac,delta_max,prop_W_violations,forced_frac
1,5,FCFS,0.0,-1,0.0,0.0,0.0,nan,nan,109.70798793956675,4.105969786877757,0.0,0.0,0.0,0.0,-1,0.0
1,5,SJF-ref,0.0,-1,inf,inf,2667.424100443721,nan,nan,34.18627589568497,0.9654988313197066,1.0,1.0,0.0,0.0,-1,0.0
1,5,SPJF,0.0,-1,inf,inf,3055.1175796054304,nan,nan,44.69337894618516,1.239812725737598,0.8608730818443966,0.9126519880935672,0.0,0.0,-1,0.0
1,5,SPJF+guard-G200,0.0,220.0,200.0,200.0,109.85883010923862,nan,nan,77.13643839135781,2.735341209272227,0.4312872241201747,0.4364404565435549,0.0,0.0,-1,0.003903937450807383
1,5,SPJF+guard-G300,0.0,720.0,300.0,300.0,209.29251271486282,nan,nan,54.530252793431416,2.0990820460092254,0.7306208195343135,0.6390403761947592,0.0,0.0,-1,0.0010818973436553716
1,5,SPJF+guard-G400,0.0,1220.0,400.0,400.0,302.8035391420126,nan,nan,50.60675370022674,1.8217568952476977,0.7825727547728172,0.7273472431220631,0.0,0.0,-1,0.0004796776366675815
1,5,SPJF+guard-G500,0.0,1720.0,500.0,500.0,404.14797616004944,nan,nan,48.97553755193964,1.675930643050625,0.8041720552142491,0.7737817601931373,0.0,0.0,-1,0.0002560284347504588
1,5,SPJF+guard-G700,0.0,2720.0,700.0,700.0,617.135535120964,nan,nan,47.55024954974664,1.4962979493137152,0.82304461468913,0.8309810453573555,0.0,0.0,-1,9.79315851193892e-05
1,5,SPJF+guard-G1000,0.0,4220.0,1000.0,1000.0,897.9969019331038,nan,nan,46.446963800490295,1.3756410770934766,0.8376534698037398,0.8694010383863305,0.0,0.0,-1,3.345665038821056e-05
1,5,SPJF+guard-G1500,0.0,6720.0,1500.0,1500.0,1390.7260957919061,nan,nan,45.580654878914416,1.295632855071971,0.8491244613653786,0.8948775427558123,0.0,0.0,-1,1.3382660155284223e-05
1,5,SPJF+guard-G2000,0.0,9220.0,2000.0,2000.0,1895.875665023923,nan,nan,45.29095663875366,1.272459594347927,0.8529604210161928,0.9022564553622262,0.0,0.0,-1,5.727324896964858e-06
1,5,SPJF+guard-G3000,0.0,14220.0,3000.0,3000.0,2868.978012524545,nan,nan,44.81849048435699,1.2475084874502862,0.859216451786816,0.9102014761093475,0.0,0.0,-1,1.5877732387625348e-06
1,5,TIER-blind-t1+guard,1.0,720.0,300.0,593.0,400.2120623141527,161.89627854526043,400.2120623141527,48.747428192198456,2.323032335342465,0.8071925026268902,0.567729323648042,0.03366435823984299,1465.0,0,0.0003438329297609474
1,5,TIER-pred-t1+guard,1.0,720.0,300.0,593.0,399.9866637736559,355.61067648231983,399.9866637736559,47.97940289005664,2.0023153969017238,0.8173620986457882,0.6698531588878271,0.03366435823984299,1465.0,0,0.0009532760983461776
1,5,TIER-skip-t1+guard,1.0,720.0,300.0,511.6,286.9670802503824,286.20814119279385,286.9670802503824,48.058261038363696,1.8922751950089558,0.8163179201417147,0.7048925537588472,0.023377159578752457,1058.0,0,0.0006991191907206591
1,5,TIER-blind-t2+guard,2.0,720.0,300.0,543.2,358.22732286155224,181.50365453213453,358.22732286155224,51.1102285839619,2.6387001022153824,0.7759061304324869,0.46721326368759425,0.04550587271805218,1216.0,0,0.0002617568617049374
1,5,TIER-pred-t2+guard,2.0,720.0,300.0,543.2,358.4038051664829,357.7917773127556,358.4038051664829,46.3728881813587,2.0840813463180883,0.8386343217617642,0.6438169526711596,0.04550587271805218,1216.0,0,0.0010704046160918094
1,5,TIER-skip-t2+guard,2.0,720.0,300.0,526.4,337.97186982631683,337.33074629306793,337.97186982631683,46.29243036881117,2.0455499819061567,0.8396996817803609,0.656086247613607,0.04384543895358004,1132.0,0,0.0010327001283019308
1,5,TIER-cap1-t1+guard,1.0,720.0,nan,1231.6,22529.47423055768,136.48627249896526,22529.47423055768,943.2165688894868,25.210047341328373,-11.03667486332422,-6.720035896877288,0.03366435823984299,4658.0,66313,0.004574628587696589
1,5,TIER-cap2-t1+guard,1.0,720.0,nan,623.8,2536.865536183119,244.28805117309093,2536.865536183119,86.48356555923822,1.7792777909518482,0.30751980790416955,0.7408735915255308,0.03366435823984299,1619.0,7201,0.000787374611488373
1,5,TIER-cap3-t1+guard,1.0,720.0,nan,599.0,876.7636597268283,384.75127698481083,876.7636597268283,40.85934902802142,0.9418497234441632,0.9116403355837712,1.007530433559237,0.03366435823984299,1495.0,619,0.00047884820388839513
1,5,TIER-cap4-t1+guard,1.0,720.0,nan,594.2,407.1168036162853,359.1885442137718,407.1168036162853,39.11203410401988,1.4425922554338564,0.9347769260650131,0.8480822045910715,0.03366435823984299,1471.0,0,0.0009467855174100881
