level,k,policy,tau,B,guar_claimed,guar_honest,max_excess,max_excess_light,max_excess_heavy,w_p99_dl,w_mean,gap_p99dl,gap_mean,waste_frac,delta_max,prop_W_violations,forced_frac
1,5,FCFS,0.0,-1,0.0,0.0,0.0,nan,nan,109.70798793956675,4.105969786877757,0.0,0.0,0.0,0.0,-1,0.0
1,5,SJF-ref,0.0,-1,inf,inf,2667.424100443721,nan,nan,34.18627589568497,0.9654988313197066,1.0,1.0,0.0,0.0,-1,0.0
1,5,SPJF,0.0,-1,inf,inf,3055.1175796054304,nan,nan,44.69337894618516,1.239812725737598,0.8608730818443966,0.9126519880935672,0.0,0.0,-1,0.0
1,5,SPJF+guard-G200,0.0,220.0,200.0,200.0,109.85883010923862,nan,nan,77.13643839135781,2.735341209272227,0.4312872241201747,0.4364404565435549,0.0,0.0,-1,0.003903937450807383
1,5,SPJF+guard-G300,0.0,720.0,300.0,300.0,209.29251271486282,nan,nan,54.530252793431416,2.0990820460092254,0.7306208195343135,0.6390403761947592,0.0,0.0,-1,0.0010818973436553716
1,5,SPJF+guard-G400,0.0,1220.0,400.0,400.0,302.8035391420126,nan,nan,50.60675370022674,1.8217568952476977,0.7825727547728172,0.7273472431220631,0.0,0.0,-1,0.0004796776366675815
1,5,SPJF+guard-G500,0.0,1720.0,500.0,500.0,404.14797616004944,nan,nan,48.97553755193964,1.675930643050625,0.8041720552142491,0.7737817601931373,0.0,0.0,-1,0.0002560284347504588
1,5,SPJF+guard-G700,0.0,2720.0,700.0,700.0,617.135535120964,nan,nan,47.55024954974664,1.4962979493137152,0.82304461468913,0.8309810453573555,0.0,0.0,-1,9.79315851193892e-05
1,5,SPJF+guard-G1000,0.0,4220.0,1000.0,1000.0,897.9969019331038,nan,nan,46.446963800490295,1.3756410770934766,0.8376534698037398,0.8694010383863305,0.0,0.0,-1,3.345665038821056e-05
1,5,SPJF+guard-G1500,0.0,6720.0,1500.0,1500.0,1390.7260957919061,nan,nan,45.580654878914416,1.295632855071971,0.8491244613653786,0.8948775427558123,0.0,0.0,-1,1.3382660155284223e-05
1,5,SPJF+guard-G2000,0.0,9220.0,2000.0,2000.0,1895.875665023923,nan,nan,45.29095663875366,1.272459594347927,0.8529604210161928,0.9022564553622262,0.0,0.0,-1,5.727324896964858e-06
1,5,SPJF+guard-G3000,0.0,14220.0,3000.0,3000.0,2868.978012524545,nan,nan,44.81849048435699,1.2475084874502862,0.859216451786816,0.9102014761093475,0.0,0.0,-1,1.5877732387625348e-06
1,5,TIER-blind-t2+guard,2.0,720.0,300.0,543.2,358.22732286155224,181.50365453213453,358.22732286155224,51.1102285839619,2.6387001022153824,0.7759061304324869,0.46721326368759425,0.04550587271805218,1216.0,0,0.0002617568617049374
1,5,TIER-pred-t2+guard,2.0,720.0,300.0,543.2,358.4038051664829,357.7917773127556,358.4038051664829,46.3728881813587,2.0840813463180883,0.8386343217617642,0.6438169526711596,0.04550587271805218,1216.0,0,0.0010704046160918094
1,5,TIER-skip-t2+guard,2.0,720.0,300.0,526.4,337.97186982631683,337.33074629306793,337.97186982631683,46.29243036881117,2.0455499819061567,0.8396996817803609,0.656086247613607,0.04384543895358004,1132.0,0,0.0010327001283019308
1,5,TIER-blind-t5+guard,5.0,720.0,300.0,766.0,563.09391817078,379.4471845179796,563.09391817078,76.40701286941795,3.5717900144293786,0.4409457117550422,0.17009543473184466,0.08136749669133199,2330.0,0,0.00016208936515731064
1,5,TIER-pred-t5+guard,5.0,720.0,300.0,762.0,562.7507058829069,562.7507058829069,562.6734955534339,48.04282681941992,2.489367213675998,0.8165222881112173,0.5147643764514594,0.08136749669133199,2310.0,0,0.0013575618153738468
1,5,TIER-skip-t5+guard,5.0,720.0,300.0,762.0,562.7507058829069,562.7507058829069,562.6734955534339,48.04282681941992,2.489367213675998,0.8165222881112173,0.5147643764514594,0.08136749669133199,2310.0,0,0.0013575618153738468
1,5,TIER-cap1-t2+guard,2.0,720.0,nan,1632.8,20831.001903772354,187.11644078791142,20831.001903772354,253.88563890309078,17.19053728355283,-1.9090887515864288,-4.166434806065573,0.04550587271805218,6664.0,41820,0.0032343662370737177
1,5,TIER-cap2-t2+guard,2.0,720.0,nan,667.6,2483.217961668968,274.7824977785349,2483.217961668968,50.102635869384784,1.3421736185400477,0.7892478925206087,0.8800578663038751,0.04550587271805218,1838.0,4331,0.0005868456218945172
1,5,TIER-cap3-t2+guard,2.0,720.0,nan,542.0,869.0219006799161,308.38629104197025,869.0219006799161,30.730309350788666,0.8336414327588624,1.0457612314573617,1.04198650470799,0.04550587271805218,1210.0,828,0.0004757478727337914
1,5,TIER-cap4-t2+guard,2.0,720.0,nan,543.2,371.7828393317759,358.11182841286063,371.7828393317759,34.918097881973075,1.5653696116245088,0.9903097802409078,0.8089869994679803,0.04550587271805218,1216.0,0,0.0010586036412188946
