level,predictor,policy,k,guar_excess_max,guar_excess_at0,gap_p99dl,gap_mean,w_p99_dl,max_excess,max_excess_wf0,max_heavy,qw_forced_frac,used_over_allowed,bound_viol
1,top1short,REL-B30-e0.75,5,3719.458853021264,648.0,-1.0760549354414284,-0.6525607686652258,190.9734989173721,2321.56436611712,218.26202599704263,2992.615909885615,0.1130301038421994,0.8043140156298122,0
1,top1short,SPJF,5,inf,inf,-1.20290818356544,-0.7197289970605487,200.5536733940248,3301.777485590428,2963.0492301248014,3093.939180701971,0.0,,-1
1,top1short,SJF-ref,5,inf,inf,1.0,1.0,34.18627589568497,2667.424100443721,774.8472412079573,3072.262211114168,0.0,,-1
1,top1short,FCFS,5,inf,inf,0.0,0.0,109.70798793956676,0.0,0.0,1022.8811564445496,1.0,,-1
2,random,FIX-B600,4,300.0,300.0,-0.1086566040513118,0.1706908805604139,287.05071026906853,230.5106054991484,221.8904796540737,1697.5444594919682,0.4516151144271202,0.7683686849971613,0
2,random,CAP-B30-e0.5-M600,4,300.0,300.0,-0.1109276339017143,0.1480827367985638,287.5508806094549,230.5156867057085,142.7367495894432,1695.299618884921,0.4680628413774204,0.7683856223523616,0
2,random,SKIP-N10,4,300.0,300.0,-0.0021946564991139,0.0075446156132037,263.60359065681746,86.75990104675293,76.03048649430275,1545.7304013371468,0.9148908414549176,0.2891996701558431,0
2,random,FIX-B1200,4,450.0,450.0,-0.1245845559890962,0.2130452563635804,290.55867346953795,363.0235961228609,351.1965887993574,1846.3022629097104,0.3229017898801502,0.8067191024952465,0
2,random,CAP-B30-e0.9-M1200,4,450.0,450.0,-0.106612877007405,0.2102132770933948,286.60060097128604,361.2667625546456,351.1965887993574,1846.302150554955,0.3234936479387639,0.8028150278992123,0
2,random,CAP-B120-e0.75-M1200,4,450.0,450.0,-0.0767218400261082,0.2094206285788905,280.0174157530083,362.23350152373314,328.1225865036249,1846.3022128418088,0.3245426700944593,0.804963336719407,0
2,random,SKIP-N20,4,450.0,450.0,-0.0048831614239432,0.0141612805798134,264.19570547342545,98.32646100223064,98.32646100223064,1552.954669997096,0.8909964049936483,0.2185032466716236,0
2,random,FIX-B3600,4,1050.0,1050.0,0.2732922780158678,0.300139137943217,202.93050272539344,971.24068300426,934.968164011836,2451.6553130447865,0.1240564529567708,0.924991126670724,0
2,random,CAP-B30-e0.9-M3600,4,1050.0,1050.0,0.2418220372502426,0.2935269468453372,209.8614908993245,971.1738278865814,434.3040029704571,2451.655348137021,0.1270314245289373,0.9249274551300776,0
2,random,REL-B120-e0.5,4,1904.6027066111565,360.0,0.1316732977626102,0.2479871308682549,234.12058749944,1676.7064382974058,175.55169984698296,3197.2978060189635,0.1743197774296392,0.8837029731233098,0
2,random,REL-B30-e0.75,4,5263.808119833469,630.0,0.2507021240157556,0.3248536869591446,207.905745571107,4248.517534550279,261.4825911074877,5502.604216899723,0.0498728441601171,0.9091099185213128,0
2,random,SPJF,4,inf,inf,0.3601372054890996,0.4075844736814477,183.80382461175324,6235.493534583598,6173.574716012925,6199.551196591929,0.0,,-1
2,random,SJF-ref,4,inf,inf,1.0,1.0,42.88080166056759,4755.4670400470495,1101.479383572936,5299.532429710031,0.0,,-1
