level,policy,k,guar_excess_max,guar_excess_at0,gap_p99dl,gap_mean,w_p99_dl,max_excess,max_excess_wf0,max_heavy,qw_forced_frac,used_over_allowed,bound_viol,P1,P2
0,SKIP-N50,8,540.0,540.0,0.1640480475537193,0.1727974277176596,19.896626371145253,61.4997681081295,46.74999862909317,436.3513720929623,0.3619052592660245,0.113888459459499,0,0,1
0,CAP-B120-e0.5-M3600,8,615.0,360.0,0.707902703682424,0.8329853326440064,12.35860118940496,491.2383786402643,112.13321755826472,892.3947397172451,0.0064174433613206,0.7987615912849826,0,0,0
0,CAP-B30-e0.75-M3600,8,615.0,615.0,0.7184979550039957,0.8626806071476563,12.211747116595523,486.5703724473715,119.26947738602756,882.4421999119222,0.0045390644053895,0.7911713373127992,0,0,0
0,CAP-B600-e0.5-M3600,8,615.0,480.0,0.7265470648294807,0.8590963476611758,12.100183499604556,486.6517893001437,140.77975477278233,878.8533786535263,0.0005448694856282,0.7913037224392581,0,0,0
0,CAP-B30-e0.9-M3600,8,615.0,615.0,0.7296057050204925,0.8579877050319135,12.057789623737335,498.05305130779743,119.26947738602756,881.1644289903343,0.0013752797537564,0.8098423598500771,0,0,0
0,CAP-B120-e0.75-M3600,8,615.0,615.0,0.7304578493795169,0.8623789023371632,12.04597859010102,494.4850227087736,119.26947738602756,881.163702532649,0.0014603370648167,0.8040406873313392,0,0,0
0,FIX-B3600,8,615.0,615.0,0.7322342869963041,0.8661667750525781,12.021356512606172,491.66391794383526,140.77975477278233,882.4382130950689,0.0002728249120225,0.7994535251119272,0,1,0
0,REL-B1800-e0.25,8,665.0076246907313,520.0,0.7303250064119257,0.8602300394346198,12.04781984239818,482.86564749851823,140.77975477278233,878.8525910824537,0.0003705245625181,0.7511453521843299,0,0,0
0,REL-B30-e0.5,8,772.5228740721941,337.5,0.6600746420216659,0.8224493691305669,13.021515681594767,467.612449362874,70.85200679302216,871.4026424884796,0.0150887717433828,0.6376080304784245,0,0,1
0,REL-B120-e0.5,8,795.0228740721941,360.0,0.7081698954981033,0.8329532048289784,12.354897812754142,496.6807870864868,112.13321755826472,900.4225375913084,0.0064148843875843,0.657108372389967,0,0,1
0,REL-B600-e0.5,8,915.022874072194,480.0,0.7270344756220135,0.8595399662328566,12.093427807092668,605.0980539321899,140.77975477278233,1001.0192268081008,0.0005222021862385,0.6908871105674788,0,0,0
0,FIX-B7200,8,1065.0,1065.0,0.7346728809198291,0.8677574259914203,11.987556705623884,951.7180003225805,140.77975477278233,1147.5192166306078,0.0001361217507272,0.8936319251855215,0,1,0
0,REL-B1800-e0.5,8,1215.022874072194,780.0,0.7356381553171392,0.8721739805579006,11.97417764812715,775.5139288008213,140.77975477278233,1147.5494306087494,9.403221803670956e-05,0.7350759166918298,0,1,1
0,REL-B30-e0.75,8,1980.0686222165823,675.0,0.7227392869347773,0.8681884891166186,12.152960699051672,817.425183262676,119.26947738602756,1148.9835477508605,0.004423235872914,0.588501628909229,0,0,0
0,REL-B120-e0.75,8,2025.0686222165823,720.0,0.7327977112647971,0.8712642887117249,12.013547245413104,817.4820303171873,119.26947738602756,1148.4590323753655,0.0012486322011228,0.5700735687093269,0,0,0
0,REL-B600-e0.75,8,2265.0686222165823,960.0,0.7349610348134817,0.8722992432927025,11.983562786877224,812.3625227287412,140.77975477278233,1148.934765279293,9.298824870263928e-05,0.5841586761000032,0,0,0
0,REL-B1800-e0.75,8,2865.0686222165823,1560.0,0.7355116540448321,0.8746428623190124,11.975931002199651,1225.3302516639233,140.77975477278233,1401.6806999146938,1.5167059988828425e-05,0.6977191788830958,0,0,0
0,REL-B30-e0.9,8,5602.705866649748,1687.5000000000005,0.7338726573464454,0.8744365722903624,11.99864809811122,1224.1187449395657,119.26947738602756,1401.294230312109,0.0010214115340182,0.4453547223274074,0,0,1
0,REL-B120-e0.9,8,5715.205866649749,1800.0000000000005,0.7347314543709345,0.8732685012331622,11.986744856089382,1221.990188900381,140.77975477278233,1365.8168397396803,0.0001902019677613,0.4369616014141359,0,0,0
0,REL-B600-e0.9,8,6315.205866649749,2400.0000000000005,0.7353142370573488,0.8749258867988055,11.978667274117493,1244.820608831942,140.77975477278233,1365.8095551505685,0.0,0.4429671467743015,0,0,0
0,REL-B1800-e0.9,8,7815.205866649749,3900.000000000001,0.7353142370573488,0.8749258867988055,11.978667274117493,1244.820608831942,140.77975477278233,1365.8095551505685,0.0,0.2879795385251579,0,0,0
0,FCFS,8,inf,inf,0.0,0.0,22.17039253190167,0.0,0.0,435.0228740721941,1.0,,-1,0,0
0,SPJF,8,inf,inf,0.7353142370573488,0.8749258867988055,11.978667274117493,1244.820608831942,140.77975477278233,1365.8095551505685,0.0,,-1,0,0
0,SJF-ref,8,inf,inf,1.0,1.0,8.310025434196065,1034.0366929620504,595.9371635168791,1185.8985834121704,0.0,,-1,0,0
1,FIX-B30,5,162.0,162.0,0.0541768563692468,0.2077334258504138,105.61645899340574,73.00412607192993,73.00412607192993,1028.9789150357246,0.6084042354909648,0.4506427535304316,0,1,1
1,SKIP-N1,5,168.0,168.0,0.0004474841372107,0.0079854281996815,109.67419317141211,56.91893757879734,56.91893757879734,1023.034253910184,0.8650338420516972,0.3388031998737937,0,0,1
1,SKIP-N2,5,180.0,180.0,0.0005072345349739,0.0107660354856759,109.66968071907772,56.9901075810194,56.9901075810194,1023.0812799334526,0.8608116871495843,0.3166117087834411,0,0,1
1,FIX-B120,5,180.0,180.0,0.2857832090621944,0.364999199318871,88.12515071779524,109.66398911178112,82.71844172477722,1046.8922260552645,0.434298580762179,0.6092443839543396,0,1,1
